sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_ReloadTime,Weapon_Projectile_Rate
39479,Haunted Furnace,0.298,+1%,,+18%
39480,Doomed Oscillator,0.316,,,+19%
39481,Nanite-Marked Accelerator,0.105,,,+7%
39482,Rescued Mirror,0.059,+1%,-2%,+3%
39483,Aeronic Refractor,0.07,,,+5%
39484,Salvaged Oscillator,0.094,+1%,-2%,+5%
39485,Polymorphous Gravitiser,0.041,,-2%,+2%
39486,Non-compliant De-limiter,0.124,+1%,-4%,+4%
39487,Anomalous Dynamo,0.0,+1%,,
39488,Writhing Accelerator,0.0,+1%,,
39489,Watery Obliterator,0.281,+1%,,+17%
39490,Rescued Oscillator,0.024,,-2%,
39491,Doomed Resonator,0.094,,-2%,+5%
39492,Glassy Obliterator,0.175,,,+11%
39493,Forsaken Resonator,0.211,+1%,,+13%
39494,Anomalous De-limiter,0.0,+1%,,
39495,Glassy Dynamo,0.263,,,+16%
39496,Forsaken Polariser,0.076,+1%,-2%,+4%
39497,Impossible Annihilator,0.571,+1%,-11%,+20%
39498,Cursed Capacitor,0.024,+1%,-2%,
39499,Nanite-Marked Mirror,0.024,,-2%,
39500,Aeronic Filament,0.0,+1%,,
39501,Crimson Polariser,0.035,,,+3%
39502,Crimson Atomiser,0.333,,,+20%
39503,Relinquished Annihilator,0.024,+1%,-2%,
39504,Aeronic Atomiser,0.262,+1%,-12%,
39505,Released Neutraliser,0.39,,-10%,+11%
39506,Polymorphous Filament,0.088,+1%,,+6%
39507,Polymorphous Dynamo,0.333,+2%,,
39508,Haunted Furnace,0.357,+1%,-2%,+20%
39509,Watery Mirror,0.018,+1%,,+2%
39510,Cursed De-limiter,0.31,,-14%,
39511,Polymorphous Annihilator,0.0,+1%,,
39512,Crimson Injector,0.237,+1%,-8%,+5%
39513,Crimson Furnace,0.0,+1%,,
39514,Crimson Mirror,0.024,,-2%,
39515,Aeronic Resonator,0.059,+1%,-2%,+3%
39516,Cursed Boundary Hunter,0.041,+1%,-2%,+2%
39517,Glassy Injector,0.158,+1%,,+10%
39518,Polymorphous Gravitiser,0.333,+2%,,
39519,Writhing Injector,0.0,+1%,,
39520,Forsaken Boundary Hunter,0.17,+1%,-3%,+8%
39521,Impossible Filament,0.024,+1%,-2%,
39522,Watery Obliterator,0.024,,-2%,
39523,Released Furnace,0.0,+1%,,
39524,Nanite-Marked Accelerator,0.0,+1%,,
39525,Salvaged De-limiter,0.088,+1%,,+6%
39526,Anomalous Furnace,0.094,,-2%,+5%
39527,Haunted Annihilator,0.0,+1%,,
39528,Cursed Atomiser,0.041,+1%,-2%,+2%
39529,Nanite-Marked Oscillator,0.0,+1%,,
39530,Haunted Refractor,0.0,+1%,,
39531,Watery Splitter,0.357,+2%,-2%,
39532,Non-compliant Gravitiser,0.1,+1%,-3%,+4%
39533,Watery Neutraliser,0.175,,,+11%
39534,Nanite-Marked Splitter,0.338,+1%,-13%,+4%
39535,Released Gravitiser,0.0,+1%,,
39536,Nanite-Marked Resonator,0.269,+1%,-2%,+15%
39537,Haunted Mirror,0.024,,-2%,
39538,Non-compliant Mirror,0.024,+1%,-2%,
39539,Rescued Amplifier,0.1,,-3%,+4%
39540,Non-compliant De-limiter,0.0,+1%,,
39541,Anomalous Annihilator,0.024,+1%,-2%,
39542,Extinguished Injector,0.1,+1%,-3%,+4%
39543,Anointed De-limiter,0.333,,,+20%
39544,Non-compliant Furnace,0.059,+1%,-2%,+3%
39545,Extinguished Oscillator,0.0,+1%,,
39546,Released Annihilator,0.281,,,+17%
39547,Haunted Oscillator,0.0,+1%,,
39548,Rescued Furnace,0.018,,,+2%
39549,Aeronic Dynamo,0.0,+1%,,
39550,Relinquished Injector,0.076,+1%,-2%,+4%
39551,Polymorphous Resonator,0.0,+1%,,
39552,Non-compliant Gravitiser,0.269,+1%,-2%,+15%
39553,Anointed Gravitiser,0.059,+1%,-2%,+3%
39554,Crimson Dynamo,0.0,+1%,,
39555,Forsaken Dynamo,0.0,+1%,,
39556,Crimson Annihilator,0.0,+1%,,
39557,Released Neutraliser,0.024,,-2%,
39558,Relinquished Splitter,0.1,+1%,-3%,+4%
39559,Cursed Oscillator,0.041,+1%,-2%,+2%
39560,Doomed Gravitiser,0.0,+1%,,
39561,Forsaken Gravitiser,0.1,+1%,-3%,+4%
39562,Glassy Splitter,0.0,+1%,,
39563,Crimson Refractor,0.024,,-2%,
39564,Glassy Obliterator,0.07,,,+5%
39565,Extinguished Resonator,0.119,,-6%,
39566,Released Polariser,0.143,,-7%,
39567,Anomalous Resonator,0.076,+1%,-2%,+4%
39568,Anointed Resonator,0.333,,-15%,
39569,Watery De-limiter,0.07,,,+5%
39570,Anomalous Atomiser,0.105,,,+7%
39571,Rescued Neutraliser,0.281,,,+17%
39572,Haunted Dynamo,0.286,,-13%,
39573,Nanite-Marked De-limiter,0.024,,-2%,
39574,Rescued Gravitiser,0.065,,-3%,+2%
39575,Aeronic Atomiser,0.083,+1%,-3%,+3%
39576,Extinguished Capacitor,0.076,+1%,-2%,+4%
39577,Polymorphous Gravitiser,0.316,,,+19%
39578,Relinquished Resonator,0.089,+1%,-4%,+2%
39579,Relinquished Resonator,0.14,,,+9%
39580,Haunted Splitter,0.531,+1%,-13%,+15%
39581,Writhing Splitter,0.071,+1%,-4%,
39582,Extinguished Capacitor,0.0,+1%,,
39583,Released Boundary Hunter,0.0,+1%,,
39584,Watery Mirror,0.024,,-2%,
39585,Anointed Capacitor,0.088,,,+6%
39586,Writhing Injector,0.065,+1%,-3%,+2%
39587,Released Annihilator,0.34,,-2%,+19%
39588,Extinguished Refractor,0.0,+1%,,
39589,Aeronic Gravitiser,0.07,,,+5%
39590,Doomed Furnace,0.018,,,+2%
39591,Non-compliant Neutraliser,0.167,,-8%,
39592,Glassy Gravitiser,0.088,,,+6%
39593,Rescued Furnace,0.024,,-2%,
39594,Aeronic Annihilator,0.088,,,+6%
39595,Glassy Polariser,0.298,+1%,,+18%
39596,Extinguished Refractor,0.0,+1%,,
39597,Watery Oscillator,0.071,,-4%,
39598,Watery Obliterator,0.035,,,+3%
39599,Glassy Boundary Hunter,0.0,+1%,,
39600,Aeronic Accelerator,0.059,+1%,-2%,+3%
39601,Rescued Gravitiser,0.07,,,+5%
39602,Forsaken Annihilator,0.041,+1%,-2%,+2%
39603,Non-compliant Mirror,0.065,+1%,-3%,+2%
39604,Nanite-Marked Resonator,0.0,+1%,,
39605,Glassy Resonator,0.024,+1%,-2%,
39606,Watery Accelerator,0.287,+1%,-2%,+16%
39607,Nanite-Marked Accelerator,0.041,,-2%,+2%
39608,Anomalous Obliterator,0.0,+1%,,
39609,Anointed Neutraliser,0.167,,-8%,
39610,Salvaged Boundary Hunter,0.035,+1%,,+3%
39611,Salvaged Mirror,0.0,+1%,,
39612,Salvaged Polariser,0.053,,,+4%
39613,Polymorphous Filament,0.0,+1%,,
39614,Relinquished Atomiser,0.351,+2%,,+2%
39615,Nanite-Marked Mirror,0.333,+2%,,
39616,Doomed Furnace,0.298,,,+18%
39617,Aeronic Polariser,0.024,,-2%,
39618,Released Annihilator,0.024,,-2%,
39619,Crimson Polariser,0.024,,-2%,
39620,Anomalous Amplifier,0.048,+1%,-3%,
39621,Doomed Boundary Hunter,0.041,+1%,-2%,+2%
39622,Released Resonator,0.515,+2%,-2%,+10%
39623,Watery Resonator,0.041,,-2%,+2%
39624,Writhing De-limiter,0.018,,,+2%
39625,Crimson Refractor,0.316,,,+19%
39626,Polymorphous Oscillator,0.228,,,+14%
39627,Nanite-Marked Mirror,0.175,+1%,,+11%
39628,Anomalous Annihilator,0.024,,-2%,
39629,Glassy Refractor,0.0,+1%,,
39630,Haunted Filament,0.0,+1%,,
39631,Non-compliant Obliterator,0.39,,-10%,+11%
39632,Relinquished Annihilator,0.041,+1%,-2%,+2%
39633,Nanite-Marked Amplifier,0.238,,-11%,
39634,Relinquished Oscillator,0.07,,,+5%
39635,Forsaken Capacitor,0.041,+1%,-2%,+2%
39636,Polymorphous Amplifier,0.199,+1%,-2%,+11%
39637,Polymorphous Neutraliser,0.041,+1%,-2%,+2%
39638,Writhing Dynamo,0.024,,-2%,
39639,Forsaken Resonator,0.211,,,+13%
39640,Glassy Polariser,0.217,+1%,-2%,+12%
39641,Anointed Oscillator,0.024,,-2%,
39642,Relinquished Resonator,0.018,,,+2%
39643,Forsaken Resonator,0.035,,,+3%
39644,Anomalous Splitter,0.281,,,+17%
39645,Released Furnace,0.018,,,+2%
39646,Extinguished Furnace,0.024,+1%,-2%,
39647,Polymorphous Neutraliser,0.0,+1%,,
39648,Salvaged Mirror,0.0,+1%,,
39649,Relinquished Dynamo,0.018,+1%,,+2%
39650,Aeronic Polariser,0.0,+1%,,
39651,Writhing Annihilator,0.0,+1%,,
39652,Writhing Oscillator,0.333,+2%,,
39653,Forsaken Oscillator,0.024,,-2%,
39654,Watery Amplifier,0.041,+1%,-2%,+2%
39655,Crimson Dynamo,0.041,+1%,-2%,+2%
39656,Anomalous Polariser,0.048,,-3%,
39657,Cursed Amplifier,0.018,,,+2%
39658,Impossible Refractor,0.018,,,+2%
39659,Writhing Gravitiser,0.041,+1%,-2%,+2%
39660,Nanite-Marked Dynamo,0.281,+1%,,+17%
39661,Released Accelerator,0.0,+1%,,
39662,Forsaken Capacitor,0.158,,,+10%
39663,Watery Oscillator,0.088,,,+6%
39664,Anomalous Resonator,0.083,+1%,-3%,+3%
39665,Crimson Boundary Hunter,0.024,+1%,-2%,
39666,Haunted Filament,0.182,+1%,-2%,+10%
39667,Watery Capacitor,0.048,,-3%,
39668,Anointed Resonator,0.0,+1%,,
39669,Crimson Filament,0.281,,,+17%
39670,Relinquished Splitter,0.34,+1%,-2%,+19%
39671,Forsaken Capacitor,0.195,,-7%,+4%
39672,Polymorphous Atomiser,0.199,+1%,-2%,+11%
39673,Anointed Injector,0.167,,-8%,
39674,Writhing Gravitiser,0.018,,,+2%
39675,Cursed Oscillator,0.193,,,+12%
39676,Salvaged Obliterator,0.095,,-5%,
39677,Non-compliant Obliterator,0.018,,,+2%
39678,Writhing Oscillator,0.018,,,+2%
39679,Impossible Capacitor,0.333,,,+20%
39680,Writhing Splitter,0.018,,,+2%
39681,Cursed Accelerator,0.095,,-5%,
39682,Writhing Obliterator,0.018,+1%,,+2%
39683,Crimson Gravitiser,0.0,+1%,,
39684,Haunted Mirror,0.14,,,+9%
39685,Cursed De-limiter,0.024,,-2%,
39686,Extinguished Splitter,0.024,,-2%,
39687,Released Polariser,0.041,+1%,-2%,+2%
39688,Polymorphous Gravitiser,0.071,,-4%,
39689,Forsaken Neutraliser,0.048,,-3%,
39690,Haunted Filament,0.024,,-2%,
39691,Cursed Polariser,0.0,+1%,,
39692,Writhing Accelerator,0.059,+1%,-2%,+3%
39693,Salvaged Dynamo,0.298,+1%,,+18%
39694,Nanite-Marked Furnace,0.0,+1%,,
39695,Nanite-Marked Atomiser,0.112,+1%,-2%,+6%
39696,Crimson Obliterator,0.053,,,+4%
39697,Polymorphous De-limiter,0.0,+1%,,
39698,Haunted Atomiser,0.263,+1%,,+16%
39699,Relinquished Injector,0.228,,,+14%
39700,Doomed Gravitiser,0.199,,-2%,+11%
39701,Forsaken Dynamo,0.048,,-3%,
39702,Anointed Amplifier,0.322,,-2%,+18%
39703,Anointed Polariser,0.182,+1%,-2%,+10%
39704,Nanite-Marked Boundary Hunter,0.0,+1%,,
39705,Anointed Accelerator,0.19,,-9%,
39706,Crimson Polariser,0.14,+1%,,+9%
39707,Writhing Boundary Hunter,0.0,+1%,,
39708,Crimson Accelerator,0.083,+1%,-3%,+3%
39709,Anointed Refractor,0.0,+1%,,
39710,Crimson Gravitiser,0.0,+1%,,
39711,Cursed Obliterator,0.065,+1%,-3%,+2%
39712,Nanite-Marked Dynamo,0.024,+1%,-2%,
39713,Glassy Resonator,0.193,,,+12%
39714,Cursed Atomiser,0.018,,,+2%
39715,Anomalous Furnace,0.164,+1%,-2%,+9%
39716,Salvaged Filament,0.158,,,+10%
39717,Extinguished Gravitiser,0.0,+1%,,
39718,Cursed Amplifier,0.048,+1%,-3%,
39719,Extinguished Injector,0.0,+1%,,
39720,Extinguished Boundary Hunter,0.34,+1%,-2%,+19%
39721,Haunted Dynamo,0.0,+1%,,
39722,Nanite-Marked De-limiter,0.041,+1%,-2%,+2%
39723,Anomalous Neutraliser,0.024,+1%,-2%,
39724,Writhing Filament,0.123,,,+8%
39725,Aeronic Accelerator,0.19,+1%,-9%,
39726,Glassy Obliterator,0.1,+1%,-3%,+4%
39727,Salvaged Boundary Hunter,0.041,+1%,-2%,+2%
39728,Salvaged Dynamo,0.0,,-1%,
39729,Cursed Refractor,0.018,+1%,,+2%
39730,Rescued Accelerator,0.065,+1%,-3%,+2%
39731,Relinquished Dynamo,0.041,,-2%,+2%
39732,Aeronic Dynamo,0.0,+1%,,
39733,Haunted Splitter,0.024,,-2%,
39734,Watery Capacitor,0.071,,-4%,
39735,Crimson Resonator,0.199,+1%,-2%,+11%
39736,Watery Accelerator,0.065,+1%,-3%,+2%
39737,Polymorphous Furnace,0.071,,-4%,
39738,Aeronic Capacitor,0.193,,,+12%
39739,Writhing Oscillator,0.0,+1%,,
39740,Rescued Neutraliser,0.228,,,+14%
39741,Salvaged Oscillator,0.0,+1%,,
39742,Salvaged Capacitor,0.065,+1%,-3%,+2%
39743,Extinguished Capacitor,0.041,+1%,-2%,+2%
39744,Extinguished Mirror,0.0,+1%,,
39745,Anomalous Furnace,0.024,+1%,-2%,
39746,Doomed Annihilator,0.0,+1%,,
39747,Anointed Splitter,0.024,+1%,-2%,
39748,Salvaged Resonator,0.083,+1%,-3%,+3%
39749,Glassy Filament,0.14,,,+9%
39750,Polymorphous Splitter,0.018,,,+2%
39751,Forsaken Capacitor,0.059,+1%,-2%,+3%
39752,Non-compliant Gravitiser,0.14,,,+9%
39753,Extinguished Accelerator,0.018,,,+2%
39754,Polymorphous Filament,0.501,+1%,-11%,+16%
39755,Salvaged Obliterator,0.0,+1%,,
39756,Released Capacitor,0.024,,-2%,
39757,Writhing Filament,0.0,+1%,,
39758,Anomalous Accelerator,0.147,,-2%,+8%
39759,Aeronic Injector,0.333,+2%,,
39760,Crimson Injector,0.14,+1%,,+9%
39761,Crimson Neutraliser,0.024,,-2%,
39762,Doomed De-limiter,0.059,+1%,-2%,+3%
39763,Glassy Mirror,0.0,+1%,,
39764,Salvaged Neutraliser,0.088,,,+6%
39765,Writhing Resonator,0.071,,-4%,
39766,Cursed Mirror,0.024,,-2%,
39767,Aeronic Oscillator,0.119,+1%,-6%,
39768,Impossible De-limiter,0.0,+1%,,
39769,Watery Capacitor,0.0,+1%,,
39770,Polymorphous Oscillator,0.07,,,+5%
39771,Crimson Capacitor,0.14,,,+9%
39772,Aeronic Injector,0.333,+2%,,
39773,Watery Dynamo,0.31,,-14%,
39774,Salvaged Polariser,0.041,+1%,-2%,+2%
39775,Released Splitter,0.279,+1%,-12%,+2%
39776,Polymorphous Annihilator,0.184,,-8%,+2%
39777,Cursed Filament,0.053,,,+4%
39778,Nanite-Marked Boundary Hunter,0.089,+1%,-4%,+2%
39779,Relinquished Neutraliser,0.262,,-12%,
39780,Extinguished Resonator,0.041,+1%,-2%,+2%
39781,Writhing Filament,0.035,,,+3%
39782,Rescued Amplifier,0.018,+1%,,+2%
39783,Relinquished Injector,0.238,,-11%,
39784,Haunted Resonator,0.024,,-2%,
39785,Haunted Capacitor,0.234,,-2%,+13%
39786,Glassy Obliterator,0.164,+1%,-2%,+9%
39787,Nanite-Marked Annihilator,0.088,+1%,,+6%
39788,Rescued Gravitiser,0.105,,,+7%
39789,Haunted Annihilator,0.07,,,+5%
39790,Anomalous Neutraliser,0.035,+1%,,+3%
39791,Polymorphous Oscillator,0.0,+1%,,
39792,Salvaged Accelerator,0.018,,,+2%
39793,Salvaged Boundary Hunter,0.381,+2%,-3%,
39794,Released Capacitor,0.1,+1%,-3%,+4%
39795,Nanite-Marked Refractor,0.129,+1%,-2%,+7%
39796,Doomed Amplifier,0.024,,-2%,
39797,Extinguished Polariser,0.065,+1%,-3%,+2%
39798,Doomed Gravitiser,0.143,,-7%,
39799,Impossible Refractor,0.0,+1%,,
39800,Relinquished Accelerator,0.053,+1%,,+4%
39801,Released De-limiter,0.311,,-3%,+16%
39802,Extinguished Mirror,0.041,+1%,-2%,+2%
39803,Impossible Annihilator,0.1,+1%,-3%,+4%
39804,Doomed Resonator,0.041,+1%,-2%,+2%
39805,Rescued Injector,0.0,+1%,,
39806,Relinquished Neutraliser,0.041,+1%,-2%,+2%
39807,Crimson Gravitiser,0.211,,,+13%
39808,Crimson De-limiter,0.095,,-5%,
39809,Haunted Amplifier,0.0,+1%,,
39810,Extinguished Atomiser,0.024,,-2%,
39811,Aeronic De-limiter,0.089,,-4%,+2%
39812,Watery Filament,0.041,,-2%,+2%
39813,Cursed Amplifier,0.076,+1%,-2%,+4%
39814,Writhing Dynamo,0.119,,-6%,
39815,Extinguished Atomiser,0.041,+1%,-2%,+2%
39816,Glassy Dynamo,0.053,,,+4%
39817,Aeronic Filament,0.048,,-3%,
39818,Salvaged Refractor,0.088,+1%,,+6%
39819,Haunted Amplifier,0.305,+1%,-2%,+17%
39820,Crimson Injector,0.083,+1%,-3%,+3%
39821,Anointed De-limiter,0.298,,,+18%
39822,Impossible Dynamo,0.024,,-2%,
39823,Rescued Amplifier,0.105,+1%,,+7%
39824,Polymorphous Obliterator,0.238,,-11%,
39825,Relinquished Accelerator,0.0,+1%,,
39826,Impossible Atomiser,0.041,+1%,-2%,+2%
39827,Forsaken Polariser,0.14,+1%,,+9%
39828,Watery Dynamo,0.059,+1%,-2%,+3%
39829,Anomalous Amplifier,0.083,+1%,-3%,+3%
39830,Cursed Neutraliser,0.34,+1%,-2%,+19%
39831,Aeronic Mirror,0.095,+1%,-5%,
39832,Crimson Oscillator,0.305,+1%,-2%,+17%
39833,Watery Mirror,0.0,+1%,,
39834,Salvaged Atomiser,0.281,+1%,,+17%
39835,Salvaged Splitter,0.298,+1%,,+18%
39836,Cursed Polariser,0.0,+1%,,
39837,Haunted Annihilator,0.252,+1%,-2%,+14%
39838,Anomalous Furnace,0.393,+1%,-5%,+18%
39839,Non-compliant De-limiter,0.083,+1%,-3%,+3%
39840,Anointed Neutraliser,0.024,,-2%,
39841,Cursed Refractor,0.0,+1%,,
39842,Watery Splitter,0.1,+1%,-3%,+4%
39843,Nanite-Marked Accelerator,0.018,,,+2%
39844,Non-compliant Resonator,0.218,,-5%,+8%
39845,Writhing Mirror,0.071,,-4%,
39846,Haunted Amplifier,0.035,+1%,,+3%
39847,Writhing Refractor,0.059,+1%,-2%,+3%
39848,Salvaged Boundary Hunter,0.299,+1%,-4%,+14%
39849,Nanite-Marked Boundary Hunter,0.065,+1%,-3%,+2%
39850,Polymorphous Polariser,0.0,+1%,,
39851,Nanite-Marked Annihilator,0.041,+1%,-2%,+2%
39852,Salvaged Amplifier,0.228,,,+14%
39853,Forsaken Gravitiser,0.0,+1%,,
39854,Released Neutraliser,0.035,,,+3%
39855,Non-compliant Atomiser,0.0,+1%,,
39856,Relinquished Capacitor,0.0,+1%,,
39857,Relinquished Injector,0.024,+1%,-2%,
39858,Nanite-Marked Neutraliser,0.024,,-2%,
39859,Cursed Capacitor,0.0,+1%,,
39860,Anointed Filament,0.024,,-2%,
39861,Nanite-Marked Gravitiser,0.262,,-12%,
39862,Salvaged Gravitiser,0.024,,-2%,
39863,Aeronic Polariser,0.264,+1%,-4%,+12%
39864,Anointed Polariser,0.199,,-2%,+11%
39865,Doomed Amplifier,0.13,,-5%,+3%
39866,Salvaged Furnace,0.105,,,+7%
39867,Watery De-limiter,0.024,,-2%,
39868,Watery Polariser,0.303,+1%,-13%,+2%
39869,Crimson Obliterator,0.211,,,+13%
39870,Polymorphous Amplifier,0.0,+1%,,
39871,Released Annihilator,0.42,+1%,-12%,+10%
39872,Glassy Gravitiser,0.211,,,+13%
39873,Released Oscillator,0.071,+1%,-4%,
39874,Doomed Dynamo,0.024,,-2%,
39875,Anomalous Injector,0.298,,,+18%
39876,Released Gravitiser,0.0,+1%,,
39877,Crimson Neutraliser,0.024,+1%,-2%,
39878,Cursed Splitter,0.083,+1%,-3%,+3%
39879,Doomed Splitter,0.1,+1%,-3%,+4%
39880,Aeronic Amplifier,0.095,+1%,-5%,
39881,Anointed Mirror,0.147,+1%,-2%,+8%
39882,Crimson Gravitiser,0.059,+1%,-2%,+3%
39883,Rescued De-limiter,0.256,+1%,-11%,+2%
39884,Anointed Furnace,0.065,+1%,-3%,+2%
39885,Forsaken Dynamo,0.088,,,+6%
39886,Aeronic Mirror,0.1,+1%,-3%,+4%
39887,Polymorphous Obliterator,0.071,,-4%,
39888,Rescued Injector,0.263,,,+16%
39889,Forsaken De-limiter,0.0,+1%,,
39890,Writhing Polariser,0.0,+1%,,
39891,Salvaged Amplifier,0.041,+1%,-2%,+2%
39892,Polymorphous Mirror,0.018,+1%,,+2%
39893,Cursed Resonator,0.024,,-2%,
39894,Writhing Boundary Hunter,0.0,+1%,,
39895,Writhing Furnace,0.024,+1%,-2%,
39896,Aeronic Resonator,0.059,+1%,-2%,+3%
39897,Doomed Atomiser,0.041,+1%,-2%,+2%
39898,Relinquished Oscillator,0.184,+1%,-8%,+2%
39899,Crimson Gravitiser,0.62,+2%,-2%,+16%
39900,Anomalous Gravitiser,0.0,+1%,,
39901,Crimson Obliterator,0.024,,-2%,
39902,Writhing Splitter,0.059,+1%,-2%,+3%
39903,Polymorphous Annihilator,0.053,,,+4%
39904,Relinquished Capacitor,0.024,,-2%,
39905,Released Accelerator,0.018,,,+2%
39906,Aeronic Oscillator,0.357,,-2%,+20%
39907,Anointed Filament,0.035,,,+3%
39908,Impossible Amplifier,0.281,,,+17%
39909,Glassy Refractor,0.024,,-2%,
39910,Relinquished Resonator,0.246,,,+15%
39911,Glassy Obliterator,0.018,,,+2%
39912,Polymorphous Filament,0.0,+1%,,
39913,Salvaged Injector,0.143,,-7%,
39914,Extinguished Filament,0.024,,-2%,
39915,Anointed Accelerator,0.167,,-8%,
39916,Crimson Accelerator,0.065,+1%,-3%,+2%
39917,Nanite-Marked Annihilator,0.929,+2%,-12%,+20%
39918,Cursed Annihilator,0.263,,,+16%
39919,Haunted Accelerator,0.1,+1%,-3%,+4%
39920,Nanite-Marked Boundary Hunter,0.298,,,+18%
39921,Relinquished Obliterator,0.018,,,+2%
39922,Aeronic Amplifier,0.048,,-3%,
39923,Non-compliant Injector,0.076,+1%,-2%,+4%
39924,Cursed Splitter,0.024,,-2%,
39925,Non-compliant Capacitor,0.0,+1%,,
39926,Writhing Oscillator,0.177,+1%,-4%,+7%
39927,Glassy Filament,0.316,,,+19%
39928,Rescued De-limiter,0.105,,,+7%
39929,Relinquished Gravitiser,0.035,,,+3%
39930,Relinquished Furnace,0.313,+1%,-9%,+8%
39931,Doomed Annihilator,0.083,+1%,-3%,+3%
39932,Haunted Mirror,0.281,+1%,,+17%
39933,Glassy Capacitor,0.252,,-2%,+14%
39934,Anointed Obliterator,0.048,,-3%,
39935,Haunted Boundary Hunter,0.119,,-6%,
39936,Salvaged Capacitor,0.048,+1%,-3%,
39937,Extinguished De-limiter,0.228,,,+14%
39938,Haunted De-limiter,0.053,,,+4%
39939,Relinquished Boundary Hunter,0.071,,-4%,
39940,Doomed Dynamo,0.083,+1%,-3%,+3%
39941,Writhing Oscillator,0.112,+1%,-2%,+6%
39942,Polymorphous De-limiter,0.095,,-5%,
39943,Non-compliant Amplifier,0.024,,-2%,
39944,Impossible Furnace,0.1,+1%,-3%,+4%
39945,Haunted Refractor,0.234,,-2%,+13%
39946,Watery Gravitiser,0.218,,-5%,+8%
39947,Anomalous Oscillator,0.0,+1%,,
39948,Cursed Mirror,0.0,+1%,,
39949,Relinquished Neutraliser,0.07,,,+5%
39950,Nanite-Marked Accelerator,0.024,+1%,-2%,
39951,Rescued Oscillator,0.048,,-3%,
39952,Salvaged Amplifier,0.0,+1%,,
39953,Forsaken Gravitiser,0.167,+1%,-8%,
39954,Released Capacitor,0.264,,-4%,+12%
39955,Glassy Mirror,0.071,,-4%,
39956,Watery Resonator,0.0,+1%,,
39957,Salvaged Refractor,0.287,,-2%,+16%
39958,Impossible De-limiter,0.07,,,+5%
39959,Relinquished Filament,0.193,,,+12%
39960,Haunted Furnace,0.34,+1%,-2%,+19%
39961,Extinguished Annihilator,0.0,+1%,,
39962,Anomalous Filament,0.14,,,+9%
39963,Released Filament,0.059,+1%,-2%,+3%
39964,Relinquished Neutraliser,0.298,,,+18%
39965,Watery De-limiter,0.228,+1%,,+14%
39966,Relinquished Furnace,0.018,,,+2%
39967,Writhing Boundary Hunter,0.018,,,+2%
39968,Anomalous Accelerator,0.0,+1%,,
39969,Forsaken Gravitiser,0.286,,-13%,
39970,Rescued Resonator,0.107,+1%,-4%,+3%
39971,Doomed Boundary Hunter,0.0,,-1%,
39972,Cursed Capacitor,0.024,+1%,-2%,
39973,Crimson Refractor,0.143,,-7%,
39974,Extinguished Capacitor,0.1,+1%,-3%,+4%
39975,Anomalous Annihilator,0.333,+1%,,+20%
39976,Extinguished Polariser,0.246,,,+15%
39977,Nanite-Marked Atomiser,0.31,,-14%,
39978,Polymorphous Amplifier,0.14,,,+9%
39979,Rescued Accelerator,0.0,+1%,,
39980,Impossible Neutraliser,0.34,+1%,-2%,+19%
39981,Crimson Resonator,0.123,,,+8%
39982,Haunted Resonator,0.0,+1%,,
39983,Salvaged Furnace,0.228,+1%,,+14%
39984,Released Gravitiser,0.024,+1%,-2%,
39985,Anomalous De-limiter,0.083,+1%,-3%,+3%
39986,Nanite-Marked Refractor,0.286,+1%,-13%,
39987,Extinguished Injector,0.07,,,+5%
39988,Impossible Polariser,0.071,,-4%,
39989,Forsaken Gravitiser,0.053,+1%,,+4%
39990,Impossible Gravitiser,0.43,+1%,-8%,+16%
39991,Forsaken Obliterator,0.024,,-2%,
39992,Doomed Furnace,0.041,+1%,-2%,+2%
39993,Relinquished Annihilator,0.0,+1%,,
39994,Cursed Boundary Hunter,0.305,+1%,-2%,+17%
39995,Anointed Atomiser,0.083,+1%,-3%,+3%
39996,Glassy Amplifier,0.07,,,+5%
39997,Anointed Splitter,0.585,+2%,-2%,+14%
39998,Salvaged Gravitiser,0.041,+1%,-2%,+2%
39999,Released Injector,0.041,+1%,-2%,+2%
40000,Impossible Polariser,0.053,,,+4%
40001,Doomed Amplifier,0.083,+1%,-3%,+3%
40002,Forsaken Mirror,0.632,+2%,,+18%
40003,Haunted Boundary Hunter,0.065,+1%,-3%,+2%
40004,Released Annihilator,0.041,,-2%,+2%
40005,Forsaken Filament,0.286,+1%,-13%,
40006,Non-compliant Capacitor,0.0,+1%,,
40007,Glassy Obliterator,0.018,,,+2%
40008,Salvaged Accelerator,0.048,,-3%,
40009,Doomed Atomiser,0.018,+1%,,+2%
40010,Extinguished Dynamo,0.024,+1%,-2%,
40011,Rescued Resonator,0.035,+1%,,+3%
40012,Polymorphous Furnace,0.024,,-2%,
40013,Doomed Filament,0.263,,,+16%
40014,Anointed Refractor,0.083,,-3%,+3%
40015,Aeronic Mirror,0.0,,-1%,
40016,Salvaged Atomiser,0.035,,,+3%
40017,Anointed Neutraliser,0.0,+1%,,
40018,Released Filament,0.303,,-13%,+2%
40019,Rescued Neutraliser,0.0,+1%,,
40020,Anointed Filament,0.19,+1%,-9%,
40021,Crimson Polariser,0.041,+1%,-2%,+2%
40022,Salvaged Atomiser,0.071,,-4%,
40023,Cursed Accelerator,0.228,,,+14%
40024,Non-compliant De-limiter,0.1,+1%,-3%,+4%
40025,Salvaged Neutraliser,0.035,,,+3%
40026,Aeronic Accelerator,0.024,,-2%,
