sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ClipSize
61488,Sunlight Injector,0.0,,+2%,
61489,Beam Battery,0.5,,,+12.0
61490,Sunlight Accelerator,0.5,+1%,,
61491,Beam Capture Cell,0.188,,+5%,
61492,Sunlight Injector,0.5,,,+12.0
61493,Ion Capture Cell,0.0,,+2%,
61494,Sunlight Excitor,0.5,+1%,,
61495,Sunlight Resonator,0.188,,+5%,
61496,Sunlight Injector,0.5,+1%,,
61497,Infrared Excitor,0.5,,,+12.0
61498,Beam Capture Cell,0.5,+1%,,
61499,Sunlight Energiser,0.5,,,+12.0
61500,Infrared Projector,0.062,,+3%,
61501,Sunlight Energiser,0.188,,+5%,
61502,Sunlight Resonator,0.5,+1%,,
61503,Ion Battery,0.0,,+2%,
61504,Ion Resonator,1.0,+1%,,+12.0
61505,Infrared Resonator,0.5,+1%,,
61506,Ion Solidifier,0.5,,,+12.0
61507,Sunlight Accelerator,1.0,+1%,,+12.0
61508,Beam Energiser,0.5,,,+12.0
61509,Beam Energiser,0.25,,+6%,
61510,Infrared Resonator,0.0,,+2%,
61511,Beam Accelerator,0.5,+1%,,
61512,Infrared Solidifier,0.5,+1%,,
61513,Sunlight Solidifier,0.5,+1%,,
61514,Ion Solidifier,0.5,,,+12.0
61515,Infrared Capture Cell,0.5,,,+12.0
61516,Ion Accelerator,1.0,+1%,,+12.0
61517,Plasma Battery,0.5,+1%,,
61518,Ion Energiser,0.625,,+4%,+12.0
61519,Sunlight Injector,0.5,,+2%,+12.0
61520,Plasma Resonator,0.0,,+2%,
61521,Infrared Solidifier,0.5,+1%,,
61522,Beam Injector,0.0,,+2%,
61523,Beam Battery,0.5,+1%,+2%,
61524,Plasma Battery,0.0,,+2%,
61525,Infrared Capture Cell,0.5,+1%,,
61526,Infrared Amplifier,0.562,+1%,+3%,
61527,Beam Energiser,0.5,+1%,,
61528,Sunlight Injector,1.0,+1%,,+12.0
61529,Beam Projector,0.188,,+5%,
61530,Plasma Energiser,0.5,+1%,,
61531,Ion Amplifier,0.5,,,+12.0
61532,Ion Projector,0.0,,+2%,
61533,Sunlight Capture Cell,0.5,+1%,,
61534,Plasma Capture Cell,0.5,,,+12.0
61535,Beam Resonator,0.5,,,+12.0
61536,Infrared Excitor,0.312,,+7%,
61537,Plasma Injector,0.5,+1%,,
61538,Ion Injector,0.5,,,+12.0
61539,Infrared Capture Cell,0.0,,+2%,
61540,Sunlight Excitor,1.0,+1%,,+12.0
61541,Sunlight Accelerator,0.5,+1%,,
61542,Plasma Energiser,0.0,,+2%,
61543,Plasma Energiser,0.5,,+2%,+12.0
61544,Sunlight Amplifier,0.5,,,+12.0
61545,Beam Projector,0.812,+1%,+7%,
61546,Sunlight Injector,0.5,,,+12.0
61547,Plasma Energiser,0.5,,,+12.0
61548,Plasma Resonator,0.5,+1%,,
61549,Beam Capture Cell,0.5,,,+12.0
61550,Sunlight Battery,0.375,,+8%,
61551,Infrared Resonator,0.5,,+2%,+12.0
61552,Beam Capture Cell,0.0,,+2%,
61553,Plasma Accelerator,0.5,+1%,,
61554,Ion Capture Cell,0.0,,+2%,
61555,Plasma Accelerator,0.188,,+5%,
61556,Infrared Resonator,0.5,+1%,,
61557,Infrared Projector,0.375,,+8%,
61558,Beam Solidifier,0.812,,+7%,+12.0
61559,Plasma Amplifier,0.188,,+5%,
61560,Ion Resonator,0.0,,+2%,
61561,Beam Accelerator,0.5,,,+12.0
61562,Sunlight Amplifier,0.5,+1%,+2%,
61563,Ion Solidifier,0.25,,+6%,
61564,Ion Accelerator,0.0,,+2%,
61565,Infrared Injector,0.0,,+2%,
61566,Infrared Projector,0.5,,,+12.0
61567,Infrared Amplifier,0.5,+1%,,
61568,Infrared Capture Cell,0.0,,+2%,
61569,Infrared Solidifier,0.062,,+3%,
61570,Plasma Projector,1.0,+1%,,+12.0
61571,Ion Amplifier,0.0,,+2%,
61572,Ion Injector,0.5,+1%,,
61573,Infrared Injector,0.5,+1%,,
61574,Plasma Battery,0.5,+1%,,
61575,Ion Resonator,0.5,+1%,,
61576,Plasma Accelerator,0.312,,+7%,
61577,Infrared Amplifier,0.5,,,+12.0
61578,Sunlight Excitor,0.5,,,+12.0
61579,Infrared Capture Cell,0.0,,+2%,
61580,Plasma Resonator,0.5,,,+12.0
61581,Infrared Excitor,0.5,,+2%,+12.0
61582,Sunlight Injector,1.0,+1%,,+12.0
61583,Ion Projector,0.5,+1%,,
61584,Beam Capture Cell,0.812,+1%,+7%,
61585,Ion Battery,0.5,,,+12.0
61586,Beam Solidifier,0.5,,,+12.0
61587,Beam Resonator,0.125,,+4%,
61588,Sunlight Excitor,0.0,,+2%,
61589,Beam Battery,0.5,,,+12.0
61590,Sunlight Solidifier,0.0,,+2%,
61591,Beam Solidifier,0.0,,+2%,
61592,Beam Capture Cell,0.0,,+2%,
61593,Sunlight Amplifier,0.0,,+2%,
61594,Ion Capture Cell,0.5,+1%,,
61595,Ion Amplifier,0.5,+1%,+2%,
61596,Ion Accelerator,0.5,+1%,,
61597,Plasma Injector,0.0,,+2%,
61598,Sunlight Energiser,0.5,,,+12.0
61599,Plasma Energiser,0.5,+1%,,
61600,Ion Solidifier,0.5,+1%,+2%,
61601,Plasma Energiser,0.5,,,+12.0
61602,Ion Projector,0.5,,,+12.0
61603,Beam Battery,0.0,,+2%,
61604,Beam Capture Cell,0.0,,+2%,
61605,Beam Accelerator,0.5,+1%,,
61606,Sunlight Excitor,0.5,+1%,,
61607,Beam Solidifier,0.5,+1%,,
61608,Beam Injector,0.5,+1%,+2%,
61609,Infrared Energiser,0.0,,+2%,
61610,Beam Excitor,0.0,,+2%,
61611,Ion Resonator,0.5,,,+12.0
61612,Plasma Projector,0.5,+1%,,
61613,Plasma Excitor,0.625,,+4%,+12.0
61614,Infrared Projector,0.5,+1%,,
61615,Plasma Resonator,0.5,,,+12.0
61616,Sunlight Capture Cell,0.5,,,+12.0
61617,Ion Solidifier,0.5,+1%,,
61618,Infrared Battery,0.5,+1%,,
61619,Infrared Accelerator,0.438,,+9%,
61620,Infrared Energiser,0.5,+1%,,
61621,Infrared Amplifier,0.5,+1%,,
61622,Plasma Excitor,0.5,,,+12.0
61623,Beam Resonator,0.5,,,+12.0
61624,Ion Amplifier,0.062,,+3%,
61625,Infrared Projector,0.5,+1%,,
61626,Ion Energiser,0.5,+1%,,
61627,Sunlight Accelerator,0.5,+1%,,
61628,Ion Injector,0.0,,+2%,
61629,Beam Amplifier,0.5,+1%,,
61630,Sunlight Battery,0.062,,+3%,
61631,Sunlight Injector,0.5,,,+12.0
61632,Plasma Energiser,0.5,+1%,,
61633,Sunlight Projector,0.5,,,+12.0
61634,Sunlight Energiser,0.5,+1%,,
61635,Beam Solidifier,0.5,,,+12.0
61636,Beam Energiser,1.0,+1%,,+12.0
61637,Beam Amplifier,0.5,,,+12.0
61638,Infrared Accelerator,0.5,+1%,,
61639,Plasma Solidifier,0.5,+1%,+2%,
61640,Ion Solidifier,0.0,,+2%,
61641,Beam Amplifier,0.5,+1%,,
61642,Ion Accelerator,0.5,,,+12.0
61643,Beam Solidifier,0.0,,+2%,
61644,Plasma Resonator,0.5,+1%,,
61645,Plasma Capture Cell,0.0,,+2%,
61646,Beam Excitor,0.5,,,+12.0
61647,Plasma Energiser,0.5,+1%,,
61648,Sunlight Capture Cell,0.5,,,+12.0
61649,Beam Resonator,0.0,,+2%,
61650,Plasma Excitor,0.5,+1%,,
61651,Plasma Battery,0.0,,+2%,
61652,Beam Solidifier,0.5,+1%,,
61653,Plasma Capture Cell,0.5,,,+12.0
61654,Sunlight Projector,0.25,,+6%,
61655,Sunlight Capture Cell,0.5,,,+12.0
61656,Sunlight Accelerator,0.5,,,+12.0
61657,Beam Solidifier,0.062,,+3%,
61658,Beam Energiser,0.5,+1%,,
61659,Sunlight Projector,0.5,+1%,,
61660,Beam Capture Cell,0.688,,+5%,+12.0
61661,Beam Battery,0.0,,+2%,
61662,Beam Projector,0.5,+1%,,
61663,Sunlight Battery,0.5,+1%,,
61664,Infrared Amplifier,0.5,,+2%,+12.0
61665,Plasma Excitor,0.5,+1%,,
61666,Plasma Injector,1.0,+1%,,+12.0
61667,Sunlight Amplifier,0.5,+1%,,
61668,Plasma Capture Cell,0.0,,+2%,
61669,Infrared Excitor,0.5,+1%,,
61670,Ion Capture Cell,0.5,+1%,,
61671,Plasma Excitor,0.5,,+2%,+12.0
61672,Ion Injector,1.0,+1%,,+12.0
61673,Ion Projector,0.5,,,+12.0
61674,Beam Excitor,0.5,+1%,,
61675,Plasma Projector,0.0,,+2%,
61676,Ion Accelerator,0.5,,,+12.0
61677,Infrared Battery,0.5,+1%,,
61678,Beam Amplifier,0.0,,+2%,
61679,Plasma Capture Cell,0.5,,,+12.0
61680,Ion Projector,0.5,,,+12.0
61681,Sunlight Accelerator,0.5,+1%,,
61682,Beam Accelerator,0.0,,+2%,
61683,Sunlight Battery,0.5,,+2%,+12.0
61684,Sunlight Resonator,0.5,,,+12.0
61685,Infrared Solidifier,0.062,,+3%,
61686,Plasma Injector,0.5,,,+12.0
61687,Ion Energiser,0.5,,,+12.0
61688,Beam Battery,0.5,+1%,,
61689,Beam Energiser,0.0,,+2%,
61690,Sunlight Amplifier,0.0,,+2%,
61691,Ion Battery,0.5,,,+12.0
61692,Ion Excitor,0.0,,+2%,
61693,Beam Energiser,0.5,+1%,,
61694,Sunlight Energiser,0.5,+1%,,
61695,Plasma Projector,0.562,+1%,+3%,
61696,Infrared Excitor,0.5,+1%,,
61697,Ion Amplifier,0.5,,,+12.0
61698,Plasma Accelerator,0.5,+1%,,
61699,Ion Solidifier,0.688,+1%,+5%,
61700,Beam Amplifier,0.5,+1%,,
61701,Infrared Capture Cell,0.0,,+2%,
61702,Ion Resonator,0.5,+1%,,
61703,Sunlight Projector,1.0,+1%,,+12.0
61704,Ion Amplifier,0.0,,+2%,
61705,Sunlight Accelerator,0.5,+1%,+2%,
61706,Sunlight Accelerator,0.5,+1%,,
61707,Plasma Resonator,0.0,,+2%,
61708,Sunlight Injector,0.5,+1%,,
61709,Plasma Solidifier,0.0,,+2%,
61710,Sunlight Solidifier,0.5,,,+12.0
61711,Sunlight Accelerator,0.75,,+6%,+12.0
61712,Sunlight Resonator,0.5,,,+12.0
61713,Beam Accelerator,0.0,,+2%,
61714,Sunlight Capture Cell,0.0,,+2%,
61715,Ion Battery,0.5,,,+12.0
61716,Ion Accelerator,0.5,,,+12.0
61717,Ion Battery,0.5,,,+12.0
61718,Plasma Battery,0.0,,+2%,
61719,Beam Battery,0.5,,,+12.0
61720,Plasma Capture Cell,0.5,+1%,,
61721,Plasma Capture Cell,0.5,,,+12.0
61722,Plasma Accelerator,0.5,,,+12.0
61723,Sunlight Solidifier,0.0,,+2%,
61724,Sunlight Accelerator,0.5,,,+12.0
61725,Infrared Amplifier,0.938,,+9%,+12.0
61726,Sunlight Projector,0.5,,+10%,
61727,Ion Excitor,0.0,,+2%,
61728,Beam Accelerator,0.5,+1%,,
61729,Beam Amplifier,0.5,+1%,,
61730,Beam Battery,0.0,,+2%,
61731,Beam Capture Cell,0.5,+1%,+2%,
61732,Sunlight Solidifier,0.5,+1%,,
61733,Ion Projector,0.5,+1%,,
61734,Sunlight Projector,0.5,,,+12.0
61735,Plasma Energiser,0.5,+1%,,
61736,Sunlight Excitor,0.0,,+2%,
61737,Infrared Resonator,0.5,,,+12.0
61738,Plasma Solidifier,0.625,,+4%,+12.0
61739,Infrared Excitor,0.5,,,+12.0
61740,Sunlight Battery,0.0,,+2%,
61741,Infrared Excitor,0.5,,+2%,+12.0
61742,Ion Projector,0.5,,+2%,+12.0
61743,Beam Capture Cell,0.0,,+2%,
61744,Infrared Capture Cell,0.5,+1%,,
61745,Beam Battery,0.5,+1%,,
61746,Infrared Accelerator,0.0,,+2%,
61747,Plasma Amplifier,0.5,,,+12.0
61748,Sunlight Resonator,0.5,,,+12.0
61749,Beam Energiser,0.5,+1%,,
61750,Infrared Battery,1.0,+1%,,+12.0
61751,Plasma Battery,1.0,+1%,,+12.0
61752,Plasma Solidifier,0.5,+1%,+2%,
61753,Sunlight Capture Cell,0.938,,+9%,+12.0
61754,Beam Excitor,0.5,+1%,,
61755,Infrared Battery,0.5,,,+12.0
61756,Ion Capture Cell,0.5,,+2%,+12.0
61757,Plasma Amplifier,0.5,+1%,,
61758,Plasma Excitor,0.5,+1%,,
61759,Infrared Injector,0.5,+1%,,
61760,Plasma Projector,0.5,,,+12.0
61761,Sunlight Injector,0.5,,+2%,+12.0
61762,Plasma Projector,0.0,,+2%,
61763,Sunlight Projector,0.5,+1%,,
61764,Ion Resonator,0.5,+1%,,
61765,Infrared Energiser,0.25,,+6%,
61766,Plasma Amplifier,0.5,+1%,,
61767,Plasma Excitor,1.0,+1%,,+12.0
61768,Ion Energiser,0.125,,+4%,
61769,Plasma Energiser,1.0,+1%,,+12.0
61770,Sunlight Resonator,0.5,+1%,,
61771,Beam Accelerator,0.5,,,+12.0
61772,Sunlight Projector,0.0,,+2%,
61773,Infrared Excitor,0.5,,,+12.0
61774,Infrared Accelerator,0.5,+1%,,
61775,Plasma Solidifier,0.562,+1%,+3%,
61776,Infrared Projector,0.5,+1%,,
61777,Ion Energiser,0.0,,+2%,
61778,Sunlight Accelerator,0.438,,+9%,
61779,Beam Resonator,0.5,+1%,,
61780,Infrared Projector,0.5,+1%,+2%,
61781,Beam Resonator,0.5,+1%,,
61782,Beam Capture Cell,0.5,+1%,,
61783,Infrared Capture Cell,0.5,+1%,+2%,
61784,Beam Accelerator,0.5,+1%,,
61785,Ion Resonator,0.0,,+2%,
61786,Sunlight Amplifier,0.5,+1%,,
61787,Ion Excitor,1.0,+1%,,+12.0
61788,Infrared Energiser,0.5,+1%,,
61789,Beam Battery,0.5,,,+12.0
61790,Sunlight Amplifier,0.5,,,+12.0
61791,Sunlight Energiser,0.5,+1%,,
61792,Beam Amplifier,0.188,,+5%,
61793,Beam Energiser,0.5,+1%,,
61794,Infrared Injector,0.5,,,+12.0
61795,Sunlight Accelerator,0.0,,+2%,
61796,Beam Injector,0.5,+1%,,
61797,Sunlight Solidifier,0.5,+1%,,
61798,Plasma Resonator,0.5,,,+12.0
61799,Sunlight Battery,0.5,+1%,,
61800,Ion Injector,0.0,,+2%,
61801,Sunlight Solidifier,0.5,,,+12.0
61802,Plasma Projector,0.0,,+2%,
61803,Ion Resonator,1.0,+1%,,+12.0
61804,Plasma Projector,1.0,+1%,,+12.0
61805,Sunlight Injector,0.5,+1%,,
61806,Infrared Resonator,0.5,,,+12.0
61807,Plasma Capture Cell,0.5,+1%,,
61808,Beam Injector,0.5,,+2%,+12.0
61809,Beam Resonator,0.5,+1%,,
61810,Infrared Capture Cell,0.0,,+2%,
61811,Sunlight Solidifier,0.5,,,+12.0
61812,Plasma Resonator,0.062,,+3%,
61813,Ion Amplifier,0.5,,,+12.0
61814,Beam Solidifier,0.0,,+2%,
61815,Sunlight Injector,0.5,,,+12.0
61816,Ion Accelerator,0.5,+1%,,
61817,Infrared Battery,0.0,,+2%,
61818,Infrared Amplifier,0.062,,+3%,
61819,Plasma Battery,0.5,,+2%,+12.0
61820,Infrared Projector,0.0,,+2%,
61821,Infrared Accelerator,0.5,+1%,,
61822,Sunlight Capture Cell,0.5,,,+12.0
61823,Beam Solidifier,0.5,+1%,,
61824,Plasma Solidifier,0.5,+1%,,
61825,Sunlight Capture Cell,0.5,,,+12.0
61826,Beam Resonator,0.5,+1%,,
61827,Sunlight Accelerator,0.0,,+2%,
61828,Infrared Excitor,0.5,+1%,,
61829,Infrared Capture Cell,0.5,+1%,,
61830,Infrared Amplifier,0.0,,+2%,
61831,Beam Battery,0.5,,+2%,+12.0
61832,Infrared Amplifier,0.0,,+2%,
61833,Ion Solidifier,1.0,+1%,,+12.0
61834,Beam Resonator,0.5,+1%,+2%,
61835,Ion Battery,0.5,,,+12.0
61836,Ion Solidifier,0.5,+1%,,
61837,Infrared Energiser,0.5,+1%,,
61838,Ion Battery,0.0,,+2%,
61839,Beam Battery,1.0,+1%,,+12.0
61840,Sunlight Capture Cell,0.5,+1%,,
61841,Beam Resonator,0.5,+1%,,
61842,Beam Energiser,0.5,,,+12.0
61843,Ion Resonator,0.5,+1%,,
61844,Plasma Resonator,1.0,+1%,,+12.0
61845,Plasma Injector,0.5,,+2%,+12.0
61846,Sunlight Battery,0.312,,+7%,
61847,Sunlight Projector,0.5,,+2%,+12.0
61848,Ion Capture Cell,1.0,+1%,,+12.0
61849,Ion Solidifier,0.5,+1%,,
61850,Ion Amplifier,0.5,+1%,,
61851,Plasma Resonator,0.0,,+2%,
61852,Beam Accelerator,0.5,,,+12.0
61853,Sunlight Injector,0.0,,+2%,
61854,Beam Excitor,0.5,,,+12.0
61855,Ion Energiser,0.0,,+2%,
61856,Sunlight Energiser,0.75,,+6%,+12.0
61857,Plasma Solidifier,0.0,,+2%,
61858,Sunlight Accelerator,0.5,,,+12.0
61859,Beam Battery,0.0,,+2%,
61860,Beam Excitor,0.5,+1%,,
61861,Ion Capture Cell,0.5,,,+12.0
61862,Beam Excitor,0.5,+1%,,
61863,Ion Battery,0.5,,,+12.0
61864,Infrared Capture Cell,0.0,,+2%,
61865,Plasma Energiser,0.5,,,+12.0
61866,Infrared Solidifier,0.5,,+2%,+12.0
61867,Beam Amplifier,0.5,+1%,,
61868,Beam Accelerator,0.5,,,+12.0
61869,Ion Injector,1.0,+1%,,+12.0
61870,Infrared Injector,0.5,+1%,,
61871,Infrared Energiser,0.0,,+2%,
61872,Infrared Projector,0.5,,,+12.0
61873,Infrared Injector,0.312,,+7%,
61874,Sunlight Accelerator,0.0,,+2%,
61875,Ion Resonator,0.5,+1%,,
61876,Sunlight Resonator,0.0,,+2%,
61877,Ion Accelerator,0.5,+1%,,
61878,Ion Resonator,0.5,+1%,,
61879,Plasma Battery,0.5,,,+12.0
61880,Beam Injector,0.0,,+2%,
61881,Infrared Solidifier,0.5,+1%,,
61882,Beam Capture Cell,0.5,+1%,+2%,
61883,Sunlight Injector,0.125,,+4%,
61884,Plasma Injector,0.5,+1%,,
61885,Plasma Amplifier,0.5,+1%,,
61886,Sunlight Excitor,0.5,,,+12.0
61887,Ion Solidifier,0.5,+1%,,
61888,Infrared Energiser,0.0,,+2%,
61889,Sunlight Injector,0.5,+1%,,
61890,Infrared Resonator,0.0,,+2%,
61891,Beam Injector,0.5,,,+12.0
61892,Ion Amplifier,0.25,,+6%,
61893,Ion Resonator,0.5,,,+12.0
61894,Ion Energiser,1.0,+1%,,+12.0
61895,Infrared Battery,0.0,,+2%,
61896,Infrared Excitor,0.5,,,+12.0
61897,Plasma Resonator,0.5,+1%,+2%,
61898,Plasma Amplifier,0.5,+1%,,
61899,Beam Amplifier,0.312,,+7%,
61900,Ion Battery,0.25,,+6%,
61901,Infrared Solidifier,0.125,,+4%,
61902,Sunlight Capture Cell,0.0,,+2%,
61903,Infrared Capture Cell,0.5,+1%,,
61904,Sunlight Excitor,0.5,,,+12.0
61905,Infrared Energiser,0.5,+1%,,
61906,Sunlight Projector,0.5,+1%,,
61907,Sunlight Excitor,0.5,,,+12.0
61908,Sunlight Resonator,0.5,+1%,,
61909,Beam Accelerator,0.5,+1%,,
61910,Sunlight Battery,0.75,+1%,+6%,
61911,Sunlight Resonator,0.5,+1%,,
61912,Sunlight Injector,0.5,,,+12.0
61913,Beam Resonator,0.5,+1%,+2%,
61914,Infrared Injector,0.0,,+2%,
61915,Ion Capture Cell,0.5,,,+12.0
61916,Sunlight Injector,1.0,+1%,,+12.0
61917,Beam Battery,0.5,,,+12.0
61918,Infrared Battery,0.5,,,+12.0
61919,Sunlight Energiser,0.5,,,+12.0
61920,Sunlight Excitor,0.5,,,+12.0
61921,Plasma Capture Cell,0.5,,,+12.0
61922,Infrared Resonator,0.5,+1%,,
61923,Beam Accelerator,0.0,,+2%,
61924,Infrared Battery,0.5,,,+12.0
61925,Ion Projector,0.0,,+2%,
61926,Infrared Energiser,1.0,+1%,,+12.0
61927,Beam Resonator,0.5,,,+12.0
61928,Infrared Accelerator,0.5,,,+12.0
61929,Sunlight Amplifier,0.5,+1%,,
61930,Ion Resonator,0.0,,+2%,
61931,Beam Accelerator,0.5,,,+12.0
61932,Beam Accelerator,0.5,+1%,,
61933,Plasma Accelerator,0.5,+1%,,
61934,Beam Resonator,0.5,,,+12.0
61935,Infrared Energiser,0.0,,+2%,
61936,Beam Accelerator,0.5,,,+12.0
61937,Plasma Energiser,0.5,+1%,+2%,
61938,Beam Accelerator,0.5,+1%,+2%,
61939,Sunlight Resonator,0.062,,+3%,
61940,Sunlight Amplifier,1.0,+1%,,+12.0
61941,Sunlight Battery,0.5,,+2%,+12.0
61942,Infrared Accelerator,0.5,+1%,,
61943,Plasma Excitor,0.5,,+2%,+12.0
61944,Ion Battery,0.5,,,+12.0
61945,Ion Capture Cell,0.5,,+10%,
61946,Infrared Resonator,0.0,,+2%,
61947,Beam Battery,0.5,,,+12.0
61948,Ion Excitor,0.5,,,+12.0
61949,Plasma Amplifier,0.5,,,+12.0
61950,Infrared Resonator,1.0,+1%,,+12.0
61951,Sunlight Solidifier,0.5,+1%,,
61952,Ion Battery,0.0,,+2%,
61953,Beam Excitor,0.0,,+2%,
61954,Sunlight Accelerator,0.0,,+2%,
61955,Infrared Excitor,0.0,,+2%,
61956,Plasma Accelerator,0.5,+1%,,
61957,Infrared Accelerator,0.188,,+5%,
61958,Beam Solidifier,1.0,+1%,,+12.0
61959,Ion Amplifier,1.0,+1%,,+12.0
61960,Sunlight Amplifier,0.5,+1%,,
61961,Ion Excitor,0.0,,+2%,
61962,Infrared Solidifier,0.5,+1%,+2%,
61963,Infrared Accelerator,0.5,,,+12.0
61964,Ion Amplifier,0.812,,+7%,+12.0
61965,Ion Battery,0.188,,+5%,
61966,Beam Resonator,0.5,+1%,,
61967,Ion Battery,0.5,,,+12.0
61968,Beam Injector,0.0,,+2%,
61969,Infrared Capture Cell,0.0,,+2%,
61970,Sunlight Solidifier,0.5,+1%,,
61971,Infrared Excitor,0.5,+1%,,
61972,Ion Accelerator,0.5,,,+12.0
61973,Plasma Capture Cell,0.0,,+2%,
61974,Sunlight Amplifier,0.5,,+2%,+12.0
61975,Beam Battery,0.0,,+2%,
61976,Infrared Energiser,0.5,,,+12.0
61977,Ion Excitor,0.5,+1%,,
61978,Ion Injector,0.5,+1%,+2%,
61979,Beam Energiser,0.5,,,+12.0
61980,Beam Accelerator,0.375,,+8%,
61981,Ion Battery,0.5,+1%,,
61982,Ion Energiser,0.5,+1%,,
61983,Beam Injector,0.5,+1%,,
61984,Beam Excitor,0.125,,+4%,
61985,Beam Amplifier,1.0,+1%,,+12.0
61986,Ion Resonator,0.5,+1%,,
61987,Sunlight Accelerator,0.5,,,+12.0
61988,Beam Projector,0.5,+1%,,
61989,Sunlight Projector,0.5,,,+12.0
61990,Infrared Accelerator,0.5,,,+12.0
61991,Beam Injector,0.5,+1%,+2%,
61992,Beam Projector,0.5,+1%,,
61993,Beam Capture Cell,0.5,,,+12.0
61994,Sunlight Battery,0.5,,,+12.0
61995,Sunlight Battery,0.0,,+2%,
61996,Plasma Projector,0.5,+1%,,
61997,Plasma Accelerator,0.5,+1%,,
61998,Sunlight Injector,0.0,,+2%,
61999,Beam Energiser,0.5,,,+12.0
62000,Ion Battery,0.5,,,+12.0
62001,Plasma Injector,0.062,,+3%,
62002,Plasma Excitor,0.5,+1%,+2%,
62003,Infrared Capture Cell,0.5,+1%,,
62004,Plasma Projector,0.5,,,+12.0
62005,Sunlight Amplifier,0.5,,,+12.0
62006,Ion Resonator,0.5,,,+12.0
62007,Plasma Battery,1.0,+1%,,+12.0
62008,Plasma Battery,0.5,,,+12.0
62009,Ion Battery,0.5,+1%,,
62010,Sunlight Energiser,0.5,,,+12.0
62011,Infrared Battery,0.5,+1%,,
62012,Ion Accelerator,0.5,+1%,+2%,
62013,Plasma Battery,0.5,,,+12.0
62014,Ion Excitor,0.562,+1%,+3%,
62015,Ion Battery,0.5,,,+12.0
62016,Infrared Injector,0.5,+1%,,
62017,Ion Amplifier,0.062,,+3%,
62018,Beam Accelerator,0.0,,+2%,
62019,Ion Injector,0.5,+1%,,
62020,Ion Accelerator,0.25,,+6%,
62021,Beam Injector,0.5,+1%,,
62022,Sunlight Energiser,0.5,,,+12.0
62023,Ion Resonator,0.0,,+2%,
62024,Beam Battery,0.0,,+2%,
62025,Sunlight Battery,0.062,,+3%,
62026,Ion Accelerator,0.5,,,+12.0
62027,Beam Resonator,0.5,+1%,,
62028,Infrared Resonator,0.5,+1%,,
62029,Ion Accelerator,0.5,+1%,,
62030,Sunlight Solidifier,0.5,+1%,+2%,
62031,Ion Accelerator,0.0,,+2%,
62032,Infrared Resonator,0.5,,,+12.0
62033,Ion Excitor,0.5,,,+12.0
62034,Beam Resonator,0.25,,+6%,
62035,Beam Accelerator,0.062,,+3%,
62036,Plasma Solidifier,0.5,,,+12.0
62037,Plasma Capture Cell,0.5,,,+12.0
62038,Beam Resonator,1.0,+1%,,+12.0
62039,Infrared Battery,0.5,,,+12.0
62040,Beam Energiser,0.562,,+3%,+12.0
62041,Ion Excitor,0.5,,,+12.0
62042,Infrared Excitor,0.0,,+2%,
62043,Ion Amplifier,0.5,+1%,,
62044,Infrared Capture Cell,0.5,+1%,,
62045,Sunlight Resonator,0.5,,+2%,+12.0
62046,Ion Excitor,0.5,,,+12.0
62047,Plasma Solidifier,0.5,,,+12.0
62048,Sunlight Resonator,0.5,,,+12.0
62049,Sunlight Battery,0.5,,,+12.0
62050,Plasma Injector,0.5,,+2%,+12.0
62051,Beam Energiser,0.5,,,+12.0
62052,Sunlight Energiser,0.0,,+2%,
62053,Infrared Excitor,0.5,+1%,,
62054,Sunlight Energiser,0.375,,+8%,
62055,Plasma Amplifier,0.125,,+4%,
62056,Infrared Accelerator,0.5,,+2%,+12.0
62057,Beam Resonator,0.5,+1%,,
62058,Beam Resonator,0.5,+1%,,
62059,Beam Resonator,0.5,,,+12.0
62060,Infrared Resonator,0.5,+1%,,
62061,Beam Excitor,0.5,+1%,,
62062,Ion Injector,0.5,,,+12.0
62063,Infrared Energiser,0.5,,+2%,+12.0
62064,Sunlight Projector,0.5,+1%,,
62065,Ion Energiser,0.5,+1%,+2%,
62066,Ion Injector,0.0,,+2%,
62067,Ion Battery,0.5,+1%,,
62068,Sunlight Resonator,0.5,+1%,,
62069,Ion Injector,0.5,,,+12.0
62070,Beam Accelerator,0.062,,+3%,
62071,Infrared Amplifier,0.5,+1%,,
62072,Infrared Capture Cell,0.0,,+2%,
62073,Beam Capture Cell,0.375,,+8%,
62074,Sunlight Resonator,0.0,,+2%,
62075,Infrared Projector,0.5,+1%,,
62076,Ion Battery,0.5,+1%,,
62077,Plasma Amplifier,0.0,,+2%,
62078,Sunlight Solidifier,0.5,+1%,,
62079,Sunlight Injector,0.312,,+7%,
62080,Ion Battery,0.875,+1%,+8%,
62081,Plasma Excitor,0.5,,,+12.0
62082,Infrared Energiser,0.5,+1%,,
62083,Sunlight Capture Cell,0.0,,+2%,
62084,Plasma Capture Cell,1.0,+1%,,+12.0
62085,Infrared Amplifier,0.0,,+2%,
62086,Sunlight Energiser,0.0,,+2%,
62087,Infrared Resonator,1.0,+1%,,+12.0
62088,Plasma Resonator,0.5,+1%,,
62089,Infrared Accelerator,0.188,,+5%,
62090,Beam Projector,0.5,,,+12.0
62091,Sunlight Solidifier,0.5,+1%,,
62092,Beam Accelerator,0.5,,,+12.0
62093,Ion Accelerator,0.5,+1%,,
62094,Sunlight Solidifier,0.5,+1%,,
62095,Plasma Capture Cell,0.375,,+8%,
