Seed	Name	Perfection	Weapon_Projectile_Damage	Weapon_Projectile_ReloadTime	Weapon_Projectile_BurstCap
43674	Gold-Plated Launch System	0.67	+1%		+1.0
43675	Reinforced Heat Pump	0.67	+1%		+1.0
43676	Reinforced Heat Pump	0.67	+1%		+1.0
43677	Gold-Plated Muzzle	0.67	+1%	-10%
43678	Gold-Plated Barrel	0.67	+1%		+1.0
43679	Gold-Plated Compression Unit	0.47	+1%	-7%
43680	Copper Heat Pump	0.8	+1%	-7%	+1.0
43681	Reinforced Barrel	0.67	+1%		+1.0
43682	Pressurised Internals	0.4	+1%	-6%
43683	Copper Compression Unit	0.73	+1%	-6%	+1.0
43684	Reinforced Internals	0.67	+1%	-10%
43685	Enhanced Barrel	0.67	+1%		+1.0
43686	Copper Shells	0.87	+1%	-8%	+1.0
43687	Gold-Plated Wiring	0.73	+1%	-6%	+1.0
43688	Gold-Plated Shells	0.67	+1%		+1.0
43689	Copper Muzzle	0.53	+1%	-8%
43690	Gold-Plated Internals	0.6	+1%	-9%
43691	Pressurised Heat Pump	0.47	+1%	-7%
43692	Reinforced Launch System	0.53	+1%	-8%
43693	Copper Wiring	0.4	+1%	-6%
43694	Copper Internals	0.6	+1%	-9%
43695	Copper Muzzle	0.4	+1%	-6%
43696	Enhanced Heat Pump	0.6	+1%	-9%
43697	Reinforced Barrel	0.93	+1%	-9%	+1.0
43698	Pressurised Wiring	0.67	+1%	-10%
43699	Pressurised Trigger	0.67	+1%		+1.0
43700	Pressurised Internals	0.67	+1%		+1.0
43701	Reinforced Internals	0.6	+1%	-9%
43702	Pressurised Launch System	0.47	+1%	-7%
43703	Pressurised Launch System	0.67	+1%		+1.0
43704	Reinforced Heat Pump	0.67	+1%		+1.0
43705	Pressurised Heat Pump	0.67	+1%		+1.0
43706	Copper Wiring	0.67	+1%	-10%
43707	Copper Launch System	0.73	+1%	-6%	+1.0
43708	Reinforced Internals	0.67	+1%		+1.0
43709	Enhanced Launch System	0.4	+1%	-6%
43710	Pressurised Shells	0.4	+1%	-6%
43711	Gold-Plated Launch System	0.67	+1%		+1.0
43712	Copper Shells	0.67	+1%		+1.0
43713	Reinforced Trigger	0.67	+1%		+1.0
43714	Enhanced Launch System	0.47	+1%	-7%
43715	Enhanced Heat Pump	0.67	+1%		+1.0
43716	Enhanced Barrel	0.4	+1%	-6%
43717	Reinforced Dynamo	0.4	+1%	-6%
43718	Gold-Plated Barrel	0.4	+1%	-6%
43719	Copper Heat Pump	0.6	+1%	-9%
43720	Reinforced Internals	0.4	+1%	-6%
43721	Copper Heat Pump	0.67	+1%		+1.0
43722	Reinforced Wiring	0.67	+1%		+1.0
43723	Copper Trigger	0.67	+1%		+1.0
43724	Enhanced Muzzle	0.53	+1%	-8%
43725	Gold-Plated Barrel	0.73	+1%	-6%	+1.0
43726	Copper Launch System	0.67	+1%	-10%
43727	Reinforced Barrel	0.4	+1%	-6%
43728	Gold-Plated Barrel	0.4	+1%	-6%
43729	Pressurised Muzzle	0.67	+1%		+1.0
43730	Enhanced Wiring	0.4	+1%	-6%
43731	Gold-Plated Internals	0.67	+1%		+1.0
43732	Enhanced Launch System	0.4	+1%	-6%
43733	Reinforced Internals	0.4	+1%	-6%
43734	Gold-Plated Barrel	0.67	+1%		+1.0
43735	Enhanced Compression Unit	0.4	+1%	-6%
43736	Reinforced Internals	0.4	+1%	-6%
43737	Gold-Plated Wiring	0.6	+1%	-9%
43738	Copper Barrel	0.67	+1%		+1.0
43739	Enhanced Barrel	0.47	+1%	-7%
43740	Copper Trigger	0.67	+1%		+1.0
43741	Enhanced Wiring	0.4	+1%	-6%
43742	Enhanced Launch System	0.67	+1%		+1.0
43743	Reinforced Launch System	0.67	+1%	-10%
43744	Copper Launch System	0.47	+1%	-7%
43745	Reinforced Trigger	0.4	+1%	-6%
43746	Reinforced Internals	0.6	+1%	-9%
43747	Pressurised Heat Pump	0.8	+1%	-7%	+1.0
43748	Pressurised Launch System	0.67	+1%		+1.0
43749	Gold-Plated Dynamo	0.6	+1%	-9%
43750	Copper Wiring	0.87	+1%	-8%	+1.0
43751	Enhanced Barrel	0.53	+1%	-8%
43752	Reinforced Heat Pump	0.53	+1%	-8%
43753	Gold-Plated Shells	0.4	+1%	-6%
43754	Gold-Plated Shells	0.73	+1%	-6%	+1.0
43755	Pressurised Muzzle	0.67	+1%		+1.0
43756	Copper Shells	0.4	+1%	-6%
43757	Gold-Plated Heat Pump	0.73	+1%	-6%	+1.0
43758	Gold-Plated Internals	0.67	+1%		+1.0
43759	Pressurised Wiring	0.93	+1%	-9%	+1.0
43760	Pressurised Barrel	0.73	+1%	-6%	+1.0
43761	Reinforced Shells	0.67	+1%		+1.0
43762	Reinforced Launch System	0.4	+1%	-6%
43763	Reinforced Launch System	0.4	+1%	-6%
43764	Gold-Plated Barrel	0.4	+1%	-6%
43765	Reinforced Barrel	0.4	+1%	-6%
43766	Pressurised Heat Pump	0.4	+1%	-6%
43767	Enhanced Dynamo	0.67	+1%		+1.0
43768	Gold-Plated Barrel	0.53	+1%	-8%
43769	Enhanced Heat Pump	0.67	+1%		+1.0
43770	Copper Barrel	0.67	+1%		+1.0
43771	Enhanced Muzzle	0.67	+1%	-10%
43772	Gold-Plated Muzzle	0.47	+1%	-7%
43773	Copper Heat Pump	0.6	+1%	-9%
43774	Reinforced Barrel	0.4	+1%	-6%
43775	Copper Dynamo	0.53	+1%	-8%
43776	Copper Trigger	0.4	+1%	-6%
43777	Copper Muzzle	0.87	+1%	-8%	+1.0
43778	Gold-Plated Launch System	0.67	+1%		+1.0
43779	Gold-Plated Compression Unit	0.4	+1%	-6%
43780	Gold-Plated Wiring	0.73	+1%	-6%	+1.0
43781	Reinforced Barrel	0.4	+1%	-6%
43782	Enhanced Trigger	0.67	+1%		+1.0
43783	Reinforced Barrel	0.8	+1%	-7%	+1.0
43784	Enhanced Trigger	0.67	+1%		+1.0
43785	Reinforced Muzzle	0.67	+1%		+1.0
43786	Pressurised Compression Unit	0.67	+1%		+1.0
43787	Copper Muzzle	0.53	+1%	-8%
43788	Pressurised Shells	0.67	+1%		+1.0
43789	Gold-Plated Heat Pump	0.67	+1%		+1.0
43790	Copper Muzzle	0.67	+1%		+1.0
43791	Pressurised Trigger	0.67	+1%		+1.0
43792	Enhanced Compression Unit	0.73	+1%	-6%	+1.0
43793	Pressurised Launch System	0.4	+1%	-6%
43794	Reinforced Trigger	0.67	+1%		+1.0
43795	Pressurised Internals	0.67	+1%		+1.0
43796	Pressurised Shells	0.47	+1%	-7%
43797	Reinforced Internals	0.87	+1%	-8%	+1.0
43798	Gold-Plated Compression Unit	0.4	+1%	-6%
43799	Enhanced Shells	0.93	+1%	-9%	+1.0
43800	Gold-Plated Barrel	0.67	+1%		+1.0
43801	Pressurised Shells	0.67	+1%		+1.0
43802	Gold-Plated Compression Unit	0.4	+1%	-6%
43803	Copper Internals	0.93	+1%	-9%	+1.0
43804	Gold-Plated Barrel	0.67	+1%		+1.0
43805	Copper Barrel	0.4	+1%	-6%
43806	Gold-Plated Heat Pump	0.53	+1%	-8%
43807	Pressurised Shells	0.67	+1%		+1.0
43808	Pressurised Barrel	0.67	+1%		+1.0
43809	Reinforced Barrel	0.67	+1%		+1.0
43810	Gold-Plated Dynamo	0.67	+1%		+1.0
43811	Pressurised Compression Unit	0.4	+1%	-6%
43812	Gold-Plated Shells	0.8	+1%	-7%	+1.0
43813	Copper Heat Pump	0.67	+1%		+1.0
43814	Enhanced Heat Pump	0.67	+1%		+1.0
43815	Gold-Plated Dynamo	0.67	+1%	-10%
43816	Reinforced Launch System	0.67	+1%		+1.0
43817	Copper Barrel	0.67	+1%		+1.0
43818	Reinforced Wiring	0.67	+1%		+1.0
43819	Reinforced Muzzle	0.4	+1%	-6%
43820	Copper Dynamo	0.53	+1%	-8%
43821	Reinforced Muzzle	0.53	+1%	-8%
43822	Pressurised Dynamo	0.87	+1%	-8%	+1.0
43823	Copper Dynamo	0.73	+1%	-6%	+1.0
43824	Gold-Plated Dynamo	0.67	+1%	-10%
43825	Enhanced Wiring	0.4	+1%	-6%
43826	Reinforced Compression Unit	0.67	+1%		+1.0
43827	Reinforced Launch System	0.67	+1%		+1.0
43828	Reinforced Launch System	0.8	+1%	-7%	+1.0
43829	Pressurised Dynamo	0.67	+1%	-10%
43830	Enhanced Compression Unit	0.67	+1%		+1.0
43831	Enhanced Compression Unit	0.67	+1%		+1.0
43832	Reinforced Compression Unit	0.4	+1%	-6%
43833	Enhanced Launch System	0.47	+1%	-7%
43834	Gold-Plated Heat Pump	0.67	+1%	-10%
43835	Gold-Plated Heat Pump	0.67	+1%		+1.0
43836	Pressurised Dynamo	1.0	+1%	-10%	+1.0
43837	Enhanced Dynamo	0.67	+1%		+1.0
43838	Reinforced Compression Unit	0.67	+1%		+1.0
43839	Gold-Plated Trigger	0.67	+1%		+1.0
43840	Enhanced Muzzle	0.67	+1%		+1.0
43841	Pressurised Trigger	0.67	+1%		+1.0
43842	Pressurised Trigger	0.53	+1%	-8%
43843	Gold-Plated Wiring	0.47	+1%	-7%
43844	Reinforced Trigger	0.47	+1%	-7%
43845	Gold-Plated Muzzle	0.4	+1%	-6%
43846	Pressurised Muzzle	0.67	+1%		+1.0
43847	Gold-Plated Shells	0.67	+1%		+1.0
43848	Enhanced Barrel	0.67	+1%		+1.0
43849	Enhanced Heat Pump	0.4	+1%	-6%
43850	Gold-Plated Compression Unit	0.67	+1%		+1.0
43851	Gold-Plated Trigger	0.8	+1%	-7%	+1.0
43852	Reinforced Launch System	0.67	+1%		+1.0
43853	Gold-Plated Internals	0.67	+1%		+1.0
43854	Enhanced Launch System	0.4	+1%	-6%
43855	Reinforced Shells	0.4	+1%	-6%
43856	Reinforced Trigger	0.67	+1%		+1.0
43857	Copper Trigger	0.67	+1%	-10%
43858	Reinforced Shells	0.67	+1%	-10%
43859	Enhanced Dynamo	0.67	+1%		+1.0
43860	Enhanced Muzzle	0.53	+1%	-8%
43861	Gold-Plated Muzzle	0.93	+1%	-9%	+1.0
43862	Reinforced Heat Pump	0.67	+1%		+1.0
43863	Pressurised Internals	0.4	+1%	-6%
43864	Pressurised Trigger	0.67	+1%		+1.0
43865	Gold-Plated Launch System	0.87	+1%	-8%	+1.0
43866	Reinforced Shells	0.67	+1%		+1.0
43867	Pressurised Launch System	0.67	+1%		+1.0
43868	Pressurised Launch System	0.67	+1%		+1.0
43869	Copper Shells	0.47	+1%	-7%
43870	Gold-Plated Barrel	0.67	+1%		+1.0
43871	Enhanced Dynamo	0.6	+1%	-9%
43872	Copper Internals	0.67	+1%		+1.0
43873	Gold-Plated Shells	0.47	+1%	-7%
43874	Gold-Plated Heat Pump	0.67	+1%		+1.0
43875	Gold-Plated Wiring	0.67	+1%		+1.0
43876	Pressurised Muzzle	0.4	+1%	-6%
43877	Reinforced Trigger	0.53	+1%	-8%
43878	Pressurised Wiring	0.67	+1%		+1.0
43879	Copper Compression Unit	0.67	+1%		+1.0
43880	Enhanced Compression Unit	0.4	+1%	-6%
43881	Gold-Plated Internals	0.67	+1%		+1.0
43882	Pressurised Shells	0.67	+1%	-10%
43883	Copper Compression Unit	0.4	+1%	-6%
43884	Enhanced Dynamo	0.47	+1%	-7%
43885	Copper Shells	0.67	+1%		+1.0
43886	Enhanced Muzzle	0.67	+1%		+1.0
43887	Enhanced Barrel	0.53	+1%	-8%
43888	Enhanced Compression Unit	0.4	+1%	-6%
43889	Gold-Plated Trigger	0.67	+1%		+1.0
43890	Enhanced Trigger	0.67	+1%		+1.0
43891	Enhanced Internals	0.47	+1%	-7%
43892	Gold-Plated Dynamo	0.67	+1%		+1.0
43893	Enhanced Wiring	0.67	+1%		+1.0
43894	Pressurised Launch System	0.4	+1%	-6%
43895	Copper Dynamo	0.67	+1%		+1.0
43896	Copper Dynamo	0.73	+1%	-6%	+1.0
43897	Gold-Plated Dynamo	0.67	+1%		+1.0
43898	Pressurised Dynamo	0.4	+1%	-6%
43899	Reinforced Compression Unit	1.0	+1%	-10%	+1.0
43900	Copper Launch System	0.53	+1%	-8%
43901	Enhanced Internals	0.4	+1%	-6%
43902	Copper Launch System	0.73	+1%	-6%	+1.0
43903	Pressurised Internals	0.67	+1%		+1.0
43904	Pressurised Wiring	0.67	+1%		+1.0
43905	Pressurised Compression Unit	0.4	+1%	-6%
43906	Copper Compression Unit	0.67	+1%		+1.0
43907	Pressurised Barrel	0.67	+1%	-10%
43908	Enhanced Barrel	0.47	+1%	-7%
43909	Reinforced Dynamo	0.67	+1%		+1.0
43910	Enhanced Launch System	0.47	+1%	-7%
43911	Gold-Plated Heat Pump	0.67	+1%		+1.0
43912	Pressurised Muzzle	0.4	+1%	-6%
43913	Pressurised Wiring	0.67	+1%		+1.0
43914	Copper Shells	0.67	+1%		+1.0
43915	Pressurised Wiring	1.0	+1%	-10%	+1.0
43916	Pressurised Barrel	0.4	+1%	-6%
43917	Pressurised Heat Pump	0.47	+1%	-7%
43918	Reinforced Shells	0.53	+1%	-8%
43919	Enhanced Barrel	0.67	+1%		+1.0
43920	Pressurised Dynamo	0.67	+1%		+1.0
43921	Reinforced Muzzle	0.93	+1%	-9%	+1.0
43922	Copper Internals	0.67	+1%		+1.0
43923	Reinforced Muzzle	0.67	+1%	-10%
43924	Enhanced Wiring	0.67	+1%		+1.0
43925	Gold-Plated Compression Unit	0.67	+1%		+1.0
43926	Gold-Plated Trigger	0.67	+1%		+1.0
43927	Copper Muzzle	0.67	+1%		+1.0
43928	Enhanced Barrel	0.4	+1%	-6%
43929	Enhanced Heat Pump	0.4	+1%	-6%
43930	Gold-Plated Dynamo	0.47	+1%	-7%
43931	Copper Compression Unit	0.73	+1%	-6%	+1.0
43932	Reinforced Compression Unit	0.67	+1%	-10%
43933	Pressurised Launch System	0.4	+1%	-6%
43934	Reinforced Muzzle	0.67	+1%		+1.0
43935	Copper Barrel	0.67	+1%		+1.0
43936	Gold-Plated Heat Pump	0.67	+1%		+1.0
43937	Pressurised Dynamo	0.4	+1%	-6%
43938	Enhanced Launch System	0.67	+1%		+1.0
43939	Gold-Plated Dynamo	0.67	+1%		+1.0
43940	Copper Dynamo	0.47	+1%	-7%
43941	Gold-Plated Shells	0.67	+1%		+1.0
43942	Enhanced Muzzle	0.4	+1%	-6%
43943	Pressurised Internals	0.47	+1%	-7%
43944	Enhanced Compression Unit	0.4	+1%	-6%
43945	Enhanced Wiring	0.67	+1%		+1.0
43946	Copper Shells	0.67	+1%		+1.0
43947	Gold-Plated Shells	0.67	+1%		+1.0
43948	Enhanced Internals	0.67	+1%		+1.0
43949	Reinforced Compression Unit	0.73	+1%	-6%	+1.0
43950	Reinforced Heat Pump	0.6	+1%	-9%
43951	Reinforced Compression Unit	0.67	+1%		+1.0
43952	Reinforced Shells	0.67	+1%		+1.0
43953	Enhanced Shells	0.53	+1%	-8%
43954	Copper Heat Pump	0.47	+1%	-7%
43955	Reinforced Heat Pump	0.67	+1%		+1.0
43956	Reinforced Wiring	0.67	+1%		+1.0
43957	Reinforced Barrel	0.4	+1%	-6%
43958	Gold-Plated Wiring	0.47	+1%	-7%
43959	Reinforced Shells	0.67	+1%		+1.0
43960	Copper Launch System	0.73	+1%	-6%	+1.0
43961	Copper Internals	0.67	+1%		+1.0
43962	Reinforced Heat Pump	0.47	+1%	-7%
43963	Copper Wiring	0.8	+1%	-7%	+1.0
43964	Gold-Plated Heat Pump	0.73	+1%	-6%	+1.0
43965	Reinforced Internals	0.4	+1%	-6%
43966	Enhanced Muzzle	0.6	+1%	-9%
43967	Pressurised Muzzle	0.73	+1%	-6%	+1.0
43968	Pressurised Launch System	0.67	+1%		+1.0
43969	Pressurised Dynamo	0.67	+1%	-10%
43970	Pressurised Launch System	0.67	+1%		+1.0
43971	Reinforced Compression Unit	0.47	+1%	-7%
43972	Enhanced Shells	0.67	+1%		+1.0
43973	Enhanced Barrel	0.4	+1%	-6%
43974	Pressurised Internals	0.4	+1%	-6%
43975	Gold-Plated Launch System	0.67	+1%	-10%
43976	Gold-Plated Muzzle	0.4	+1%	-6%
43977	Enhanced Wiring	0.6	+1%	-9%
43978	Reinforced Dynamo	0.67	+1%		+1.0
43979	Gold-Plated Trigger	0.4	+1%	-6%
43980	Enhanced Heat Pump	0.67	+1%	-10%
43981	Enhanced Compression Unit	0.67	+1%		+1.0
43982	Enhanced Trigger	0.67	+1%		+1.0
43983	Gold-Plated Wiring	0.67	+1%		+1.0
43984	Gold-Plated Heat Pump	0.67	+1%		+1.0
43985	Enhanced Wiring	0.67	+1%	-10%
43986	Enhanced Shells	0.87	+1%	-8%	+1.0
43987	Pressurised Dynamo	0.67	+1%		+1.0
43988	Enhanced Dynamo	1.0	+1%	-10%	+1.0
43989	Gold-Plated Trigger	0.67	+1%		+1.0
43990	Copper Wiring	0.6	+1%	-9%
43991	Pressurised Internals	0.4	+1%	-6%
43992	Gold-Plated Heat Pump	0.6	+1%	-9%
43993	Reinforced Wiring	0.67	+1%	-10%
43994	Gold-Plated Internals	0.53	+1%	-8%
43995	Enhanced Dynamo	0.67	+1%		+1.0
43996	Reinforced Barrel	0.67	+1%		+1.0
43997	Copper Barrel	0.93	+1%	-9%	+1.0
43998	Reinforced Shells	0.6	+1%	-9%
43999	Copper Muzzle	0.6	+1%	-9%
44000	Copper Wiring	1.0	+1%	-10%	+1.0
44001	Pressurised Shells	0.4	+1%	-6%
44002	Reinforced Heat Pump	0.4	+1%	-6%
44003	Enhanced Launch System	0.67	+1%		+1.0
44004	Pressurised Barrel	0.67	+1%		+1.0
44005	Copper Barrel	0.67	+1%		+1.0
44006	Gold-Plated Muzzle	0.67	+1%		+1.0
44007	Enhanced Wiring	1.0	+1%	-10%	+1.0
44008	Pressurised Barrel	0.67	+1%	-10%
44009	Pressurised Wiring	0.47	+1%	-7%
44010	Pressurised Internals	0.67	+1%		+1.0
44011	Copper Trigger	0.8	+1%	-7%	+1.0
44012	Gold-Plated Dynamo	0.93	+1%	-9%	+1.0
44013	Pressurised Shells	0.73	+1%	-6%	+1.0
44014	Pressurised Muzzle	0.93	+1%	-9%	+1.0
44015	Pressurised Muzzle	0.47	+1%	-7%
44016	Copper Dynamo	0.4	+1%	-6%
44017	Enhanced Launch System	0.4	+1%	-6%
44018	Copper Internals	0.6	+1%	-9%
44019	Reinforced Barrel	0.67	+1%		+1.0
44020	Gold-Plated Heat Pump	0.53	+1%	-8%
44021	Gold-Plated Trigger	0.67	+1%		+1.0
44022	Pressurised Muzzle	0.47	+1%	-7%
44023	Enhanced Trigger	0.4	+1%	-6%
44024	Gold-Plated Launch System	0.67	+1%		+1.0
44025	Pressurised Launch System	0.87	+1%	-8%	+1.0
44026	Reinforced Internals	0.67	+1%		+1.0
44027	Enhanced Barrel	0.67	+1%	-10%
44028	Reinforced Launch System	0.8	+1%	-7%	+1.0
44029	Copper Barrel	0.4	+1%	-6%
44030	Reinforced Internals	0.6	+1%	-9%
44031	Gold-Plated Internals	0.67	+1%		+1.0
44032	Enhanced Dynamo	0.67	+1%		+1.0
44033	Reinforced Muzzle	0.67	+1%		+1.0
44034	Enhanced Muzzle	0.4	+1%	-6%
44035	Copper Internals	0.67	+1%	-10%
44036	Reinforced Wiring	0.73	+1%	-6%	+1.0
44037	Copper Barrel	0.73	+1%	-6%	+1.0
44038	Reinforced Trigger	0.67	+1%		+1.0
44039	Gold-Plated Launch System	0.67	+1%		+1.0
44040	Enhanced Muzzle	0.93	+1%	-9%	+1.0
44041	Pressurised Heat Pump	0.47	+1%	-7%
44042	Enhanced Dynamo	0.47	+1%	-7%
44043	Copper Compression Unit	0.67	+1%		+1.0
44044	Copper Internals	0.67	+1%		+1.0
44045	Enhanced Dynamo	0.93	+1%	-9%	+1.0
44046	Gold-Plated Wiring	0.4	+1%	-6%
44047	Enhanced Heat Pump	0.53	+1%	-8%
44048	Reinforced Barrel	1.0	+1%	-10%	+1.0
44049	Enhanced Shells	0.67	+1%		+1.0
44050	Reinforced Launch System	0.67	+1%		+1.0
44051	Gold-Plated Dynamo	0.67	+1%		+1.0
44052	Reinforced Heat Pump	0.4	+1%	-6%
44053	Gold-Plated Launch System	0.67	+1%		+1.0
44054	Copper Compression Unit	0.47	+1%	-7%
44055	Enhanced Internals	0.67	+1%		+1.0
44056	Gold-Plated Launch System	0.67	+1%		+1.0
44057	Reinforced Internals	0.67	+1%		+1.0
44058	Gold-Plated Dynamo	0.67	+1%		+1.0
44059	Enhanced Internals	0.4	+1%	-6%
44060	Gold-Plated Barrel	0.4	+1%	-6%
44061	Pressurised Wiring	0.67	+1%		+1.0
44062	Gold-Plated Launch System	0.4	+1%	-6%
44063	Copper Shells	0.67	+1%		+1.0
44064	Gold-Plated Internals	0.67	+1%	-10%
44065	Reinforced Barrel	0.8	+1%	-7%	+1.0
44066	Reinforced Compression Unit	0.4	+1%	-6%
44067	Enhanced Dynamo	0.6	+1%	-9%
44068	Pressurised Wiring	0.87	+1%	-8%	+1.0
44069	Copper Internals	0.73	+1%	-6%	+1.0
44070	Enhanced Dynamo	0.8	+1%	-7%	+1.0
44071	Enhanced Trigger	0.73	+1%	-6%	+1.0
44072	Copper Compression Unit	0.53	+1%	-8%
44073	Reinforced Launch System	0.67	+1%		+1.0
44074	Pressurised Wiring	0.67	+1%		+1.0
44075	Reinforced Muzzle	0.67	+1%		+1.0
44076	Reinforced Compression Unit	0.4	+1%	-6%
44077	Pressurised Launch System	0.67	+1%		+1.0
44078	Pressurised Muzzle	0.67	+1%		+1.0
44079	Pressurised Internals	0.67	+1%		+1.0
44080	Gold-Plated Heat Pump	0.4	+1%	-6%
44081	Enhanced Dynamo	0.67	+1%		+1.0
44082	Reinforced Wiring	0.4	+1%	-6%
44083	Reinforced Trigger	0.67	+1%		+1.0
44084	Pressurised Dynamo	0.87	+1%	-8%	+1.0
44085	Copper Shells	0.67	+1%		+1.0
44086	Gold-Plated Muzzle	0.47	+1%	-7%
44087	Enhanced Barrel	0.67	+1%		+1.0
44088	Enhanced Shells	0.4	+1%	-6%
44089	Pressurised Trigger	0.67	+1%		+1.0
44090	Copper Trigger	0.4	+1%	-6%
44091	Gold-Plated Barrel	0.53	+1%	-8%
44092	Copper Compression Unit	0.4	+1%	-6%
44093	Gold-Plated Compression Unit	0.4	+1%	-6%
44094	Pressurised Launch System	0.67	+1%		+1.0
44095	Gold-Plated Shells	0.67	+1%		+1.0
44096	Pressurised Dynamo	0.67	+1%	-10%
44097	Copper Muzzle	0.8	+1%	-7%	+1.0
44098	Copper Launch System	0.67	+1%		+1.0
44099	Copper Heat Pump	0.93	+1%	-9%	+1.0
44100	Copper Shells	0.53	+1%	-8%
44101	Pressurised Muzzle	0.4	+1%	-6%
44102	Pressurised Shells	0.47	+1%	-7%
44103	Pressurised Launch System	0.67	+1%		+1.0
44104	Pressurised Compression Unit	0.67	+1%		+1.0
44105	Enhanced Barrel	0.67	+1%		+1.0
44106	Gold-Plated Launch System	0.87	+1%	-8%	+1.0
44107	Enhanced Launch System	0.67	+1%		+1.0
44108	Copper Internals	0.67	+1%		+1.0
44109	Gold-Plated Heat Pump	0.4	+1%	-6%
44110	Pressurised Muzzle	0.6	+1%	-9%
44111	Enhanced Barrel	0.87	+1%	-8%	+1.0
44112	Enhanced Wiring	0.67	+1%		+1.0
44113	Gold-Plated Compression Unit	0.47	+1%	-7%
44114	Enhanced Muzzle	0.4	+1%	-6%
44115	Gold-Plated Wiring	0.67	+1%		+1.0
44116	Reinforced Compression Unit	0.73	+1%	-6%	+1.0
44117	Enhanced Launch System	0.67	+1%		+1.0
44118	Reinforced Muzzle	0.67	+1%		+1.0
44119	Gold-Plated Internals	0.4	+1%	-6%
44120	Pressurised Launch System	0.47	+1%	-7%
44121	Reinforced Internals	0.4	+1%	-6%
44122	Gold-Plated Barrel	0.67	+1%	-10%
44123	Copper Compression Unit	0.4	+1%	-6%
44124	Gold-Plated Compression Unit	0.67	+1%		+1.0
44125	Pressurised Internals	0.67	+1%		+1.0
44126	Gold-Plated Trigger	0.47	+1%	-7%
44127	Gold-Plated Muzzle	0.4	+1%	-6%
44128	Gold-Plated Barrel	0.67	+1%		+1.0
44129	Gold-Plated Wiring	0.67	+1%		+1.0
44130	Reinforced Barrel	0.73	+1%	-6%	+1.0
44131	Reinforced Trigger	0.4	+1%	-6%
44132	Reinforced Trigger	0.67	+1%		+1.0
44133	Pressurised Heat Pump	0.67	+1%		+1.0
44134	Pressurised Trigger	0.67	+1%		+1.0
44135	Reinforced Compression Unit	0.67	+1%		+1.0
44136	Reinforced Internals	0.67	+1%		+1.0
44137	Copper Launch System	0.4	+1%	-6%
44138	Reinforced Heat Pump	0.67	+1%		+1.0
44139	Reinforced Dynamo	0.53	+1%	-8%
44140	Copper Launch System	0.6	+1%	-9%
44141	Copper Dynamo	0.73	+1%	-6%	+1.0
44142	Gold-Plated Launch System	0.67	+1%		+1.0
44143	Enhanced Internals	0.67	+1%		+1.0
44144	Copper Compression Unit	0.67	+1%		+1.0
44145	Gold-Plated Trigger	0.67	+1%		+1.0
44146	Gold-Plated Shells	0.47	+1%	-7%
44147	Gold-Plated Compression Unit	0.67	+1%		+1.0
44148	Pressurised Compression Unit	0.6	+1%	-9%
44149	Pressurised Shells	0.67	+1%		+1.0
44150	Enhanced Heat Pump	0.93	+1%	-9%	+1.0
44151	Enhanced Heat Pump	0.67	+1%		+1.0
44152	Reinforced Dynamo	0.67	+1%		+1.0
44153	Enhanced Dynamo	0.73	+1%	-6%	+1.0
44154	Copper Muzzle	0.4	+1%	-6%
44155	Copper Dynamo	0.67	+1%		+1.0
44156	Gold-Plated Dynamo	0.87	+1%	-8%	+1.0
44157	Copper Heat Pump	0.47	+1%	-7%
44158	Enhanced Shells	0.67	+1%		+1.0
44159	Copper Trigger	0.67	+1%		+1.0
44160	Pressurised Launch System	0.67	+1%		+1.0
44161	Enhanced Launch System	0.4	+1%	-6%
44162	Reinforced Wiring	0.4	+1%	-6%
44163	Gold-Plated Shells	0.67	+1%		+1.0
44164	Pressurised Wiring	0.67	+1%		+1.0
44165	Pressurised Internals	0.6	+1%	-9%
44166	Enhanced Dynamo	0.53	+1%	-8%
44167	Reinforced Trigger	0.53	+1%	-8%
44168	Copper Heat Pump	0.73	+1%	-6%	+1.0
44169	Enhanced Muzzle	0.4	+1%	-6%
44170	Pressurised Heat Pump	0.73	+1%	-6%	+1.0
44171	Enhanced Compression Unit	0.67	+1%		+1.0
44172	Gold-Plated Muzzle	0.4	+1%	-6%
44173	Gold-Plated Muzzle	0.4	+1%	-6%
44174	Pressurised Wiring	0.67	+1%		+1.0
44175	Pressurised Heat Pump	0.87	+1%	-8%	+1.0
44176	Copper Dynamo	0.67	+1%		+1.0
44177	Enhanced Compression Unit	0.4	+1%	-6%
44178	Enhanced Heat Pump	0.67	+1%		+1.0
44179	Gold-Plated Trigger	0.73	+1%	-6%	+1.0
44180	Pressurised Wiring	0.47	+1%	-7%
44181	Copper Launch System	0.8	+1%	-7%	+1.0
44182	Pressurised Shells	0.73	+1%	-6%	+1.0
44183	Enhanced Compression Unit	0.67	+1%		+1.0
44184	Copper Compression Unit	0.93	+1%	-9%	+1.0
44185	Gold-Plated Shells	0.67	+1%		+1.0
44186	Reinforced Shells	0.67	+1%		+1.0
44187	Enhanced Shells	0.67	+1%		+1.0
44188	Enhanced Trigger	0.4	+1%	-6%
44189	Gold-Plated Muzzle	0.67	+1%	-10%
44190	Gold-Plated Compression Unit	0.67	+1%		+1.0
44191	Copper Muzzle	0.67	+1%		+1.0
44192	Gold-Plated Trigger	0.67	+1%		+1.0
44193	Copper Compression Unit	0.47	+1%	-7%
44194	Reinforced Muzzle	0.67	+1%		+1.0
44195	Enhanced Muzzle	0.4	+1%	-6%
