sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ReloadTime,Weapon_Projectile_ClipSize
52997,Flow Resonator,0.519,,+6%,-2%,+12.0
52998,Atomic Projector,0.333,,,-2%,+12.0
52999,Waveform Excitor,0.333,+1%,,,+12.0
53000,Atomic Resonator,0.481,,+5%,,+12.0
53001,Surge Capture Cell,0.37,,+2%,-2%,+12.0
53002,Flow Excitor,0.037,+1%,+2%,,
53003,Waveform Accelerator,0.037,+1%,+2%,,
53004,Atomic Injector,0.0,+1%,,-2%,
53005,Overloaded Injector,0.042,+1%,,-3%,
53006,Overloaded Injector,0.0,+1%,,-2%,
53007,Surge Amplifier,0.037,,+2%,-2%,
53008,Flow Solidifier,0.037,,+2%,-2%,
53009,Overloaded Injector,0.37,,+2%,,+12.0
53010,Waveform Accelerator,0.407,,+3%,,+12.0
53011,Surge Excitor,0.37,+1%,+2%,,+12.0
53012,Surge Projector,0.12,,+2%,-4%,
53013,Overloaded Energiser,0.63,,+9%,-2%,+12.0
53014,Flow Accelerator,0.0,+1%,,-2%,
53015,Waveform Accelerator,0.653,,+4%,-7%,+12.0
53016,Flow Solidifier,0.37,+1%,+2%,,+12.0
53017,Waveform Energiser,0.333,+1%,,-2%,+12.0
53018,Atomic Projector,0.37,,+2%,-2%,+12.0
53019,Waveform Injector,0.0,+1%,,-2%,
53020,Surge Accelerator,0.037,,+2%,-2%,
53021,Flow Accelerator,0.667,+2%,,,+12.0
53022,Atomic Projector,0.37,+1%,+2%,,+12.0
53023,Atomic Projector,0.333,,,-2%,+12.0
53024,Atomic Projector,0.37,,+2%,,+12.0
53025,Overloaded Solidifier,0.333,,,-2%,+12.0
53026,Surge Battery,0.333,+1%,,-2%,+12.0
53027,Overloaded Resonator,0.333,,+10%,-2%,
53028,Overloaded Amplifier,0.0,+1%,,-2%,
53029,Atomic Amplifier,0.333,,+10%,-2%,
53030,Waveform Solidifier,0.333,,,-2%,+12.0
53031,Atomic Energiser,0.333,+1%,,,+12.0
53032,Flow Resonator,0.37,+1%,+2%,,+12.0
53033,Atomic Projector,0.333,,,-2%,+12.0
53034,Surge Resonator,0.074,+1%,+3%,,
53035,Flow Amplifier,0.417,,,-4%,+12.0
53036,Atomic Solidifier,0.37,,+2%,,+12.0
53037,Flow Excitor,0.222,+1%,+7%,,
53038,Flow Accelerator,0.0,+1%,,-2%,
53039,Atomic Projector,0.37,+1%,+2%,,+12.0
53040,Overloaded Energiser,0.333,,,-2%,+12.0
53041,Waveform Accelerator,0.375,,,-3%,+12.0
53042,Overloaded Excitor,0.458,,,-5%,+12.0
53043,Surge Resonator,0.333,+1%,,,+12.0
53044,Overloaded Excitor,0.333,+1%,+10%,,
53045,Flow Projector,0.333,+1%,,-2%,+12.0
53046,Surge Excitor,0.593,,+8%,,+12.0
53047,Overloaded Projector,0.111,+1%,+4%,-2%,
53048,Overloaded Projector,0.481,,+5%,,+12.0
53049,Atomic Resonator,0.333,,,-2%,+12.0
53050,Flow Battery,0.259,,+8%,-2%,
53051,Atomic Accelerator,0.111,+1%,+4%,,
53052,Flow Injector,0.625,+2%,,-9%,
53053,Flow Solidifier,0.037,+1%,+2%,,
53054,Surge Accelerator,0.37,,+2%,,+12.0
53055,Waveform Amplifier,0.12,+1%,+2%,-4%,
53056,Overloaded Resonator,0.0,+1%,,-2%,
53057,Flow Excitor,0.37,,+2%,-2%,+12.0
53058,Flow Injector,0.333,,,-2%,+12.0
53059,Atomic Battery,0.583,+1%,,-8%,+12.0
53060,Waveform Solidifier,0.37,,+2%,-2%,+12.0
53061,Surge Capture Cell,0.444,,+4%,,+12.0
53062,Atomic Excitor,0.042,+1%,,-3%,
53063,Flow Solidifier,0.375,,,-3%,+12.0
53064,Surge Solidifier,0.333,,,-2%,+12.0
53065,Atomic Resonator,0.083,+1%,,-4%,
53066,Waveform Amplifier,0.333,+1%,,,+12.0
53067,Atomic Battery,0.333,+1%,,,+12.0
53068,Surge Battery,0.37,,+2%,,+12.0
53069,Surge Resonator,0.5,,,-6%,+12.0
53070,Overloaded Energiser,0.037,+1%,+2%,,
53071,Surge Resonator,0.037,+1%,+2%,,
53072,Waveform Accelerator,0.37,+1%,+2%,,+12.0
53073,Surge Accelerator,0.185,,+6%,-2%,
53074,Flow Accelerator,0.333,+1%,,,+12.0
53075,Atomic Excitor,0.333,+1%,,,+12.0
53076,Flow Projector,0.37,,+2%,,+12.0
53077,Surge Accelerator,0.037,,+2%,-2%,
53078,Overloaded Energiser,0.333,+1%,,,+12.0
53079,Overloaded Projector,0.333,+1%,,,+12.0
53080,Waveform Battery,0.852,+2%,+6%,,+12.0
53081,Atomic Projector,0.333,,,-2%,+12.0
53082,Surge Battery,0.12,+1%,+2%,-4%,
53083,Waveform Resonator,0.37,,+2%,-2%,+12.0
53084,Flow Injector,0.0,+1%,,-2%,
53085,Flow Resonator,0.037,+1%,+2%,,
53086,Overloaded Energiser,0.0,+1%,,-2%,
53087,Surge Amplifier,0.037,,+2%,-2%,
53088,Overloaded Capture Cell,0.148,+1%,+5%,,
53089,Atomic Resonator,0.37,,+2%,,+12.0
53090,Overloaded Capture Cell,0.333,+1%,,,+12.0
53091,Waveform Projector,0.111,+1%,+4%,,
53092,Overloaded Injector,0.333,,,-2%,+12.0
53093,Overloaded Injector,0.333,+1%,,,+12.0
53094,Flow Amplifier,0.037,+1%,+2%,,
53095,Flow Projector,0.37,,+2%,-2%,+12.0
53096,Waveform Capture Cell,0.519,+1%,+6%,,+12.0
53097,Surge Resonator,0.148,+1%,+5%,,
53098,Atomic Injector,0.37,,+2%,,+12.0
53099,Surge Capture Cell,0.519,,+6%,,+12.0
53100,Overloaded Accelerator,0.037,+1%,+2%,,
53101,Surge Resonator,0.0,+1%,,-2%,
53102,Waveform Injector,0.667,,+10%,,+12.0
53103,Flow Capture Cell,0.042,+1%,,-3%,
53104,Flow Solidifier,0.407,,+3%,,+12.0
53105,Overloaded Energiser,0.222,+1%,+7%,,
53106,Waveform Amplifier,0.037,,+2%,-2%,
53107,Atomic Resonator,0.333,+1%,,,+12.0
53108,Overloaded Accelerator,0.333,,,-2%,+12.0
53109,Surge Resonator,0.037,+1%,+2%,,
53110,Waveform Injector,0.037,+1%,+2%,,
53111,Overloaded Injector,0.333,+1%,,,+12.0
53112,Atomic Battery,0.0,+1%,,-2%,
53113,Waveform Energiser,0.0,+1%,,-2%,
53114,Surge Capture Cell,0.37,+1%,+2%,,+12.0
53115,Atomic Capture Cell,0.333,,,-2%,+12.0
53116,Surge Energiser,0.333,+1%,,,+12.0
53117,Overloaded Amplifier,0.333,,,-2%,+12.0
53118,Surge Energiser,0.111,,+4%,-2%,
53119,Flow Solidifier,0.583,,,-8%,+12.0
53120,Surge Injector,0.333,+1%,,,+12.0
53121,Overloaded Resonator,0.333,+1%,,,+12.0
53122,Overloaded Battery,0.037,,+2%,-2%,
53123,Surge Solidifier,0.037,+1%,+2%,,
53124,Atomic Projector,0.0,+1%,,-2%,
53125,Overloaded Excitor,0.111,+1%,+4%,,
53126,Flow Resonator,0.593,,+8%,-2%,+12.0
53127,Waveform Amplifier,0.333,+1%,,,+12.0
53128,Atomic Resonator,0.333,,,-2%,+12.0
53129,Waveform Resonator,0.403,,+4%,-9%,
53130,Overloaded Projector,0.37,+1%,+2%,,+12.0
53131,Overloaded Battery,0.333,+1%,,,+12.0
53132,Flow Capture Cell,0.333,+1%,,-2%,+12.0
53133,Waveform Solidifier,0.0,+1%,,-2%,
53134,Atomic Amplifier,0.0,+1%,,-2%,
53135,Waveform Excitor,0.333,,+10%,-2%,
53136,Flow Solidifier,0.148,,+5%,-2%,
53137,Atomic Accelerator,0.333,+1%,,,+12.0
53138,Flow Battery,0.519,+1%,+6%,,+12.0
53139,Flow Energiser,0.417,,,-4%,+12.0
53140,Surge Injector,0.375,,,-3%,+12.0
53141,Atomic Accelerator,0.0,+1%,,-2%,
53142,Overloaded Amplifier,0.37,,+2%,,+12.0
53143,Surge Amplifier,0.333,+1%,,,+12.0
53144,Waveform Solidifier,0.417,,,-4%,+12.0
53145,Overloaded Solidifier,0.125,+1%,,-5%,
53146,Flow Excitor,0.333,+1%,,,+12.0
53147,Overloaded Injector,0.148,+1%,+5%,-2%,
53148,Surge Accelerator,0.333,,+1%,,+12.0
53149,Waveform Projector,0.333,,,-2%,+12.0
53150,Atomic Accelerator,0.333,+1%,,,+12.0
53151,Overloaded Resonator,0.333,+2%,,-2%,
53152,Surge Injector,0.037,+1%,+2%,,
53153,Surge Amplifier,0.037,+1%,+2%,,
53154,Surge Accelerator,0.204,,+2%,-6%,
53155,Flow Excitor,0.37,,+2%,,+12.0
53156,Overloaded Amplifier,0.444,,+4%,,+12.0
53157,Waveform Excitor,0.037,+1%,+2%,,
53158,Atomic Solidifier,0.0,+1%,,-2%,
53159,Atomic Accelerator,0.333,+1%,+1%,,+12.0
53160,Surge Projector,0.37,,+2%,,+12.0
53161,Overloaded Injector,0.333,+1%,,,+12.0
53162,Flow Amplifier,0.083,+1%,,-4%,
53163,Surge Projector,0.111,+1%,+4%,-2%,
53164,Atomic Battery,0.037,,+2%,-2%,
53165,Surge Capture Cell,0.375,,,-3%,+12.0
53166,Surge Resonator,0.556,,+7%,,+12.0
53167,Surge Battery,0.37,,+2%,,+12.0
53168,Waveform Accelerator,0.333,+1%,,-2%,+12.0
53169,Flow Capture Cell,0.333,+1%,,,+12.0
53170,Atomic Capture Cell,0.556,+1%,+7%,,+12.0
53171,Atomic Resonator,0.333,+1%,,,+12.0
53172,Waveform Excitor,0.333,+1%,,,+12.0
53173,Overloaded Capture Cell,0.074,+1%,+3%,,
53174,Atomic Amplifier,0.259,+1%,+8%,-2%,
53175,Surge Projector,0.037,,+2%,-2%,
53176,Overloaded Excitor,0.667,,,-10%,+12.0
53177,Surge Projector,0.333,+1%,,,+12.0
53178,Surge Amplifier,0.0,+1%,,-2%,
53179,Surge Solidifier,0.458,,,-5%,+12.0
53180,Waveform Excitor,0.333,,,-2%,+12.0
53181,Waveform Excitor,0.333,+1%,,,+12.0
53182,Overloaded Amplifier,0.204,,+2%,-6%,
53183,Waveform Energiser,0.0,+1%,,-2%,
53184,Flow Resonator,0.333,+1%,,,+12.0
53185,Waveform Solidifier,0.333,+1%,,-2%,+12.0
53186,Surge Excitor,0.037,,+2%,-2%,
53187,Atomic Capture Cell,0.593,,+8%,,+12.0
53188,Overloaded Battery,0.0,+1%,,-2%,
53189,Overloaded Injector,0.042,+1%,,-3%,
53190,Atomic Energiser,0.333,,,-2%,+12.0
53191,Atomic Accelerator,0.037,+1%,+2%,,
53192,Overloaded Amplifier,0.037,+1%,+2%,,
53193,Waveform Capture Cell,0.037,,+2%,-2%,
53194,Waveform Energiser,0.074,+1%,+3%,,
53195,Overloaded Resonator,0.333,,,-2%,+12.0
53196,Overloaded Accelerator,0.074,,+3%,-2%,
53197,Surge Accelerator,0.375,,,-3%,+12.0
53198,Overloaded Battery,0.185,+1%,+6%,,
53199,Surge Resonator,0.333,+1%,,,+12.0
53200,Flow Solidifier,0.074,+1%,+3%,,
53201,Overloaded Accelerator,0.333,+1%,,,+12.0
53202,Surge Projector,0.352,,+6%,-6%,
53203,Surge Energiser,0.37,,+2%,,+12.0
53204,Atomic Projector,0.333,+1%,,,+12.0
53205,Atomic Injector,0.444,+1%,+4%,,+12.0
53206,Surge Solidifier,0.519,,+6%,,+12.0
53207,Flow Solidifier,0.037,+1%,+2%,,
53208,Atomic Energiser,0.296,+1%,+9%,,
53209,Flow Excitor,0.0,+1%,,-2%,
53210,Waveform Excitor,0.0,+1%,,-2%,
53211,Atomic Projector,0.259,,+8%,-2%,
53212,Waveform Energiser,0.037,+1%,+2%,,
53213,Atomic Resonator,0.074,,+3%,-2%,
53214,Overloaded Excitor,0.333,,,-2%,+12.0
53215,Waveform Energiser,0.111,+1%,+4%,,
53216,Overloaded Capture Cell,0.083,+1%,,-4%,
53217,Overloaded Projector,0.593,+1%,+8%,,+12.0
53218,Overloaded Injector,0.333,+1%,,,+12.0
53219,Overloaded Accelerator,0.0,+1%,,-2%,
53220,Flow Energiser,0.083,+1%,,-4%,
53221,Waveform Accelerator,0.319,,+4%,-7%,
53222,Flow Accelerator,0.287,,+2%,-8%,
53223,Flow Solidifier,0.333,,,-2%,+12.0
53224,Atomic Capture Cell,0.333,+1%,,,+12.0
53225,Overloaded Battery,0.19,+1%,+5%,-3%,
53226,Atomic Amplifier,0.375,+1%,,-3%,+12.0
53227,Overloaded Accelerator,0.037,+1%,+2%,,
53228,Flow Excitor,0.0,+1%,,-2%,
53229,Flow Excitor,0.37,,+2%,,+12.0
53230,Surge Battery,0.532,,+3%,-5%,+12.0
53231,Flow Resonator,0.037,,+2%,-2%,
53232,Surge Injector,0.111,,+4%,-2%,
53233,Flow Excitor,0.037,+1%,+2%,-2%,
53234,Atomic Energiser,0.0,+1%,,-2%,
53235,Overloaded Amplifier,0.333,+1%,,,+12.0
53236,Waveform Amplifier,0.0,,+1%,-2%,
53237,Atomic Energiser,0.037,+1%,+2%,-2%,
53238,Atomic Projector,0.079,+1%,+2%,-3%,
53239,Flow Projector,0.333,+1%,,,+12.0
53240,Waveform Capture Cell,0.333,,,-2%,+12.0
53241,Atomic Energiser,0.037,,+2%,-2%,
53242,Surge Injector,0.333,,,-2%,+12.0
53243,Atomic Resonator,0.583,,,-8%,+12.0
53244,Flow Resonator,0.333,,,-2%,+12.0
53245,Waveform Battery,0.333,,,-2%,+12.0
53246,Surge Excitor,0.037,+1%,+2%,,
53247,Surge Resonator,0.269,,+6%,-4%,
53248,Waveform Accelerator,0.63,,+9%,,+12.0
53249,Overloaded Solidifier,0.074,+1%,+3%,,
53250,Atomic Accelerator,0.333,+1%,,-2%,+12.0
53251,Surge Capture Cell,0.079,,+2%,-3%,
53252,Overloaded Injector,0.074,,+3%,-2%,
53253,Surge Energiser,0.333,+1%,,,+12.0
53254,Atomic Battery,0.074,+1%,+3%,,
53255,Atomic Battery,0.37,,+2%,,+12.0
53256,Atomic Excitor,0.333,+1%,,-2%,+12.0
53257,Flow Capture Cell,0.333,,,-2%,+12.0
53258,Atomic Injector,0.37,+1%,+2%,,+12.0
53259,Surge Injector,0.333,,,-2%,+12.0
53260,Atomic Capture Cell,0.042,+1%,,-3%,
53261,Waveform Resonator,0.037,,+2%,-2%,
53262,Surge Excitor,0.417,,,-4%,+12.0
53263,Flow Energiser,0.037,+1%,+2%,,
53264,Overloaded Battery,0.333,+1%,,,+12.0
53265,Waveform Projector,0.667,+2%,,,+12.0
53266,Flow Injector,0.556,+1%,+7%,,+12.0
53267,Atomic Excitor,0.333,,,-2%,+12.0
53268,Surge Capture Cell,0.667,+2%,,-10%,
53269,Waveform Amplifier,0.333,+1%,,,+12.0
53270,Atomic Solidifier,0.037,,+2%,-2%,
53271,Overloaded Projector,0.083,+1%,,-4%,
53272,Flow Accelerator,0.333,+1%,,,+12.0
53273,Overloaded Resonator,0.037,,+2%,-2%,
53274,Flow Projector,0.0,+1%,,-2%,
53275,Flow Accelerator,0.0,+1%,,-2%,
53276,Overloaded Amplifier,0.037,,+2%,-2%,
53277,Overloaded Excitor,0.333,,,-2%,+12.0
53278,Waveform Injector,0.037,+1%,+2%,,
53279,Overloaded Energiser,0.37,,+2%,,+12.0
53280,Atomic Solidifier,0.042,+1%,,-3%,
53281,Waveform Capture Cell,0.204,,+2%,-6%,
53282,Flow Battery,0.037,+1%,+2%,,
53283,Atomic Battery,0.37,+1%,+2%,,+12.0
53284,Waveform Amplifier,0.444,,+4%,,+12.0
53285,Waveform Amplifier,0.333,+1%,,,+12.0
53286,Atomic Accelerator,0.111,+1%,+4%,,
53287,Atomic Battery,0.375,,,-3%,+12.0
53288,Surge Accelerator,0.333,,,-2%,+12.0
53289,Waveform Projector,0.037,+1%,+2%,,
53290,Atomic Capture Cell,0.37,,+2%,,+12.0
53291,Atomic Solidifier,0.0,+1%,,-2%,
53292,Flow Capture Cell,0.037,+1%,+2%,,
53293,Surge Capture Cell,0.583,,,-8%,+12.0
53294,Waveform Resonator,0.037,+1%,+2%,-2%,
53295,Surge Amplifier,0.037,,+2%,-2%,
53296,Surge Injector,0.0,+1%,,-2%,
53297,Waveform Energiser,0.333,,,-2%,+12.0
53298,Overloaded Solidifier,0.37,,+2%,,+12.0
53299,Waveform Injector,0.37,+1%,+2%,,+12.0
53300,Atomic Injector,0.333,+1%,,,+12.0
53301,Overloaded Energiser,0.037,+1%,+2%,,
53302,Overloaded Excitor,0.333,+1%,,,+12.0
53303,Atomic Injector,0.333,,,-2%,+12.0
53304,Waveform Projector,0.458,,,-5%,+12.0
53305,Flow Accelerator,0.167,+1%,,-6%,
53306,Surge Capture Cell,0.412,,+2%,-3%,+12.0
53307,Flow Amplifier,0.333,,,-2%,+12.0
53308,Flow Excitor,0.333,+1%,,,+12.0
53309,Overloaded Amplifier,0.037,+1%,+2%,,
53310,Waveform Energiser,0.37,,+2%,,+12.0
53311,Surge Energiser,0.042,+1%,,-3%,
53312,Overloaded Injector,0.083,+1%,,-4%,
53313,Overloaded Solidifier,0.0,+1%,,-2%,
53314,Waveform Energiser,0.0,+1%,,-2%,
53315,Overloaded Excitor,0.37,+1%,+2%,,+12.0
53316,Atomic Amplifier,0.273,,+5%,-5%,
53317,Atomic Projector,0.37,,+2%,,+12.0
53318,Atomic Projector,0.37,,+2%,-2%,+12.0
53319,Waveform Amplifier,0.185,,+6%,-2%,
53320,Waveform Battery,0.333,+1%,,-2%,+12.0
53321,Atomic Amplifier,0.333,,,-2%,+12.0
53322,Waveform Injector,0.458,,,-5%,+12.0
53323,Overloaded Excitor,0.333,+1%,,,+12.0
53324,Surge Resonator,0.333,,,-2%,+12.0
53325,Waveform Injector,0.037,,+2%,-2%,
53326,Atomic Amplifier,0.111,+1%,+4%,,
53327,Overloaded Projector,0.074,,+3%,-2%,
53328,Atomic Amplifier,0.593,+1%,+8%,,+12.0
53329,Surge Capture Cell,0.556,,+7%,,+12.0
53330,Surge Resonator,0.375,,,-3%,+12.0
53331,Overloaded Injector,0.333,+1%,,,+12.0
53332,Waveform Solidifier,0.231,+1%,+5%,-4%,
53333,Atomic Capture Cell,0.333,+1%,,,+12.0
53334,Flow Energiser,0.37,,+2%,,+12.0
53335,Flow Solidifier,0.0,+1%,,-2%,
53336,Flow Resonator,0.333,+1%,,,+12.0
53337,Atomic Capture Cell,0.593,,+8%,,+12.0
53338,Overloaded Capture Cell,0.454,,+2%,-4%,+12.0
53339,Overloaded Energiser,0.0,+1%,,-2%,
53340,Flow Amplifier,0.111,+1%,+4%,,
53341,Surge Projector,0.042,+1%,,-3%,
53342,Overloaded Resonator,0.0,+1%,,-2%,
53343,Waveform Battery,0.296,+1%,+9%,,
53344,Flow Amplifier,0.287,+1%,+2%,-8%,
53345,Flow Excitor,0.222,+1%,+7%,,
53346,Overloaded Battery,0.333,,,-2%,+12.0
53347,Atomic Projector,0.037,+1%,+2%,,
53348,Waveform Injector,0.333,+1%,,,+12.0
53349,Flow Accelerator,0.12,,+2%,-4%,
53350,Flow Injector,0.153,+1%,+4%,-3%,
53351,Atomic Projector,0.222,,+7%,-2%,
53352,Waveform Amplifier,0.458,,,-5%,+12.0
53353,Waveform Excitor,0.0,+1%,,-2%,
53354,Surge Resonator,0.444,,+4%,,+12.0
53355,Flow Resonator,0.333,+1%,,,+12.0
53356,Flow Injector,0.333,,,-2%,+12.0
53357,Surge Accelerator,0.375,,,-3%,+12.0
53358,Overloaded Solidifier,0.079,,+2%,-3%,
53359,Atomic Energiser,0.037,,+2%,-2%,
53360,Overloaded Projector,0.0,+1%,,-2%,
53361,Overloaded Excitor,0.444,,+4%,,+12.0
53362,Atomic Solidifier,0.5,,,-6%,+12.0
53363,Overloaded Solidifier,0.375,,,-3%,+12.0
53364,Atomic Battery,0.63,+1%,+9%,,+12.0
53365,Atomic Energiser,0.37,,+2%,,+12.0
53366,Overloaded Resonator,0.074,+1%,+3%,,
53367,Atomic Accelerator,0.333,+1%,,,+12.0
53368,Atomic Accelerator,0.333,+1%,,,+12.0
53369,Flow Amplifier,0.079,,+2%,-3%,
53370,Surge Energiser,0.083,+1%,,-4%,
53371,Flow Injector,0.407,,+3%,,+12.0
53372,Flow Injector,0.333,,,-2%,+12.0
53373,Surge Capture Cell,0.519,,+6%,,+12.0
53374,Overloaded Solidifier,0.0,+1%,,-2%,
53375,Surge Solidifier,0.0,,+1%,-2%,
53376,Waveform Energiser,0.037,+1%,+2%,,
53377,Atomic Resonator,0.333,+1%,,,+12.0
53378,Overloaded Energiser,0.333,,,-2%,+12.0
53379,Atomic Accelerator,0.042,+1%,,-3%,
53380,Surge Amplifier,0.074,+1%,+3%,,
53381,Flow Amplifier,0.074,,+3%,-2%,
53382,Surge Energiser,0.37,,+2%,,+12.0
53383,Waveform Excitor,0.037,+1%,+2%,,
53384,Waveform Accelerator,0.333,,,-2%,+12.0
53385,Atomic Accelerator,0.222,+1%,+7%,,
53386,Atomic Capture Cell,0.333,+1%,,,+12.0
53387,Surge Energiser,0.519,,+6%,,+12.0
53388,Atomic Solidifier,0.417,,,-4%,+12.0
53389,Atomic Amplifier,0.37,,+2%,,+12.0
53390,Surge Battery,0.037,+1%,+2%,,
53391,Waveform Capture Cell,0.0,+1%,,-2%,
53392,Atomic Accelerator,0.667,,+10%,-2%,+12.0
53393,Waveform Injector,0.556,,+7%,,+12.0
53394,Flow Amplifier,0.37,,+2%,,+12.0
53395,Flow Resonator,0.37,+1%,+2%,,+12.0
53396,Overloaded Accelerator,0.037,,+2%,-2%,
53397,Atomic Energiser,0.333,+1%,,,+12.0
53398,Overloaded Resonator,0.185,+1%,+6%,,
53399,Surge Accelerator,0.37,,+2%,,+12.0
53400,Flow Amplifier,0.514,,+7%,-9%,
53401,Atomic Resonator,0.037,,+2%,-2%,
53402,Flow Capture Cell,0.074,+1%,+3%,-2%,
53403,Flow Solidifier,0.167,+1%,,-6%,
53404,Overloaded Accelerator,0.111,,+4%,-2%,
53405,Waveform Excitor,0.444,,+4%,,+12.0
53406,Flow Capture Cell,0.333,+1%,,,+12.0
53407,Flow Excitor,0.37,,+2%,,+12.0
53408,Overloaded Energiser,0.0,+1%,,-2%,
53409,Flow Capture Cell,0.556,,+7%,,+12.0
53410,Flow Projector,0.125,+1%,,-5%,
53411,Flow Resonator,0.333,+1%,,,+12.0
53412,Atomic Energiser,0.037,+1%,+2%,,
53413,Overloaded Accelerator,0.593,,+8%,,+12.0
53414,Overloaded Energiser,0.333,+1%,,,+12.0
53415,Waveform Energiser,0.375,,,-3%,+12.0
53416,Atomic Injector,0.37,,+2%,,+12.0
53417,Flow Battery,0.407,,+3%,,+12.0
53418,Atomic Capture Cell,0.037,,+2%,-2%,
53419,Flow Energiser,0.037,+1%,+2%,,
53420,Flow Accelerator,0.481,+1%,+5%,,+12.0
53421,Waveform Resonator,0.329,,+2%,-9%,
53422,Surge Resonator,0.417,,,-4%,+12.0
53423,Flow Accelerator,0.037,+1%,+2%,-2%,
53424,Surge Energiser,0.333,,,-2%,+12.0
53425,Flow Amplifier,0.417,,,-4%,+12.0
53426,Atomic Energiser,0.333,,+10%,-2%,
53427,Flow Solidifier,0.167,+1%,,-6%,
53428,Waveform Solidifier,0.588,,+9%,-9%,
53429,Surge Injector,0.037,,+2%,-2%,
53430,Overloaded Solidifier,0.333,+1%,,-2%,+12.0
53431,Overloaded Capture Cell,0.333,+1%,,,+12.0
53432,Waveform Excitor,0.741,+2%,+3%,,+12.0
53433,Flow Solidifier,0.074,+1%,+3%,,
53434,Waveform Amplifier,0.333,+1%,,,+12.0
53435,Atomic Amplifier,0.287,,+2%,-8%,
53436,Overloaded Accelerator,0.384,,+8%,-5%,
53437,Flow Capture Cell,0.037,+1%,+2%,-2%,
53438,Atomic Accelerator,0.333,+1%,,-2%,+12.0
53439,Overloaded Energiser,0.63,,+9%,,+12.0
53440,Atomic Energiser,0.0,+1%,,-2%,
53441,Waveform Amplifier,0.37,,+2%,,+12.0
53442,Surge Capture Cell,0.37,,+2%,-2%,+12.0
53443,Flow Injector,0.481,,+5%,,+12.0
53444,Atomic Excitor,0.37,,+2%,,+12.0
53445,Atomic Amplifier,0.259,,+8%,-2%,
53446,Flow Injector,0.333,+1%,,,+12.0
53447,Waveform Amplifier,0.074,+1%,+3%,,
53448,Waveform Accelerator,0.37,+1%,+2%,,+12.0
53449,Overloaded Amplifier,0.37,,+2%,,+12.0
53450,Waveform Injector,0.37,,+2%,,+12.0
53451,Flow Amplifier,0.333,,,-2%,+12.0
53452,Flow Amplifier,0.333,+1%,,,+12.0
53453,Waveform Accelerator,0.333,+1%,,,+12.0
53454,Surge Resonator,0.0,+1%,,-2%,
53455,Atomic Battery,0.0,+1%,,-2%,
53456,Atomic Capture Cell,0.074,,+3%,-2%,
53457,Atomic Excitor,0.037,,+2%,-2%,
53458,Waveform Injector,0.333,,,-2%,+12.0
53459,Waveform Capture Cell,0.333,+2%,,-2%,
53460,Surge Excitor,0.037,+1%,+2%,,
53461,Surge Capture Cell,0.259,+1%,+8%,,
53462,Flow Resonator,0.375,,,-3%,+12.0
53463,Waveform Solidifier,0.333,+1%,,,+12.0
53464,Surge Capture Cell,0.458,,,-5%,+12.0
53465,Atomic Resonator,0.37,,+2%,,+12.0
53466,Surge Injector,0.037,+1%,+2%,,
53467,Atomic Resonator,0.333,+1%,,,+12.0
53468,Atomic Solidifier,0.63,,+9%,,+12.0
53469,Atomic Solidifier,0.37,,+2%,-2%,+12.0
53470,Atomic Excitor,0.037,+1%,+2%,-2%,
53471,Overloaded Amplifier,0.63,,+9%,,+12.0
53472,Atomic Injector,0.333,,,-2%,+12.0
53473,Waveform Resonator,0.079,,+2%,-3%,
53474,Overloaded Excitor,0.333,+1%,,,+12.0
53475,Surge Amplifier,0.333,+1%,+10%,,
53476,Atomic Amplifier,0.333,+1%,,,+12.0
53477,Overloaded Accelerator,0.245,,+2%,-7%,
53478,Atomic Battery,0.148,+1%,+5%,,
53479,Waveform Battery,0.407,,+3%,,+12.0
53480,Surge Resonator,0.296,+1%,+9%,,
53481,Overloaded Accelerator,0.444,+1%,+4%,,+12.0
53482,Flow Projector,0.0,+1%,,-2%,
53483,Waveform Energiser,0.074,+1%,+3%,,
53484,Waveform Capture Cell,0.667,,,-10%,+12.0
53485,Overloaded Solidifier,0.0,+1%,,-2%,
53486,Surge Accelerator,0.037,,+2%,-2%,
53487,Atomic Resonator,0.0,+1%,,-2%,
53488,Surge Battery,0.333,,,-2%,+12.0
53489,Flow Projector,0.333,,,-2%,+12.0
53490,Waveform Projector,0.519,,+6%,,+12.0
53491,Waveform Battery,0.37,,+2%,,+12.0
53492,Atomic Injector,0.333,+1%,,,+12.0
53493,Surge Battery,0.0,+1%,,-2%,
53494,Overloaded Projector,0.0,+1%,,-2%,
53495,Waveform Solidifier,0.333,,,-2%,+12.0
53496,Overloaded Capture Cell,0.333,+1%,,,+12.0
53497,Overloaded Solidifier,0.037,+1%,+2%,,
53498,Flow Amplifier,0.375,+2%,,-3%,
53499,Atomic Capture Cell,0.333,+1%,,,+12.0
53500,Overloaded Resonator,0.333,,,-2%,+12.0
53501,Surge Accelerator,0.444,,+4%,,+12.0
53502,Flow Injector,0.583,+1%,,-8%,+12.0
53503,Waveform Projector,0.458,,,-5%,+12.0
53504,Surge Injector,0.037,+1%,+2%,,
53505,Overloaded Solidifier,0.037,,+2%,-2%,
53506,Flow Excitor,0.333,+1%,,,+12.0
53507,Atomic Projector,0.042,+1%,,-3%,
53508,Flow Amplifier,0.148,+1%,+5%,,
53509,Atomic Capture Cell,0.37,,+2%,,+12.0
53510,Overloaded Projector,0.333,+1%,,-2%,+12.0
