Seed	Name	Perfection	Weapon_Scan_Radius	Weapon_Scan_Discovery_Creature	Weapon_Scan_Discovery_Flora
64864	Low-Heat Analysis Unit	0.1	+6%		
64865	Analog Siphon	0.3	+8%		
64866	Overclocked Computer	0.256	+6%		+1,311%
64867	Waveform Processor	0.147		+1,293%	
64868	Low-Heat Analysis Unit	0.212		+1,424%	
64869	Overclocked Scope	0.507	+9%	+1,214%	
64870	Precision Computer	0.718	+8%	+1,835%	
64871	Precision Siphon	0.16			+1,320%
64872	Overclocked Visualiser	0.1	+6%		
64873	Analog Sweep Ray	0.3	+8%		
64874	Precision Siphon	0.001		+1,001%	
64875	Waveform Sweep Ray	0.004		+1,007%	
64876	Low-Heat Visualiser	0.284		+1,567%	
64877	Analog Visualiser	0.3	+8%		
64878	Waveform Processor	0.006		+1,011%	
64879	Overclocked Analysis Unit	0.259			+1,518%
64880	Overclocked Siphon	0.506	+10%		+1,012%
64881	Analog Processor	0.086			+1,172%
64882	Waveform Siphon	0.319			+1,638%
64883	Overclocked Visualiser	0.055			+1,109%
64884	Analog Processor	0.1	+6%		
64885	Low-Heat Detector	0.1	+6%		
64886	Analog Prediction Unit	0.1	+6%		
64887	Low-Heat Analysis Unit	0.043		+1,086%	
64888	Low-Heat Visualiser	0.34			+1,679%
64889	Analog Analysis Unit	0.294			+1,588%
64890	Precision Detector	0.5	+10%		
64891	Analog Analysis Unit	0.275		+1,549%	
64892	Low-Heat Siphon	0.1	+6%		
64893	Analog Prediction Unit	0.026			+1,052%
64894	Overclocked Visualiser	0.1	+6%		
64895	Analog Sweep Ray	0.199			+1,398%
64896	Precision Analysis Unit	0.052		+1,104%	
64897	Low-Heat Detector	0.047		+1,093%	
64898	Precision Scope	0.1	+6%		
64899	Waveform Processor	0.2	+7%		
64900	Waveform Detector	0.317		+1,633%	
64901	Analog Sweep Ray	0.417			+1,833%
64902	Precision Siphon	0.3	+8%		
64903	Precision Processor	0.145		+1,289%	
64904	Overclocked Visualiser	0.006			+1,011%
64905	Waveform Sweep Ray	0.11			+1,220%
64906	Precision Processor	0.349		+1,698%	
64907	Precision Probe	0.334			+1,667%
64908	Low-Heat Detector	0.1	+6%		
64909	Low-Heat Visualiser	0.085			+1,170%
64910	Precision Processor	0.121			+1,241%
64911	Waveform Visualiser	0.3	+8%		
64912	Low-Heat Analysis Unit	0.3	+8%		
64913	Waveform Scope	0.1	+6%		
64914	Overclocked Scope	0.001			+1,002%
64915	Low-Heat Detector	0.025		+1,050%	
64916	Analog Detector	0.3	+8%		
64917	Analog Probe	0.0		+1,000%	
64918	Overclocked Probe	0.36		+1,719%	+1,000%
64919	Low-Heat Siphon	0.4	+9%		
64920	Overclocked Probe	0.326	+7%	+1,252%	
64921	Analog Visualiser	0.391			+1,781%
64922	Waveform Sweep Ray	0.014			+1,027%
64923	Overclocked Sweep Ray	0.259			+1,517%
64924	Overclocked Detector	0.273		+1,546%	
64925	Overclocked Visualiser	0.098			+1,196%
64926	Low-Heat Sweep Ray	0.3	+8%		
64927	Precision Sweep Ray	0.2	+7%		
64928	Low-Heat Siphon	0.1	+6%		
64929	Precision Siphon	0.761		+1,755%	+1,765%
64930	Overclocked Prediction Unit	0.041		+1,082%	
64931	Waveform Siphon	0.25			+1,499%
64932	Analog Sweep Ray	0.326		+1,652%	
64933	Overclocked Visualiser	0.0			+1,000%
64934	Overclocked Processor	0.3	+8%		
64935	Overclocked Detector	0.3	+8%		
64936	Waveform Visualiser	0.477			+1,954%
64937	Overclocked Processor	0.374	+6%		+1,548%
64938	Low-Heat Analysis Unit	0.212			+1,424%
64939	Overclocked Analysis Unit	0.129			+1,258%
64940	Precision Visualiser	0.1	+6%		
64941	Low-Heat Processor	0.143			+1,286%
64942	Precision Visualiser	0.12		+1,240%	
64943	Analog Siphon	0.457		+1,913%	
64944	Low-Heat Prediction Unit	0.048			+1,096%
64945	Analog Detector	0.465			+1,929%
64946	Overclocked Processor	0.004		+1,008%	
64947	Waveform Probe	0.446	+7%	+1,492%	
64948	Waveform Detector	0.176			+1,352%
64949	Analog Processor	0.002			+1,003%
64950	Overclocked Prediction Unit	0.437			+1,874%
64951	Waveform Analysis Unit	0.1	+6%		
64952	Waveform Visualiser	0.278		+1,555%	
64953	Waveform Processor	0.4	+9%		
64954	Precision Analysis Unit	0.1	+6%		
64955	Overclocked Computer	0.159		+1,318%	
64956	Waveform Probe	0.1	+6%		
64957	Low-Heat Probe	0.4	+9%		
64958	Waveform Scope	0.46	+9%	+1,119%	
64959	Waveform Prediction Unit	0.41		+1,820%	
64960	Overclocked Detector	0.119		+1,238%	
64961	Analog Processor	0.3	+8%		
64962	Precision Processor	0.3		+1,600%	
64963	Precision Scope	0.26		+1,519%	
64964	Precision Visualiser	0.006		+1,012%	
64965	Waveform Prediction Unit	0.124		+1,248%	
64966	Overclocked Scope	0.1		+1,200%	
64967	Waveform Computer	0.1	+6%		
64968	Analog Siphon	0.18			+1,360%
64969	Analog Siphon	0.263	+7%	+1,125%	
64970	Precision Sweep Ray	0.104		+1,207%	
64971	Precision Prediction Unit	0.041			+1,081%
64972	Waveform Processor	0.5	+10%		
64973	Low-Heat Prediction Unit	0.059			+1,118%
64974	Low-Heat Sweep Ray	0.006			+1,011%
64975	Overclocked Analysis Unit	0.102	+6%		+1,004%
64976	Overclocked Scope	0.229		+1,458%	
64977	Overclocked Analysis Unit	0.1	+6%		
64978	Low-Heat Visualiser	0.403			+1,806%
64979	Low-Heat Computer	0.188		+1,375%	
64980	Waveform Computer	0.1	+6%		
64981	Overclocked Prediction Unit	0.376			+1,751%
64982	Precision Detector	0.061			+1,122%
64983	Overclocked Sweep Ray	0.318			+1,635%
64984	Low-Heat Processor	0.035		+1,070%	
64985	Analog Processor	0.25			+1,499%
64986	Analog Scope	0.117	+6%		+1,033%
64987	Overclocked Siphon	0.143		+1,264%	+1,021%
64988	Precision Processor	0.367		+1,535%	+1,198%
64989	Analog Analysis Unit	0.3	+8%		
64990	Overclocked Processor	0.099			+1,198%
64991	Analog Processor	0.348		+1,695%	
64992	Analog Visualiser	0.5	+10%		
64993	Overclocked Scope	0.194			+1,388%
64994	Analog Prediction Unit	0.355		+1,710%	
64995	Overclocked Processor	0.451			+1,901%
64996	Waveform Computer	0.281		+1,561%	
64997	Precision Detector	0.205		+1,410%	
64998	Overclocked Analysis Unit	0.109		+1,180%	+1,037%
64999	Low-Heat Siphon	0.159			+1,317%
65000	Analog Prediction Unit	0.222	+7%		+1,043%
65001	Overclocked Computer	0.103			+1,206%
65002	Precision Prediction Unit	0.014		+1,027%	
65003	Overclocked Computer	0.1	+6%		
65004	Low-Heat Detector	0.004			+1,007%
65005	Analog Prediction Unit	0.017			+1,033%
65006	Precision Detector	0.053		+1,055%	+1,050%
65007	Precision Sweep Ray	0.432			+1,864%
65008	Precision Probe	0.067		+1,133%	
65009	Low-Heat Computer	0.004		+1,008%	
65010	Low-Heat Probe	0.043			+1,085%
65011	Low-Heat Computer	0.265		+1,529%	
65012	Low-Heat Sweep Ray	0.5	+10%		
65013	Analog Processor	0.059		+1,118%	
65014	Analog Siphon	0.088			+1,176%
65015	Low-Heat Analysis Unit	0.1	+6%		
65016	Analog Computer	0.012			+1,023%
65017	Low-Heat Computer	0.1	+6%		
65018	Low-Heat Computer	0.171		+1,002%	+1,340%
65019	Low-Heat Sweep Ray	0.269			+1,538%
65020	Waveform Visualiser	0.1	+6%		
65021	Analog Visualiser	0.2	+7%		
65022	Precision Visualiser	0.359		+1,717%	
65023	Overclocked Sweep Ray	0.125	+6%	+1,049%	
65024	Low-Heat Detector	0.433			+1,865%
65025	Precision Scope	0.011			+1,022%
65026	Waveform Sweep Ray	0.5	+10%		
65027	Low-Heat Analysis Unit	0.025		+1,049%	
65028	Analog Visualiser	0.0			+1,000%
65029	Analog Detector	0.083		+1,165%	
65030	Waveform Scope	0.308			+1,615%
65031	Overclocked Processor	0.1	+6%		
65032	Waveform Sweep Ray	0.2	+7%		
65033	Precision Computer	0.255		+1,509%	
65034	Waveform Computer	0.1	+6%		
65035	Waveform Processor	0.269		+1,400%	+1,138%
65036	Low-Heat Sweep Ray	0.4	+9%		
65037	Analog Visualiser	0.1	+6%		
65038	Waveform Computer	0.234		+1,468%	
65039	Analog Detector	0.101	+6%	+1,002%	
65040	Analog Probe	0.333		+1,666%	
65041	Overclocked Analysis Unit	0.373			+1,746%
65042	Analog Scope	0.2	+7%		
65043	Low-Heat Prediction Unit	0.1	+6%		
65044	Precision Visualiser	0.096		+1,191%	
65045	Waveform Prediction Unit	0.348		+1,672%	+1,023%
65046	Precision Siphon	0.269			+1,538%
65047	Precision Sweep Ray	0.43		+1,859%	
65048	Precision Prediction Unit	0.444		+1,888%	
65049	Precision Visualiser	0.172			+1,344%
65050	Low-Heat Visualiser	0.2	+7%		
65051	Waveform Computer	0.285			+1,570%
65052	Overclocked Sweep Ray	0.4	+9%		
65053	Low-Heat Computer	0.004			+1,007%
65054	Analog Computer	0.49			+1,979%
65055	Precision Scope	0.1	+6%		
65056	Precision Prediction Unit	0.125			+1,250%
65057	Precision Sweep Ray	0.051		+1,075%	+1,026%
65058	Waveform Visualiser	0.167		+1,333%	
65059	Waveform Sweep Ray	0.001		+1,002%	
65060	Precision Scope	0.451		+1,901%	
65061	Precision Prediction Unit	0.04			+1,080%
65062	Waveform Siphon	0.201		+1,402%	
65063	Precision Siphon	0.113			+1,225%
65064	Analog Analysis Unit	0.377	+6%		+1,553%
65065	Precision Analysis Unit	0.001			+1,001%
65066	Low-Heat Analysis Unit	0.1	+6%		
65067	Waveform Visualiser	0.5	+10%		
65068	Waveform Visualiser	0.234			+1,468%
65069	Overclocked Detector	0.419		+1,837%	
65070	Waveform Processor	0.48			+1,960%
65071	Overclocked Siphon	0.007			+1,013%
65072	Overclocked Analysis Unit	0.1	+6%		
65073	Analog Processor	0.2	+7%		
65074	Low-Heat Processor	0.1	+6%		
65075	Analog Sweep Ray	0.185			+1,370%
65076	Waveform Siphon	0.434			+1,867%
65077	Low-Heat Analysis Unit	0.067			+1,133%
65078	Waveform Siphon	0.456		+1,912%	
65079	Waveform Analysis Unit	0.004		+1,008%	
65080	Analog Analysis Unit	0.4	+9%		
65081	Precision Probe	0.045		+1,090%	
65082	Waveform Prediction Unit	0.1	+6%		
65083	Overclocked Processor	0.141		+1,282%	
65084	Waveform Siphon	0.0			+1,000%
65085	Precision Scope	0.002			+1,003%
65086	Low-Heat Analysis Unit	0.0		+1,000%	
65087	Precision Processor	0.4	+9%		
65088	Waveform Prediction Unit	0.748	+8%	+1,896%	
65089	Waveform Sweep Ray	0.0		+1,000%	
65090	Low-Heat Siphon	0.5	+10%		
65091	Analog Computer	0.3		+1,600%	
65092	Precision Scope	0.319		+1,637%	
65093	Precision Sweep Ray	0.674		+1,354%	+1,992%
65094	Precision Analysis Unit	0.017			+1,034%
65095	Waveform Scope	0.002			+1,004%
65096	Waveform Siphon	0.337			+1,674%
65097	Analog Siphon	0.2	+7%		
65098	Low-Heat Scope	0.055			+1,110%
65099	Waveform Probe	0.333			+1,666%
65100	Analog Detector	0.2	+7%		
65101	Overclocked Detector	0.35		+1,700%	
65102	Analog Computer	0.098		+1,195%	
65103	Low-Heat Sweep Ray	0.3	+8%		
65104	Precision Processor	0.024			+1,048%
65105	Low-Heat Sweep Ray	0.214		+1,427%	
65106	Precision Processor	0.3	+8%		
65107	Overclocked Probe	0.053			+1,105%
65108	Analog Computer	0.1	+6%		
65109	Low-Heat Analysis Unit	0.2	+7%		
65110	Overclocked Visualiser	0.118			+1,235%
65111	Low-Heat Scope	0.3	+8%		
65112	Overclocked Visualiser	0.011		+1,022%	
65113	Precision Visualiser	0.115		+1,229%	
65114	Waveform Detector	0.1	+6%		
65115	Waveform Analysis Unit	0.052		+1,104%	
65116	Low-Heat Detector	0.001			+1,001%
65117	Analog Processor	0.1	+6%		
65118	Overclocked Siphon	0.004			+1,008%
65119	Precision Computer	0.2	+7%		
65120	Analog Probe	0.1	+6%		
65121	Overclocked Computer	0.284		+1,567%	
65122	Waveform Visualiser	0.585	+10%		+1,169%
65123	Analog Detector	0.044			+1,087%
65124	Precision Probe	0.124		+1,248%	
65125	Low-Heat Detector	0.082			+1,163%
65126	Overclocked Siphon	0.1	+6%		
65127	Waveform Analysis Unit	0.1	+6%		
65128	Analog Processor	0.008		+1,015%	
65129	Waveform Sweep Ray	0.386		+1,771%	
65130	Waveform Detector	0.052		+1,101%	+1,003%
65131	Overclocked Computer	0.2	+7%		
65132	Precision Scope	0.434			+1,867%
65133	Analog Siphon	0.437		+1,874%	
65134	Analog Siphon	0.2	+7%		
65135	Low-Heat Prediction Unit	0.034		+1,067%	
65136	Precision Analysis Unit	0.362			+1,723%
65137	Low-Heat Processor	0.096			+1,191%
65138	Overclocked Prediction Unit	0.4	+9%		
65139	Precision Prediction Unit	0.068		+1,136%	
65140	Analog Scope	0.004			+1,008%
65141	Waveform Analysis Unit	0.1	+6%		
65142	Waveform Analysis Unit	0.277			+1,554%
65143	Precision Scope	0.715	+8%	+1,829%	
65144	Overclocked Visualiser	0.0			+1,000%
65145	Waveform Detector	0.3	+8%		
65146	Precision Probe	0.4	+9%		
65147	Precision Analysis Unit	0.297			+1,593%
65148	Low-Heat Processor	0.142		+1,284%	
65149	Analog Siphon	0.132			+1,263%
65150	Waveform Probe	0.217		+1,433%	
65151	Analog Processor	0.275			+1,550%
65152	Low-Heat Detector	0.088		+1,176%	
65153	Precision Probe	0.3	+8%		
65154	Low-Heat Computer	0.171			+1,342%
65155	Analog Visualiser	0.2	+7%		
65156	Analog Computer	0.31			+1,620%
65157	Analog Probe	0.533	+6%		+1,865%
65158	Precision Scope	0.4	+9%		
65159	Analog Processor	0.021		+1,041%	
65160	Waveform Siphon	0.272		+1,000%	+1,543%
65161	Waveform Detector	0.1	+6%		
65162	Waveform Visualiser	0.176		+1,352%	
65163	Low-Heat Processor	0.38			+1,759%
65164	Analog Sweep Ray	0.2	+7%		
65165	Precision Detector	0.006		+1,012%	
65166	Analog Analysis Unit	0.1	+6%		
65167	Waveform Detector	0.3	+8%		
65168	Analog Analysis Unit	0.025			+1,050%
65169	Overclocked Prediction Unit	0.002		+1,004%	
65170	Precision Analysis Unit	0.0			+1,000%
65171	Waveform Visualiser	0.004		+1,008%	
65172	Waveform Visualiser	0.3	+8%		
65173	Low-Heat Siphon	0.367		+1,734%	
65174	Waveform Sweep Ray	0.1	+6%		
65175	Precision Scope	0.1	+6%		
65176	Precision Computer	0.612	+8%	+1,624%	
65177	Waveform Computer	0.504		+1,529%	+1,477%
65178	Precision Analysis Unit	0.141		+1,281%	
65179	Overclocked Sweep Ray	0.2	+7%		
65180	Waveform Probe	0.037		+1,074%	
65181	Waveform Computer	0.1	+6%		
65182	Waveform Visualiser	0.207		+1,413%	
65183	Precision Siphon	0.4	+9%		
65184	Precision Detector	0.1	+6%		
65185	Waveform Processor	0.021		+1,041%	
65186	Low-Heat Computer	0.1	+6%		
65187	Low-Heat Processor	0.147		+1,294%	
65188	Waveform Detector	0.2	+7%		
65189	Overclocked Scope	0.3	+8%		
65190	Precision Scope	0.229		+1,457%	
65191	Precision Processor	0.2	+7%		
65192	Waveform Sweep Ray	0.011			+1,022%
65193	Overclocked Sweep Ray	0.05			+1,099%
65194	Precision Visualiser	0.3	+8%		
65195	Waveform Siphon	0.256		+1,511%	
65196	Low-Heat Analysis Unit	0.2	+7%		
65197	Low-Heat Analysis Unit	0.5	+10%		
65198	Analog Analysis Unit	0.496			+1,991%
65199	Low-Heat Sweep Ray	0.3	+8%		
65200	Overclocked Probe	0.339		+1,678%	
65201	Overclocked Probe	0.259			+1,517%
65202	Low-Heat Detector	0.0		+1,000%	
65203	Low-Heat Analysis Unit	0.012		+1,023%	
65204	Precision Visualiser	0.263			+1,526%
65205	Analog Analysis Unit	0.2	+7%		
65206	Precision Processor	0.1	+6%		
65207	Precision Sweep Ray	0.2	+7%		
65208	Waveform Detector	0.156		+1,311%	
65209	Waveform Probe	0.1	+6%		
65210	Precision Analysis Unit	0.009			+1,017%
65211	Analog Siphon	0.2	+7%		
65212	Overclocked Siphon	0.02			+1,039%
65213	Precision Prediction Unit	0.26			+1,520%
65214	Waveform Analysis Unit	0.1	+6%		
65215	Overclocked Visualiser	0.4	+9%		
65216	Low-Heat Siphon	0.1	+6%		
65217	Overclocked Prediction Unit	0.226		+1,451%	
65218	Waveform Sweep Ray	0.844	+9%	+1,887%	
65219	Overclocked Analysis Unit	0.478		+1,955%	
65220	Low-Heat Visualiser	0.021			+1,041%
65221	Low-Heat Analysis Unit	0.186			+1,372%
65222	Analog Prediction Unit	0.108			+1,216%
65223	Overclocked Sweep Ray	0.1	+6%		
65224	Low-Heat Probe	0.25		+1,500%	
65225	Waveform Scope	0.1	+6%		
65226	Waveform Detector	0.282			+1,563%
65227	Analog Detector	0.003		+1,006%	
65228	Low-Heat Processor	0.382	+6%		+1,564%
65229	Waveform Analysis Unit	0.034			+1,067%
65230	Analog Scope	0.157			+1,314%
65231	Analog Detector	0.047		+1,093%	
65232	Analog Detector	0.003		+1,005%	
65233	Analog Processor	0.297		+1,594%	
65234	Overclocked Analysis Unit	0.5	+10%		
65235	Overclocked Scope	0.29			+1,579%
65236	Overclocked Visualiser	0.128			+1,255%
65237	Waveform Sweep Ray	0.07		+1,139%	
65238	Precision Detector	0.316			+1,632%
65239	Waveform Siphon	0.002		+1,003%	
65240	Precision Sweep Ray	0.1	+6%		
65241	Low-Heat Prediction Unit	0.001			+1,001%
65242	Waveform Sweep Ray	0.136			+1,271%
65243	Overclocked Computer	0.371			+1,742%
65244	Precision Sweep Ray	0.026			+1,051%
65245	Overclocked Siphon	0.2	+7%		
65246	Analog Computer	0.483			+1,966%
65247	Overclocked Detector	0.096			+1,192%
65248	Precision Visualiser	0.1	+6%		
65249	Analog Analysis Unit	0.1	+6%		
65250	Overclocked Probe	0.2	+7%		
65251	Precision Sweep Ray	0.4	+9%		
65252	Low-Heat Sweep Ray	0.005		+1,009%	
65253	Precision Detector	0.495		+1,979%	+1,011%
65254	Waveform Detector	0.1	+6%		+1,000%
65255	Analog Processor	0.095		+1,189%	
65256	Low-Heat Visualiser	0.212		+1,424%	
65257	Waveform Visualiser	0.075		+1,149%	
65258	Low-Heat Computer	0.1	+6%		
65259	Overclocked Detector	0.489		+1,978%	
65260	Waveform Siphon	0.004			+1,008%
65261	Waveform Visualiser	0.2	+7%		
65262	Precision Siphon	0.353		+1,705%	
65263	Analog Visualiser	0.3	+8%		
65264	Analog Sweep Ray	0.2	+7%		
65265	Precision Probe	0.1	+6%		
65266	Overclocked Probe	0.004		+1,007%	
65267	Analog Scope	0.001		+1,001%	
65268	Analog Sweep Ray	0.024			+1,047%
65269	Waveform Visualiser	0.022			+1,043%
65270	Waveform Analysis Unit	0.205			+1,410%
65271	Low-Heat Processor	0.438		+1,875%	
65272	Low-Heat Visualiser	0.029		+1,058%	
65273	Overclocked Prediction Unit	0.4	+9%		
65274	Waveform Sweep Ray	0.5	+10%		
65275	Overclocked Sweep Ray	0.325			+1,649%
65276	Overclocked Processor	0.014		+1,000%	+1,028%
65277	Precision Probe	0.1	+6%		
65278	Low-Heat Visualiser	0.4	+9%		
65279	Precision Prediction Unit	0.122			+1,244%
65280	Overclocked Scope	0.376			+1,752%
65281	Overclocked Scope	0.462			+1,923%
65282	Low-Heat Detector	0.059		+1,118%	
65283	Overclocked Processor	0.189		+1,377%	
65284	Low-Heat Sweep Ray	0.005		+1,010%	
65285	Overclocked Visualiser	0.318			+1,636%
65286	Overclocked Computer	0.5	+10%		
65287	Analog Sweep Ray	0.14		+1,279%	
65288	Analog Sweep Ray	0.39		+1,779%	
65289	Low-Heat Analysis Unit	0.0			+1,000%
65290	Analog Probe	0.302			+1,603%
65291	Analog Siphon	0.183			+1,366%
65292	Analog Sweep Ray	0.218		+1,436%	
65293	Precision Computer	0.5	+10%		
65294	Analog Scope	0.231	+7%	+1,061%	
65295	Analog Computer	0.06			+1,120%
65296	Precision Processor	0.261			+1,521%
65297	Waveform Prediction Unit	0.022		+1,044%	
65298	Overclocked Scope	0.003			+1,005%
65299	Overclocked Scope	0.084		+1,167%	
65300	Overclocked Processor	0.211		+1,421%	
65301	Overclocked Computer	0.057		+1,113%	
65302	Analog Probe	0.5	+10%		
65303	Overclocked Processor	0.304	+8%		+1,007%
65304	Precision Analysis Unit	0.143			+1,285%
65305	Analog Processor	0.114		+1,002%	+1,226%
65306	Waveform Prediction Unit	0.3	+8%		
65307	Waveform Scope	0.019		+1,038%	
65308	Low-Heat Probe	0.1	+6%		
65309	Overclocked Computer	0.062		+1,124%	
65310	Precision Prediction Unit	0.2	+7%		
65311	Precision Probe	0.2	+7%		
65312	Overclocked Scope	0.5	+10%		
65313	Low-Heat Probe	0.1	+6%		
65314	Waveform Probe	0.185			+1,370%
65315	Overclocked Visualiser	0.128			+1,256%
65316	Waveform Scope	0.249			+1,497%
65317	Low-Heat Processor	0.129			+1,258%
65318	Waveform Detector	0.061		+1,121%	
65319	Low-Heat Computer	0.259			+1,518%
65320	Precision Sweep Ray	0.187		+1,373%	
65321	Low-Heat Sweep Ray	0.047			+1,093%
65322	Precision Processor	0.1	+6%		
65323	Analog Scope	0.2	+7%		
65324	Low-Heat Siphon	0.3	+8%		
65325	Overclocked Computer	0.101			+1,202%
65326	Analog Analysis Unit	0.2	+7%		
65327	Overclocked Siphon	0.1	+6%		
65328	Overclocked Analysis Unit	0.264		+1,527%	
65329	Low-Heat Sweep Ray	0.099		+1,197%	
65330	Waveform Analysis Unit	0.198			+1,395%
65331	Waveform Siphon	0.423		+1,845%	
65332	Overclocked Visualiser	0.4	+9%		
65333	Precision Siphon	0.3	+8%		
65334	Overclocked Processor	0.24			+1,479%
65335	Precision Sweep Ray	0.23		+1,459%	
65336	Low-Heat Detector	0.003			+1,006%
65337	Low-Heat Prediction Unit	0.003			+1,005%
65338	Overclocked Siphon	0.1	+6%		
65339	Overclocked Prediction Unit	0.119			+1,237%
65340	Low-Heat Visualiser	0.054			+1,107%
65341	Precision Probe	0.434	+9%	+1,068%	
65342	Precision Processor	0.197		+1,007%	+1,386%
65343	Overclocked Siphon	0.025			+1,050%
65344	Waveform Analysis Unit	0.0		+1,000%	
65345	Low-Heat Sweep Ray	0.034			+1,068%
65346	Low-Heat Computer	0.239			+1,477%
65347	Low-Heat Scope	0.223			+1,445%
65348	Analog Processor	0.3	+8%		
65349	Waveform Probe	0.141			+1,281%
65350	Analog Siphon	0.4	+9%		
65351	Waveform Scope	0.191		+1,381%	
65352	Low-Heat Sweep Ray	0.2	+7%		
65353	Overclocked Sweep Ray	0.529	+6%		+1,857%
65354	Analog Scope	0.3	+8%		
65355	Low-Heat Analysis Unit	0.077			+1,154%
65356	Low-Heat Siphon	0.462		+1,923%	
65357	Analog Sweep Ray	0.338			+1,675%
65358	Waveform Probe	0.4	+9%		
65359	Waveform Sweep Ray	0.3	+8%		
65360	Analog Siphon	0.1	+6%		
65361	Overclocked Prediction Unit	0.434			+1,867%
65362	Overclocked Analysis Unit	0.5	+10%		
65363	Overclocked Detector	0.2	+7%		
65364	Low-Heat Siphon	0.008			+1,015%
65365	Low-Heat Visualiser	0.326		+1,652%	
65366	Analog Computer	0.292			+1,583%
65367	Overclocked Visualiser	0.114			+1,228%
65368	Analog Siphon	0.4	+9%		
65369	Analog Visualiser	0.042		+1,083%	
