sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunRate
55061,Well-Made Liquid Ignitors,0.0,+1%,
55062,Well-Made Purifier Unit,0.5,,+2%
55063,Uncorroded Sonic Batteries,0.5,+2%,
55064,Efficient Power Array,0.5,,+2%
55065,Reinforced Saline Beam,0.5,,+2%
55066,Uncorroded Pressure Nozzle,0.5,+2%,
55067,Uncorroded Pressure Nozzle,0.5,+2%,
55068,Uncorroded Liquid Ignitors,0.5,,+2%
55069,Re-sealed Ion Coils,0.0,+1%,
55070,Well-Made Liquid Ignitors,0.0,+1%,
55071,Efficient Sonar Array,1.0,,+3%
55072,Re-sealed Purifier Unit,0.0,+1%,
55073,Uncorroded Saline Beam,0.0,+1%,
55074,Re-sealed Lux Stabiliser,0.0,+1%,
55075,Uncorroded Pressure Nozzle,0.0,+1%,
55076,Uncorroded Saline Beam,0.0,+1%,
55077,Efficient Ion Coils,0.0,+1%,
55078,Re-sealed Pressure Nozzle,0.5,,+2%
55079,Uncorroded Power Array,0.0,+1%,
55080,Efficient Liquid Ignitors,0.0,+1%,
55081,Re-sealed Power Array,0.5,,+2%
55082,Efficient Pressure Nozzle,0.5,+2%,
55083,Efficient Saline Beam,0.5,,+2%
55084,Re-sealed Lux Stabiliser,0.0,+1%,
55085,Re-sealed Ion Coils,0.5,,+2%
55086,Re-sealed Pressure Nozzle,0.0,+1%,
55087,Reinforced Lux Stabiliser,0.5,+2%,
55088,Re-sealed Sonic Batteries,0.5,+2%,
55089,Reinforced Pressure Nozzle,0.5,,+2%
55090,Uncorroded Pressure Nozzle,0.5,+2%,
55091,Uncorroded Hyperthermal Pump,0.5,,+2%
55092,Uncorroded Sonic Batteries,0.0,+1%,
55093,Reinforced Purifier Unit,1.0,,+3%
55094,Well-Made Hyperthermal Pump,0.5,+2%,
55095,Well-Made Saline Beam,0.5,+2%,
55096,Reinforced Pressure Nozzle,0.5,+2%,
55097,Re-sealed Power Array,0.5,,+2%
55098,Well-Made Ion Coils,0.5,,+2%
55099,Uncorroded Hyperthermal Pump,0.5,,+2%
55100,Efficient Ion Coils,0.5,,+2%
55101,Well-Made Ion Coils,0.0,+1%,
55102,Uncorroded Lux Stabiliser,0.5,,+2%
55103,Efficient Sonic Batteries,0.5,,+2%
55104,Efficient Purifier Unit,0.5,,+2%
55105,Reinforced Ion Coils,0.5,,+2%
55106,Uncorroded Ion Coils,0.0,+1%,
55107,Re-sealed Purifier Unit,0.5,,+2%
55108,Efficient Pressure Nozzle,1.0,,+3%
55109,Uncorroded Purifier Unit,0.0,+1%,
55110,Reinforced Hyperthermal Pump,0.5,,+2%
55111,Uncorroded Liquid Ignitors,0.5,,+2%
55112,Efficient Power Array,0.5,,+2%
55113,Uncorroded Sonic Batteries,0.0,+1%,
55114,Re-sealed Power Array,0.0,+1%,
55115,Efficient Lux Stabiliser,0.0,+1%,
55116,Re-sealed Hyperthermal Pump,0.0,+1%,
55117,Re-sealed Saline Beam,1.0,,+3%
55118,Reinforced Sonic Batteries,0.0,+1%,
55119,Well-Made Saline Beam,0.0,+1%,
55120,Well-Made Sonar Array,0.0,+1%,
55121,Efficient Hyperthermal Pump,0.5,,+2%
55122,Efficient Power Array,0.0,+1%,
55123,Re-sealed Pressure Nozzle,0.0,+1%,
55124,Efficient Power Array,0.5,,+2%
55125,Uncorroded Hyperthermal Pump,0.5,,+2%
55126,Re-sealed Hyperthermal Pump,0.0,+1%,
55127,Efficient Power Array,0.0,+1%,
55128,Reinforced Ion Coils,0.0,+1%,
55129,Well-Made Ion Coils,0.0,+1%,
55130,Reinforced Saline Beam,0.0,+1%,
55131,Efficient Lux Stabiliser,0.0,+1%,
55132,Re-sealed Pressure Nozzle,0.5,,+2%
55133,Efficient Liquid Ignitors,0.5,,+2%
55134,Uncorroded Purifier Unit,0.5,,+2%
55135,Uncorroded Purifier Unit,0.5,,+2%
55136,Efficient Sonic Batteries,0.0,+1%,
55137,Re-sealed Lux Stabiliser,0.5,+2%,
55138,Uncorroded Power Array,0.5,,+2%
55139,Efficient Ion Coils,0.5,,+2%
55140,Well-Made Liquid Ignitors,0.5,,+2%
55141,Re-sealed Power Array,0.5,,+2%
55142,Efficient Power Array,1.0,,+3%
55143,Well-Made Lux Stabiliser,0.5,+2%,
55144,Efficient Ion Coils,0.5,,+2%
55145,Well-Made Saline Beam,0.0,+1%,
55146,Re-sealed Ion Coils,0.5,+2%,
55147,Reinforced Hyperthermal Pump,0.0,+1%,
55148,Re-sealed Sonic Batteries,0.5,,+2%
55149,Re-sealed Ion Coils,0.5,,+2%
55150,Uncorroded Lux Stabiliser,0.5,+2%,
55151,Efficient Hyperthermal Pump,0.0,+1%,
55152,Well-Made Pressure Nozzle,0.5,,+2%
55153,Efficient Pressure Nozzle,0.0,+1%,
55154,Reinforced Purifier Unit,0.0,+1%,
55155,Re-sealed Ion Coils,0.5,,+2%
55156,Uncorroded Ion Coils,0.5,,+2%
55157,Reinforced Saline Beam,0.5,,+2%
55158,Well-Made Hyperthermal Pump,0.0,+1%,
55159,Reinforced Hyperthermal Pump,0.5,+2%,
55160,Uncorroded Sonic Batteries,0.0,+1%,
55161,Well-Made Hyperthermal Pump,0.0,+1%,
55162,Efficient Pressure Nozzle,0.5,,+2%
55163,Re-sealed Purifier Unit,0.0,+1%,
55164,Well-Made Liquid Ignitors,0.5,,+2%
55165,Well-Made Liquid Ignitors,0.5,+2%,
55166,Uncorroded Saline Beam,0.0,+1%,
55167,Re-sealed Sonic Batteries,0.5,,+2%
55168,Uncorroded Hyperthermal Pump,0.0,+1%,
55169,Uncorroded Liquid Ignitors,0.5,+2%,
55170,Uncorroded Purifier Unit,0.5,,+2%
55171,Uncorroded Lux Stabiliser,0.5,+2%,
55172,Uncorroded Sonar Array,1.0,+3%,
55173,Efficient Purifier Unit,0.0,+1%,
55174,Reinforced Pressure Nozzle,1.0,,+3%
55175,Re-sealed Power Array,0.0,+1%,
55176,Efficient Lux Stabiliser,0.5,,+2%
55177,Re-sealed Purifier Unit,0.0,+1%,
55178,Efficient Ion Coils,0.5,,+2%
55179,Re-sealed Lux Stabiliser,0.5,,+2%
55180,Reinforced Lux Stabiliser,0.5,+2%,
55181,Reinforced Ion Coils,0.5,,+2%
55182,Re-sealed Liquid Ignitors,0.5,,+2%
55183,Re-sealed Sonic Batteries,0.0,+1%,
55184,Re-sealed Purifier Unit,0.0,+1%,
55185,Re-sealed Liquid Ignitors,0.5,,+2%
55186,Uncorroded Liquid Ignitors,0.5,,+2%
55187,Reinforced Sonic Batteries,0.5,,+2%
55188,Well-Made Power Array,0.0,+1%,
55189,Reinforced Sonar Array,0.5,,+2%
55190,Efficient Hyperthermal Pump,0.5,+2%,
55191,Uncorroded Lux Stabiliser,0.5,+2%,
55192,Re-sealed Power Array,0.0,+1%,
55193,Efficient Hyperthermal Pump,0.5,,+2%
55194,Well-Made Saline Beam,0.5,,+2%
55195,Reinforced Purifier Unit,0.5,+2%,
55196,Efficient Sonar Array,0.5,,+2%
55197,Reinforced Lux Stabiliser,0.5,,+2%
55198,Re-sealed Sonic Batteries,0.0,+1%,
55199,Re-sealed Pressure Nozzle,0.5,,+2%
55200,Reinforced Hyperthermal Pump,0.5,+2%,
55201,Reinforced Liquid Ignitors,0.5,,+2%
55202,Well-Made Sonic Batteries,0.5,,+2%
55203,Reinforced Purifier Unit,0.5,+2%,
55204,Re-sealed Ion Coils,0.5,,+2%
55205,Efficient Hyperthermal Pump,0.0,+1%,
55206,Efficient Power Array,0.5,,+2%
55207,Efficient Saline Beam,0.5,+2%,
55208,Reinforced Sonic Batteries,0.5,,+2%
55209,Efficient Liquid Ignitors,0.0,+1%,
55210,Efficient Power Array,0.5,+2%,
55211,Reinforced Hyperthermal Pump,0.5,,+2%
55212,Reinforced Lux Stabiliser,0.5,,+2%
55213,Well-Made Sonic Batteries,0.5,,+2%
55214,Uncorroded Saline Beam,0.5,+2%,
55215,Re-sealed Hyperthermal Pump,0.5,,+2%
55216,Re-sealed Power Array,0.0,+1%,
55217,Well-Made Purifier Unit,0.5,+2%,
55218,Efficient Sonar Array,0.0,+1%,
55219,Efficient Lux Stabiliser,0.5,,+2%
55220,Re-sealed Lux Stabiliser,0.5,+2%,
55221,Re-sealed Saline Beam,0.5,,+2%
55222,Well-Made Purifier Unit,0.5,,+2%
55223,Efficient Lux Stabiliser,0.5,,+2%
55224,Efficient Liquid Ignitors,0.5,,+2%
55225,Uncorroded Power Array,0.5,,+2%
55226,Well-Made Pressure Nozzle,0.0,+1%,
55227,Well-Made Sonic Batteries,0.5,,+2%
55228,Well-Made Sonic Batteries,0.5,+2%,
55229,Re-sealed Ion Coils,0.5,+2%,
55230,Efficient Purifier Unit,0.0,+1%,
55231,Reinforced Lux Stabiliser,0.5,,+2%
55232,Uncorroded Purifier Unit,0.5,,+2%
55233,Well-Made Ion Coils,0.5,,+2%
55234,Efficient Hyperthermal Pump,0.5,+2%,
55235,Re-sealed Saline Beam,1.0,,+3%
55236,Re-sealed Lux Stabiliser,0.5,,+2%
55237,Uncorroded Purifier Unit,0.5,+2%,
55238,Well-Made Pressure Nozzle,0.5,,+2%
55239,Uncorroded Saline Beam,0.0,+1%,
55240,Re-sealed Lux Stabiliser,0.5,,+2%
55241,Re-sealed Lux Stabiliser,0.5,,+2%
55242,Uncorroded Purifier Unit,0.5,,+2%
55243,Reinforced Liquid Ignitors,0.5,,+2%
55244,Re-sealed Ion Coils,0.0,+1%,
55245,Well-Made Hyperthermal Pump,0.5,,+2%
55246,Uncorroded Ion Coils,0.5,+2%,
55247,Efficient Ion Coils,0.5,+2%,
55248,Efficient Ion Coils,0.5,+2%,
55249,Re-sealed Power Array,0.0,+1%,
55250,Reinforced Liquid Ignitors,0.0,+1%,
55251,Reinforced Pressure Nozzle,0.5,,+2%
55252,Uncorroded Liquid Ignitors,0.0,+1%,
55253,Efficient Power Array,0.0,+1%,
55254,Reinforced Pressure Nozzle,1.0,+3%,
55255,Re-sealed Sonic Batteries,0.5,,+2%
55256,Efficient Power Array,0.5,,+2%
55257,Efficient Pressure Nozzle,0.0,+1%,
55258,Re-sealed Purifier Unit,0.5,,+2%
55259,Efficient Sonic Batteries,0.0,+1%,
55260,Re-sealed Power Array,1.0,,+3%
55261,Efficient Pressure Nozzle,0.0,,+1%
55262,Re-sealed Saline Beam,0.5,+2%,
55263,Re-sealed Hyperthermal Pump,0.5,,+2%
55264,Well-Made Pressure Nozzle,0.5,+2%,
55265,Well-Made Sonar Array,0.5,+2%,
55266,Efficient Sonic Batteries,0.5,,+2%
55267,Well-Made Lux Stabiliser,0.5,+2%,
55268,Re-sealed Sonar Array,0.5,+2%,
55269,Reinforced Ion Coils,0.5,,+2%
55270,Uncorroded Liquid Ignitors,1.0,+3%,
55271,Uncorroded Pressure Nozzle,0.5,+2%,
55272,Well-Made Liquid Ignitors,0.0,+1%,
55273,Re-sealed Sonar Array,0.5,,+2%
55274,Efficient Sonic Batteries,0.5,,+2%
55275,Well-Made Ion Coils,0.5,,+2%
55276,Re-sealed Hyperthermal Pump,0.5,,+2%
55277,Re-sealed Ion Coils,0.0,+1%,
55278,Re-sealed Ion Coils,0.5,,+2%
55279,Efficient Pressure Nozzle,0.5,,+2%
55280,Efficient Sonar Array,0.5,+2%,
55281,Reinforced Hyperthermal Pump,0.5,,+2%
55282,Reinforced Sonic Batteries,0.5,+2%,
55283,Reinforced Sonic Batteries,0.5,,+2%
55284,Uncorroded Power Array,0.0,+1%,
55285,Re-sealed Pressure Nozzle,0.5,+2%,
55286,Re-sealed Sonic Batteries,0.0,+1%,
55287,Well-Made Purifier Unit,0.5,+2%,
55288,Re-sealed Sonar Array,0.0,+1%,
55289,Well-Made Purifier Unit,0.5,,+2%
55290,Uncorroded Saline Beam,0.5,,+2%
55291,Well-Made Hyperthermal Pump,0.0,+1%,
55292,Reinforced Liquid Ignitors,0.5,,+2%
55293,Efficient Purifier Unit,0.0,+1%,
55294,Uncorroded Pressure Nozzle,0.0,+1%,
55295,Well-Made Purifier Unit,0.0,+1%,
55296,Uncorroded Lux Stabiliser,0.0,+1%,
55297,Efficient Saline Beam,0.0,+1%,
55298,Uncorroded Liquid Ignitors,0.5,,+2%
55299,Well-Made Liquid Ignitors,0.0,+1%,
55300,Re-sealed Sonar Array,1.0,,+3%
55301,Reinforced Saline Beam,0.5,,+2%
55302,Uncorroded Saline Beam,0.0,+1%,
55303,Reinforced Liquid Ignitors,0.5,,+2%
55304,Well-Made Liquid Ignitors,0.5,+2%,
55305,Uncorroded Lux Stabiliser,0.5,+2%,
55306,Well-Made Purifier Unit,1.0,+3%,
55307,Uncorroded Power Array,0.5,+2%,
55308,Re-sealed Hyperthermal Pump,0.5,,+2%
55309,Re-sealed Sonar Array,0.5,+2%,
55310,Re-sealed Sonar Array,0.5,,+2%
55311,Uncorroded Sonar Array,0.5,+2%,
55312,Efficient Ion Coils,0.0,+1%,
55313,Re-sealed Sonic Batteries,0.5,,+2%
55314,Re-sealed Saline Beam,0.0,,+1%
55315,Reinforced Sonic Batteries,0.5,,+2%
55316,Uncorroded Sonic Batteries,0.0,+1%,
55317,Efficient Power Array,1.0,,+3%
55318,Efficient Sonar Array,0.0,+1%,
55319,Efficient Hyperthermal Pump,0.5,+2%,
55320,Efficient Sonic Batteries,0.5,+2%,
55321,Efficient Ion Coils,0.5,+2%,
55322,Efficient Sonic Batteries,0.0,+1%,
55323,Re-sealed Sonic Batteries,0.5,,+2%
55324,Re-sealed Sonar Array,0.5,,+2%
55325,Well-Made Ion Coils,0.5,,+2%
55326,Efficient Pressure Nozzle,0.5,+2%,
55327,Reinforced Sonar Array,0.0,+1%,
55328,Well-Made Sonic Batteries,0.5,,+2%
55329,Well-Made Ion Coils,0.5,,+2%
55330,Reinforced Purifier Unit,0.0,+1%,
55331,Uncorroded Saline Beam,0.5,,+2%
55332,Reinforced Pressure Nozzle,0.5,+2%,
55333,Well-Made Ion Coils,1.0,,+3%
55334,Reinforced Purifier Unit,1.0,,+3%
55335,Reinforced Sonic Batteries,0.5,,+2%
55336,Re-sealed Power Array,0.5,,+2%
55337,Well-Made Sonic Batteries,0.0,+1%,
55338,Reinforced Power Array,0.0,+1%,
55339,Re-sealed Hyperthermal Pump,0.5,,+2%
55340,Re-sealed Pressure Nozzle,0.5,+2%,
55341,Uncorroded Ion Coils,0.0,+1%,
55342,Uncorroded Pressure Nozzle,0.5,,+2%
55343,Well-Made Liquid Ignitors,0.5,,+2%
55344,Reinforced Purifier Unit,1.0,,+3%
55345,Re-sealed Sonar Array,0.0,+1%,
55346,Reinforced Purifier Unit,0.5,+2%,
55347,Well-Made Saline Beam,0.5,,+2%
55348,Well-Made Saline Beam,0.0,+1%,
55349,Uncorroded Purifier Unit,0.5,,+2%
55350,Re-sealed Power Array,0.0,+1%,
55351,Reinforced Lux Stabiliser,0.5,+2%,
55352,Uncorroded Sonic Batteries,0.5,+2%,
55353,Reinforced Lux Stabiliser,0.5,,+2%
55354,Uncorroded Sonic Batteries,0.5,,+2%
55355,Re-sealed Ion Coils,0.0,+1%,
55356,Reinforced Liquid Ignitors,0.5,,+2%
55357,Re-sealed Purifier Unit,0.5,,+2%
55358,Re-sealed Liquid Ignitors,0.0,+1%,
55359,Re-sealed Sonic Batteries,0.5,,+2%
55360,Efficient Purifier Unit,0.5,+2%,
55361,Re-sealed Power Array,0.5,,+2%
55362,Well-Made Purifier Unit,1.0,,+3%
55363,Efficient Lux Stabiliser,0.5,+2%,
55364,Re-sealed Lux Stabiliser,1.0,,+3%
55365,Reinforced Sonic Batteries,0.5,+2%,
55366,Well-Made Sonar Array,0.5,,+2%
55367,Uncorroded Purifier Unit,0.5,+2%,
55368,Uncorroded Purifier Unit,0.0,+1%,
55369,Well-Made Liquid Ignitors,0.0,+1%,
55370,Well-Made Purifier Unit,0.5,+2%,
55371,Reinforced Ion Coils,0.5,,+2%
55372,Uncorroded Saline Beam,0.5,+2%,
55373,Uncorroded Liquid Ignitors,0.5,+2%,
55374,Re-sealed Sonar Array,0.5,,+2%
55375,Well-Made Sonar Array,0.5,,+2%
55376,Uncorroded Saline Beam,0.5,,+2%
55377,Reinforced Pressure Nozzle,0.0,+1%,
55378,Uncorroded Liquid Ignitors,0.0,+1%,
55379,Efficient Lux Stabiliser,1.0,,+3%
55380,Re-sealed Purifier Unit,0.5,+2%,
55381,Uncorroded Pressure Nozzle,0.0,+1%,
55382,Uncorroded Purifier Unit,0.5,+2%,
55383,Well-Made Sonar Array,0.0,+1%,
55384,Reinforced Saline Beam,0.0,+1%,
55385,Efficient Liquid Ignitors,0.5,+2%,
55386,Re-sealed Lux Stabiliser,0.5,,+2%
55387,Well-Made Sonic Batteries,0.5,+2%,
55388,Well-Made Ion Coils,0.5,+2%,
55389,Well-Made Purifier Unit,0.5,,+2%
55390,Efficient Pressure Nozzle,0.0,+1%,
55391,Well-Made Liquid Ignitors,1.0,,+3%
55392,Uncorroded Liquid Ignitors,0.0,+1%,
55393,Uncorroded Lux Stabiliser,0.5,,+2%
55394,Efficient Purifier Unit,0.5,,+2%
55395,Reinforced Ion Coils,0.5,,+2%
55396,Re-sealed Ion Coils,0.0,+1%,
55397,Uncorroded Lux Stabiliser,0.5,+2%,
55398,Uncorroded Purifier Unit,0.5,,+2%
55399,Re-sealed Power Array,0.5,,+2%
55400,Efficient Power Array,0.5,+2%,
55401,Re-sealed Hyperthermal Pump,0.5,,+2%
55402,Uncorroded Sonar Array,0.0,+1%,
55403,Efficient Ion Coils,0.5,,+2%
55404,Well-Made Purifier Unit,0.5,,+2%
55405,Uncorroded Power Array,0.0,+1%,
55406,Uncorroded Sonic Batteries,0.5,+2%,
55407,Well-Made Hyperthermal Pump,0.5,+2%,
55408,Well-Made Power Array,0.0,+1%,
55409,Re-sealed Sonar Array,0.0,+1%,
55410,Re-sealed Saline Beam,1.0,,+3%
55411,Reinforced Hyperthermal Pump,0.0,+1%,
55412,Uncorroded Liquid Ignitors,0.5,,+2%
55413,Reinforced Power Array,0.5,,+2%
55414,Re-sealed Ion Coils,0.5,,+2%
55415,Efficient Hyperthermal Pump,0.5,,+2%
55416,Well-Made Pressure Nozzle,0.5,,+2%
55417,Efficient Purifier Unit,0.0,+1%,
55418,Well-Made Saline Beam,0.5,+2%,
55419,Efficient Saline Beam,0.5,,+2%
55420,Efficient Hyperthermal Pump,0.0,+1%,
55421,Uncorroded Saline Beam,0.0,+1%,
55422,Reinforced Lux Stabiliser,1.0,,+3%
55423,Reinforced Lux Stabiliser,0.0,+1%,
55424,Reinforced Liquid Ignitors,0.5,+2%,
55425,Well-Made Liquid Ignitors,0.5,,+2%
55426,Re-sealed Ion Coils,0.5,+2%,
55427,Re-sealed Power Array,0.5,,+2%
55428,Uncorroded Lux Stabiliser,0.5,,+2%
55429,Well-Made Sonar Array,0.5,+2%,
55430,Re-sealed Sonic Batteries,0.5,,+2%
55431,Uncorroded Pressure Nozzle,0.0,+1%,
55432,Efficient Lux Stabiliser,0.0,+1%,
55433,Reinforced Sonic Batteries,0.5,+2%,
55434,Re-sealed Purifier Unit,0.0,+1%,
55435,Efficient Ion Coils,1.0,+3%,
55436,Efficient Liquid Ignitors,0.5,+2%,
55437,Re-sealed Hyperthermal Pump,1.0,+3%,
55438,Well-Made Sonic Batteries,0.0,+1%,
55439,Reinforced Ion Coils,1.0,,+3%
55440,Re-sealed Saline Beam,0.5,,+2%
55441,Re-sealed Sonic Batteries,0.0,+1%,
55442,Efficient Liquid Ignitors,0.5,,+2%
55443,Efficient Lux Stabiliser,0.5,+2%,
55444,Reinforced Ion Coils,0.5,,+2%
55445,Re-sealed Sonar Array,0.5,,+2%
55446,Well-Made Ion Coils,0.0,,+1%
55447,Uncorroded Liquid Ignitors,0.5,,+2%
55448,Well-Made Pressure Nozzle,0.0,+1%,
55449,Reinforced Ion Coils,0.5,,+2%
55450,Well-Made Liquid Ignitors,0.0,+1%,
55451,Efficient Sonar Array,0.5,,+2%
55452,Reinforced Sonar Array,0.5,,+2%
55453,Efficient Ion Coils,0.0,+1%,
55454,Reinforced Sonar Array,0.5,,+2%
55455,Uncorroded Sonic Batteries,0.0,+1%,
55456,Well-Made Pressure Nozzle,1.0,,+3%
55457,Reinforced Purifier Unit,0.0,+1%,
55458,Efficient Saline Beam,1.0,,+3%
55459,Efficient Sonic Batteries,0.5,,+2%
55460,Reinforced Purifier Unit,0.5,+2%,
55461,Well-Made Pressure Nozzle,0.5,,+2%
55462,Uncorroded Sonar Array,0.5,,+2%
55463,Efficient Pressure Nozzle,0.5,,+2%
55464,Uncorroded Power Array,0.5,+2%,
55465,Uncorroded Lux Stabiliser,0.0,+1%,
55466,Reinforced Sonar Array,0.5,+2%,
55467,Well-Made Lux Stabiliser,0.5,,+2%
55468,Efficient Ion Coils,0.0,+1%,
55469,Re-sealed Sonic Batteries,0.5,+2%,
55470,Efficient Power Array,0.5,,+2%
55471,Re-sealed Sonar Array,0.5,,+2%
55472,Uncorroded Pressure Nozzle,0.5,+2%,
55473,Efficient Sonic Batteries,1.0,,+3%
55474,Uncorroded Ion Coils,1.0,,+3%
55475,Re-sealed Saline Beam,1.0,+3%,
55476,Efficient Ion Coils,0.5,,+2%
55477,Efficient Power Array,0.5,,+2%
55478,Uncorroded Hyperthermal Pump,0.5,+2%,
55479,Reinforced Saline Beam,0.5,,+2%
55480,Re-sealed Hyperthermal Pump,0.5,+2%,
55481,Well-Made Sonic Batteries,0.5,,+2%
55482,Efficient Hyperthermal Pump,0.0,+1%,
55483,Uncorroded Sonic Batteries,0.5,+2%,
55484,Reinforced Lux Stabiliser,0.5,,+2%
55485,Uncorroded Liquid Ignitors,0.0,+1%,
55486,Re-sealed Pressure Nozzle,1.0,+3%,
55487,Re-sealed Pressure Nozzle,0.0,+1%,
55488,Re-sealed Ion Coils,0.5,+2%,
55489,Reinforced Power Array,0.5,,+2%
55490,Uncorroded Saline Beam,1.0,,+3%
55491,Re-sealed Pressure Nozzle,0.5,,+2%
55492,Reinforced Sonar Array,1.0,+3%,
55493,Uncorroded Liquid Ignitors,0.5,,+2%
55494,Uncorroded Liquid Ignitors,0.0,+1%,
55495,Efficient Saline Beam,0.5,,+2%
55496,Uncorroded Power Array,0.5,,+2%
55497,Re-sealed Ion Coils,0.5,,+2%
55498,Efficient Power Array,0.0,+1%,
55499,Efficient Lux Stabiliser,0.5,+2%,
55500,Uncorroded Purifier Unit,0.0,+1%,
55501,Uncorroded Power Array,1.0,,+3%
55502,Well-Made Saline Beam,0.5,+2%,
55503,Reinforced Liquid Ignitors,0.5,,+2%
55504,Efficient Lux Stabiliser,0.0,+1%,
55505,Uncorroded Pressure Nozzle,0.5,+2%,
55506,Uncorroded Sonic Batteries,0.0,+1%,
55507,Well-Made Ion Coils,0.0,+1%,
55508,Re-sealed Sonic Batteries,0.0,+1%,
55509,Reinforced Liquid Ignitors,0.0,+1%,
55510,Re-sealed Saline Beam,0.5,,+2%
55511,Uncorroded Power Array,0.5,+2%,
55512,Reinforced Liquid Ignitors,0.5,,+2%
55513,Reinforced Liquid Ignitors,0.5,+2%,
55514,Efficient Liquid Ignitors,0.5,,+2%
55515,Well-Made Sonar Array,0.5,+2%,
55516,Efficient Pressure Nozzle,1.0,+3%,
55517,Re-sealed Pressure Nozzle,0.0,+1%,
55518,Re-sealed Ion Coils,0.0,+1%,
55519,Re-sealed Ion Coils,0.5,+2%,
55520,Reinforced Saline Beam,0.5,,+2%
55521,Well-Made Saline Beam,0.5,,+2%
55522,Efficient Power Array,0.5,,+2%
55523,Well-Made Ion Coils,0.5,,+2%
55524,Reinforced Pressure Nozzle,0.5,,+2%
55525,Efficient Pressure Nozzle,1.0,,+3%
55526,Re-sealed Liquid Ignitors,1.0,,+3%
55527,Efficient Hyperthermal Pump,0.5,,+2%
55528,Well-Made Liquid Ignitors,1.0,,+3%
55529,Well-Made Lux Stabiliser,0.5,,+2%
55530,Efficient Lux Stabiliser,0.0,+1%,
55531,Reinforced Lux Stabiliser,1.0,,+3%
55532,Uncorroded Hyperthermal Pump,0.5,,+2%
55533,Uncorroded Power Array,0.5,,+2%
55534,Re-sealed Pressure Nozzle,0.5,,+2%
55535,Efficient Hyperthermal Pump,0.0,+1%,
55536,Efficient Purifier Unit,0.5,,+2%
55537,Reinforced Sonic Batteries,0.0,+1%,
55538,Uncorroded Sonic Batteries,0.0,+1%,
55539,Uncorroded Lux Stabiliser,0.5,,+2%
55540,Uncorroded Lux Stabiliser,0.5,+2%,
55541,Well-Made Power Array,0.5,,+2%
55542,Re-sealed Pressure Nozzle,0.0,+1%,
55543,Well-Made Power Array,0.0,+1%,
55544,Well-Made Lux Stabiliser,0.0,+1%,
55545,Uncorroded Saline Beam,0.5,+2%,
55546,Uncorroded Liquid Ignitors,0.5,+2%,
55547,Uncorroded Hyperthermal Pump,0.5,+2%,
55548,Well-Made Pressure Nozzle,0.0,+1%,
55549,Re-sealed Sonic Batteries,0.5,,+2%
55550,Well-Made Sonic Batteries,0.0,+1%,
55551,Well-Made Sonar Array,0.5,,+2%
55552,Uncorroded Hyperthermal Pump,0.0,+1%,
55553,Re-sealed Power Array,0.5,,+2%
55554,Reinforced Liquid Ignitors,0.0,+1%,
55555,Well-Made Power Array,0.5,,+2%
55556,Reinforced Sonic Batteries,0.5,,+2%
55557,Efficient Hyperthermal Pump,0.0,+1%,
55558,Uncorroded Lux Stabiliser,0.5,+2%,
55559,Efficient Sonar Array,0.0,+1%,
55560,Efficient Pressure Nozzle,0.5,,+2%
55561,Well-Made Hyperthermal Pump,0.5,,+2%
55562,Re-sealed Pressure Nozzle,1.0,,+3%
55563,Reinforced Purifier Unit,0.0,+1%,
55564,Efficient Ion Coils,0.5,,+2%
55565,Re-sealed Sonar Array,0.0,+1%,
55566,Well-Made Saline Beam,0.5,,+2%
55567,Reinforced Pressure Nozzle,0.0,+1%,
55568,Efficient Sonar Array,0.0,+1%,
55569,Uncorroded Ion Coils,0.0,,+1%
55570,Efficient Ion Coils,0.5,+2%,
55571,Well-Made Hyperthermal Pump,1.0,+3%,
55572,Well-Made Ion Coils,1.0,,+3%
55573,Re-sealed Purifier Unit,0.5,,+2%
55574,Uncorroded Hyperthermal Pump,0.5,+2%,
55575,Re-sealed Pressure Nozzle,0.5,+2%,
55576,Uncorroded Sonic Batteries,0.0,+1%,
55577,Uncorroded Ion Coils,0.5,,+2%
55578,Efficient Lux Stabiliser,0.5,,+2%
55579,Uncorroded Lux Stabiliser,1.0,,+3%
55580,Efficient Sonic Batteries,1.0,+3%,
55581,Efficient Sonar Array,1.0,,+3%
55582,Efficient Saline Beam,0.5,,+2%
55583,Well-Made Lux Stabiliser,0.0,+1%,
55584,Uncorroded Lux Stabiliser,0.0,+1%,
55585,Efficient Ion Coils,0.5,,+2%
55586,Uncorroded Hyperthermal Pump,0.0,+1%,
55587,Well-Made Sonar Array,0.0,+1%,
55588,Efficient Pressure Nozzle,0.5,,+2%
55589,Uncorroded Liquid Ignitors,0.5,,+2%
55590,Well-Made Purifier Unit,0.5,,+2%
55591,Reinforced Ion Coils,1.0,,+3%
55592,Well-Made Ion Coils,0.5,,+2%
55593,Reinforced Hyperthermal Pump,0.5,+2%,
55594,Reinforced Hyperthermal Pump,1.0,+3%,
55595,Efficient Hyperthermal Pump,0.5,,+2%
55596,Re-sealed Lux Stabiliser,1.0,+3%,
55597,Uncorroded Hyperthermal Pump,0.0,,+1%
55598,Well-Made Ion Coils,0.5,,+2%
55599,Re-sealed Ion Coils,0.0,,+1%
55600,Efficient Ion Coils,0.5,,+2%
55601,Re-sealed Saline Beam,0.0,+1%,
55602,Efficient Saline Beam,0.0,+1%,
55603,Re-sealed Saline Beam,0.0,+1%,
