sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunHeatTime,Vehicle_GunRate
43926,Copper Injectors,0.25,,,+2%
43927,Reinforced Plating,0.125,,+2%,
43928,Well-Made Accelerator,0.25,+2%,,
43929,Well-Made Generator Unit,0.125,,+2%,
43930,Copper Core,0.0,+1%,,
43931,Reinforced Stabiliser,0.344,,+2%,+2%
43932,Additional Stabiliser,0.5,,+5%,
43933,Backup Capacitors,0.25,+2%,,
43934,Additional Plating,0.25,+2%,,
43935,Reinforced Accelerator,0.375,,+4%,
43936,Copper Generator Unit,0.25,,,+2%
43937,Backup Core,0.125,,+2%,
43938,Well-Made Capacitors,0.375,,+4%,
43939,Copper Core,0.25,,,+2%
43940,Reinforced Core,0.0,+1%,,
43941,Copper Mass Chamber,0.25,,,+2%
43942,Well-Made Plating,0.5,+2%,,+2%
43943,Backup Magnets,0.125,,+2%,
43944,Well-Made Stabiliser,0.25,+2%,,
43945,Well-Made Recycler,0.688,,+3%,+3%
43946,Reinforced Mass Chamber,0.25,,+3%,
43947,Copper Mass Chamber,0.25,,,+2%
43948,Well-Made Magnets,0.75,+2%,,+3%
43949,Additional Stabiliser,0.344,+2%,+2%,
43950,Additional Generator Unit,0.469,+1%,+4%,
43951,Additional Stabiliser,0.25,+2%,,
43952,Additional Mass Chamber,0.5,,,+3%
43953,Well-Made Mass Chamber,0.0,+1%,,
43954,Reinforced Generator Unit,0.0,+1%,,
43955,Additional Generator Unit,0.25,+2%,,
43956,Additional Recycler,0.0,+1%,,
43957,Additional Accelerator,0.25,,,+2%
43958,Copper Recycler,0.125,,+2%,
43959,Additional Mass Chamber,0.5,,,+3%
43960,Reinforced Capacitors,0.344,,+2%,+2%
43961,Reinforced Magnets,0.0,+1%,,
43962,Additional Generator Unit,0.0,+1%,,
43963,Reinforced Recycler,0.812,,+5%,+2%
43964,Copper Generator Unit,0.812,,+5%,+2%
43965,Additional Magnets,0.25,,,+2%
43966,Well-Made Plating,0.5,,,+3%
43967,Backup Plating,0.5,,+3%,+2%
43968,Backup Capacitors,0.0,+1%,,
43969,Backup Core,0.25,+1%,,+2%
43970,Backup Capacitors,0.25,,+3%,
43971,Additional Stabiliser,0.25,,+3%,
43972,Well-Made Mass Chamber,0.125,,+2%,
43973,Well-Made Accelerator,0.5,+3%,,
43974,Backup Magnets,0.25,,,+2%
43975,Copper Capacitors,0.812,+2%,+5%,
43976,Copper Plating,0.25,+2%,,
43977,Well-Made Recycler,0.0,+1%,,
43978,Additional Core,0.344,,+2%,+2%
43979,Copper Injectors,0.125,,+2%,
43980,Well-Made Generator Unit,0.156,+1%,+2%,
43981,Well-Made Stabiliser,0.25,,,+2%
43982,Well-Made Injectors,0.125,,+2%,
43983,Copper Recycler,0.125,,+2%,
43984,Copper Generator Unit,0.25,,,+2%
43985,Well-Made Recycler,0.5,,+5%,
43986,Well-Made Mass Chamber,0.25,+1%,,+2%
43987,Backup Core,0.812,,+5%,+2%
43988,Well-Made Core,0.25,+1%,,+2%
43989,Copper Injectors,0.25,+2%,,
43990,Reinforced Recycler,0.0,+1%,,
43991,Backup Magnets,0.25,+2%,,
43992,Copper Generator Unit,0.0,+1%,,
43993,Additional Recycler,0.0,+1%,,
43994,Copper Magnets,0.25,+1%,,+2%
43995,Well-Made Core,0.125,,+2%,
43996,Additional Accelerator,0.5,,,+3%
43997,Reinforced Accelerator,0.5,+1%,,+3%
43998,Additional Mass Chamber,0.5,,,+3%
43999,Reinforced Plating,0.0,+1%,,
44000,Reinforced Recycler,1.0,,+5%,+3%
44001,Backup Mass Chamber,0.25,+2%,,
44002,Additional Generator Unit,0.25,,,+2%
44003,Well-Made Capacitors,0.25,,,+2%
44004,Backup Accelerator,0.375,,+4%,
44005,Reinforced Accelerator,0.25,,,+2%
44006,Copper Plating,0.25,+1%,,+2%
44007,Well-Made Recycler,0.5,+1%,,+3%
44008,Backup Accelerator,0.5,,+5%,
44009,Backup Recycler,0.25,,+3%,
44010,Backup Magnets,0.25,+2%,,
44011,Reinforced Injectors,0.5,+2%,,+2%
44012,Copper Core,0.656,,+4%,+2%
44013,Backup Mass Chamber,0.156,+1%,+2%,
44014,Backup Plating,0.312,+1%,+3%,
44015,Backup Plating,0.469,+1%,+4%,
44016,Reinforced Core,0.125,,+2%,
44017,Well-Made Capacitors,0.25,+2%,,
44018,Reinforced Magnets,0.25,+1%,,+2%
44019,Additional Accelerator,0.5,,,+3%
44020,Copper Generator Unit,0.25,,,+2%
44021,Copper Injectors,0.125,,+2%,
44022,Backup Plating,0.25,+2%,,
44023,Well-Made Injectors,0.25,+2%,,
44024,Copper Capacitors,0.5,,,+3%
44025,Backup Capacitors,0.656,,+4%,+2%
44026,Additional Magnets,0.125,,+2%,
44027,Well-Made Accelerator,0.625,+1%,+5%,
44028,Additional Capacitors,0.25,+1%,,+2%
44029,Reinforced Accelerator,0.125,,+2%,
44030,Additional Magnets,0.812,+2%,+5%,
44031,Copper Magnets,0.25,,+3%,
44032,Well-Made Core,0.5,,,+3%
44033,Additional Plating,0.344,,+2%,+2%
44034,Well-Made Plating,0.5,+3%,,
44035,Reinforced Magnets,0.5,,,+3%
44036,Additional Recycler,0.344,,+2%,+2%
44037,Reinforced Accelerator,0.5,+2%,,+2%
44038,Additional Injectors,0.5,+3%,,
44039,Copper Capacitors,0.5,,+5%,
44040,Well-Made Plating,0.25,+1%,,+2%
44041,Backup Generator Unit,0.25,,+3%,
44042,Well-Made Core,0.0,+1%,,
44043,Reinforced Stabiliser,0.125,,+2%,
44044,Reinforced Magnets,0.125,,+2%,
44045,Well-Made Core,0.312,+1%,+3%,
44046,Copper Recycler,0.344,+2%,+2%,
44047,Well-Made Generator Unit,0.375,,+4%,
44048,Additional Accelerator,0.5,+1%,,+3%
44049,Well-Made Mass Chamber,0.125,,+2%,
44050,Additional Capacitors,0.25,,,+2%
44051,Copper Core,0.25,,,+2%
44052,Additional Generator Unit,0.25,+2%,,
44053,Copper Capacitors,0.5,,,+3%
44054,Reinforced Stabiliser,0.25,,,+2%
44055,Well-Made Magnets,0.656,,+4%,+2%
44056,Copper Capacitors,0.25,+1%,,+2%
44057,Additional Magnets,0.25,,,+2%
44058,Copper Core,0.25,,,+2%
44059,Well-Made Magnets,0.25,+2%,,
44060,Copper Accelerator,0.75,+2%,,+3%
44061,Backup Recycler,0.25,,,+2%
44062,Copper Capacitors,0.25,+2%,,
44063,Reinforced Mass Chamber,0.0,+1%,,
44064,Copper Magnets,0.0,+1%,,
44065,Additional Accelerator,0.25,+1%,,+2%
44066,Additional Stabiliser,0.25,+2%,,
44067,Well-Made Core,0.0,+1%,,
44068,Backup Recycler,0.5,+1%,,+3%
44069,Reinforced Magnets,0.156,+1%,+2%,
44070,Well-Made Core,0.5,,+3%,+2%
44071,Well-Made Injectors,0.5,,+3%,+2%
44072,Reinforced Stabiliser,0.0,+1%,,
44073,Additional Capacitors,0.5,,,+3%
44074,Backup Recycler,0.844,,+4%,+3%
44075,Additional Plating,0.125,,+2%,
44076,Additional Stabiliser,0.25,+2%,,
44077,Backup Capacitors,0.125,,+2%,
44078,Backup Plating,0.5,,+5%,
44079,Backup Magnets,0.25,,,+2%
44080,Copper Generator Unit,0.25,+2%,,
44081,Well-Made Core,0.25,+2%,,
44082,Additional Recycler,0.125,,+2%,
44083,Additional Injectors,0.25,,,+2%
44084,Backup Core,0.5,,+3%,+2%
44085,Reinforced Mass Chamber,0.344,,+2%,+2%
44086,Copper Plating,0.125,,+2%,
44087,Well-Made Accelerator,0.25,,,+2%
44088,Well-Made Mass Chamber,0.25,+2%,,
44089,Backup Injectors,0.125,,+2%,
44090,Reinforced Injectors,0.5,+3%,,
44091,Copper Accelerator,0.0,+1%,,
44092,Reinforced Stabiliser,0.25,+2%,,
44093,Copper Stabiliser,0.125,,+2%,
44094,Backup Capacitors,0.25,+2%,,
44095,Copper Mass Chamber,0.375,,+4%,
44096,Backup Core,0.0,+1%,,
44097,Reinforced Plating,0.25,+1%,,+2%
44098,Reinforced Capacitors,0.0,+1%,,
44099,Reinforced Generator Unit,0.688,,+3%,+3%
44100,Reinforced Mass Chamber,0.25,,+3%,
44101,Backup Plating,0.25,+2%,,
44102,Backup Mass Chamber,0.25,,,+2%
44103,Backup Capacitors,0.5,,,+3%
44104,Backup Stabiliser,0.5,,+5%,
44105,Well-Made Accelerator,0.25,,,+2%
44106,Copper Capacitors,0.469,+1%,+4%,
44107,Well-Made Capacitors,0.375,,+4%,
44108,Reinforced Magnets,0.25,,,+2%
44109,Copper Generator Unit,0.125,,+2%,
44110,Backup Plating,0.0,+1%,,
44111,Well-Made Accelerator,0.5,,+3%,+2%
44112,Well-Made Recycler,0.5,,+5%,
44113,Copper Stabiliser,0.5,+2%,,+2%
44114,Well-Made Plating,0.25,+2%,,
44115,Copper Recycler,0.688,,+3%,+3%
44116,Additional Stabiliser,0.5,+2%,,+2%
44117,Well-Made Capacitors,0.75,+2%,,+3%
44118,Additional Plating,0.5,,,+3%
44119,Copper Magnets,0.25,+2%,,
44120,Backup Capacitors,0.0,+1%,,
44121,Additional Magnets,0.25,,,+2%
44122,Copper Accelerator,0.5,,+5%,
44123,Reinforced Stabiliser,0.25,+2%,,
44124,Copper Stabiliser,0.5,,,+3%
44125,Backup Magnets,0.5,,,+3%
44126,Copper Injectors,0.0,+1%,,
44127,Copper Plating,0.125,,+2%,
44128,Copper Accelerator,0.375,,+4%,
44129,Copper Recycler,0.25,,,+2%
44130,Additional Accelerator,0.75,+2%,,+3%
44131,Additional Injectors,0.25,+2%,,
44132,Additional Injectors,0.25,+2%,,
44133,Backup Generator Unit,0.125,,+2%,
44134,Backup Injectors,0.25,+2%,,
44135,Additional Stabiliser,0.5,,,+3%
44136,Additional Magnets,0.0,+1%,,
44137,Reinforced Capacitors,0.25,+2%,,
44138,Additional Generator Unit,0.344,,+2%,+2%
44139,Additional Core,0.0,+1%,,
44140,Reinforced Capacitors,0.5,,+5%,
44141,Reinforced Core,0.156,+1%,+2%,
44142,Copper Capacitors,0.5,,,+3%
44143,Well-Made Magnets,0.125,,+2%,
44144,Reinforced Stabiliser,0.25,,+3%,
44145,Copper Injectors,0.344,,+2%,+2%
44146,Copper Mass Chamber,0.0,+1%,,
44147,Copper Stabiliser,0.25,,,+2%
44148,Backup Stabiliser,0.0,+1%,,
44149,Backup Mass Chamber,0.25,+2%,,
44150,Well-Made Generator Unit,0.25,+1%,,+2%
44151,Well-Made Generator Unit,0.125,,+2%,
44152,Additional Core,0.25,,,+2%
44153,Well-Made Core,0.531,+3%,+2%,
44154,Reinforced Plating,0.125,,+2%,
44155,Reinforced Core,0.25,,,+2%
44156,Copper Core,0.812,,+5%,+2%
44157,Reinforced Generator Unit,0.25,,+3%,
44158,Well-Made Mass Chamber,0.5,,,+3%
44159,Reinforced Injectors,0.5,,,+3%
44160,Backup Capacitors,0.5,,,+3%
44161,Well-Made Capacitors,0.25,+2%,,
44162,Additional Recycler,0.125,,+2%,
44163,Copper Mass Chamber,0.25,+2%,,
44164,Backup Recycler,0.25,,,+2%
44165,Backup Magnets,0.0,+1%,,
44166,Well-Made Core,0.25,,,+2%
44167,Additional Injectors,0.0,+1%,,
44168,Reinforced Generator Unit,0.156,+1%,+2%,
44169,Well-Made Plating,0.5,+2%,,+2%
44170,Backup Generator Unit,0.812,+2%,+5%,
44171,Well-Made Stabiliser,0.344,,+2%,+2%
44172,Copper Plating,0.156,+1%,+2%,
44173,Copper Plating,0.25,,,+2%
44174,Backup Recycler,0.5,,+3%,+2%
44175,Backup Generator Unit,0.5,+2%,+3%,
44176,Reinforced Core,0.25,,+3%,
44177,Well-Made Stabiliser,0.25,+1%,,+2%
44178,Well-Made Generator Unit,0.344,,+2%,+2%
44179,Copper Injectors,0.344,,+2%,+2%
44180,Backup Recycler,0.0,+1%,,
44181,Reinforced Capacitors,0.344,,+2%,+2%
44182,Backup Mass Chamber,0.5,+2%,+3%,
44183,Well-Made Stabiliser,0.25,,,+2%
44184,Reinforced Stabiliser,0.5,+1%,,+3%
44185,Copper Mass Chamber,0.25,+2%,,
44186,Additional Mass Chamber,0.5,,,+3%
44187,Well-Made Mass Chamber,0.125,,+2%,
44188,Well-Made Injectors,0.25,+2%,,
44189,Copper Plating,0.625,+1%,+5%,
44190,Copper Stabiliser,0.25,,,+2%
44191,Reinforced Plating,0.5,,+3%,+2%
44192,Copper Injectors,0.375,,+4%,
44193,Reinforced Stabiliser,0.25,,,+2%
44194,Additional Plating,0.5,,,+3%
44195,Well-Made Plating,0.125,,+2%,
44196,Well-Made Accelerator,0.25,+2%,,
44197,Reinforced Mass Chamber,0.25,,,+2%
44198,Reinforced Plating,0.0,+1%,,
44199,Copper Accelerator,0.25,+1%,,+2%
44200,Copper Core,0.125,,+2%,
44201,Copper Accelerator,0.375,,+4%,
44202,Well-Made Mass Chamber,0.5,+2%,+3%,
44203,Copper Core,0.0,+1%,,
44204,Copper Magnets,0.125,,+2%,
44205,Reinforced Core,0.25,,,+2%
44206,Backup Core,0.469,+1%,+4%,
44207,Reinforced Core,0.344,,+2%,+2%
44208,Copper Magnets,0.531,,+2%,+3%
44209,Copper Capacitors,0.812,,+5%,+2%
44210,Well-Made Capacitors,0.656,+2%,+4%,
44211,Reinforced Stabiliser,0.125,,+2%,
44212,Well-Made Stabiliser,0.312,+1%,+3%,
44213,Well-Made Mass Chamber,0.25,+2%,,
44214,Copper Plating,0.375,,+4%,
44215,Well-Made Plating,0.375,,+4%,
44216,Reinforced Generator Unit,0.25,+2%,,
44217,Backup Stabiliser,0.5,,,+3%
44218,Well-Made Stabiliser,0.0,+1%,,
44219,Well-Made Plating,0.375,,+4%,
44220,Copper Capacitors,0.156,+1%,+2%,
44221,Additional Recycler,0.25,+2%,,
44222,Reinforced Recycler,0.5,,,+3%
44223,Additional Accelerator,0.5,+2%,,+2%
44224,Reinforced Recycler,0.125,,+2%,
44225,Additional Recycler,0.0,+1%,,
44226,Additional Capacitors,0.5,+1%,,+3%
44227,Well-Made Core,0.25,,+3%,
44228,Well-Made Mass Chamber,0.25,,,+2%
44229,Additional Stabiliser,1.0,,+5%,+3%
44230,Well-Made Plating,0.125,,+2%,
44231,Additional Generator Unit,0.25,+1%,,+2%
44232,Backup Mass Chamber,0.0,+1%,,
44233,Backup Capacitors,0.0,+1%,,
44234,Well-Made Magnets,0.156,+1%,+2%,
44235,Backup Plating,0.25,+2%,,
44236,Backup Core,0.344,,+2%,+2%
44237,Well-Made Injectors,0.5,+2%,,+2%
44238,Reinforced Plating,0.125,,+2%,
44239,Copper Injectors,0.25,+2%,,
44240,Additional Capacitors,0.0,+1%,,
44241,Reinforced Injectors,0.25,+2%,,
44242,Backup Plating,0.5,,,+3%
44243,Backup Injectors,0.344,,+2%,+2%
44244,Backup Capacitors,0.5,,,+3%
44245,Backup Mass Chamber,0.5,,,+3%
44246,Backup Recycler,0.5,,,+3%
44247,Copper Generator Unit,0.5,,+5%,
44248,Well-Made Magnets,0.156,+1%,+2%,
44249,Copper Injectors,0.656,,+4%,+2%
44250,Additional Accelerator,0.25,+2%,,
44251,Copper Magnets,0.5,+2%,,+2%
44252,Additional Capacitors,0.5,,,+3%
44253,Additional Generator Unit,0.25,+2%,,
44254,Backup Core,0.5,,,+3%
44255,Additional Core,0.25,+2%,,
44256,Copper Capacitors,0.5,,+3%,+2%
44257,Copper Magnets,0.25,+2%,,
44258,Reinforced Magnets,0.25,,,+2%
44259,Copper Stabiliser,0.25,+2%,,
44260,Well-Made Stabiliser,0.125,,+2%,
44261,Additional Stabiliser,0.0,+1%,,
44262,Backup Stabiliser,0.0,+1%,,
44263,Backup Magnets,0.344,,+2%,+2%
44264,Reinforced Accelerator,0.25,+2%,,
44265,Copper Core,0.5,,+5%,
44266,Backup Plating,0.5,,,+3%
44267,Reinforced Injectors,0.25,+2%,,
44268,Copper Core,0.25,,+3%,
44269,Backup Magnets,0.0,+1%,,
44270,Reinforced Accelerator,0.375,,+4%,
44271,Reinforced Magnets,0.25,,,+2%
44272,Reinforced Stabiliser,0.0,+1%,,
44273,Additional Recycler,0.25,,,+2%
44274,Reinforced Magnets,0.844,,+4%,+3%
44275,Backup Mass Chamber,0.25,,,+2%
44276,Backup Capacitors,0.5,+2%,,+2%
44277,Additional Magnets,0.5,+2%,+3%,
44278,Backup Plating,0.125,,+2%,
44279,Well-Made Magnets,0.125,,+2%,
44280,Additional Capacitors,0.75,+2%,,+3%
44281,Reinforced Generator Unit,0.156,+1%,+2%,
44282,Backup Core,0.25,,,+2%
44283,Well-Made Generator Unit,0.125,,+2%,
44284,Copper Generator Unit,0.375,,+4%,
44285,Reinforced Injectors,0.25,+2%,,
44286,Reinforced Accelerator,0.75,+3%,,+2%
44287,Backup Injectors,0.25,+2%,,
44288,Additional Recycler,0.25,+2%,,
44289,Backup Stabiliser,0.25,,,+2%
44290,Reinforced Stabiliser,0.25,,,+2%
44291,Additional Capacitors,0.125,,+2%,
44292,Copper Generator Unit,0.125,,+2%,
44293,Copper Capacitors,0.25,+1%,,+2%
44294,Copper Core,0.375,,+4%,
44295,Additional Plating,0.5,+3%,,
44296,Reinforced Generator Unit,0.25,,,+2%
44297,Additional Magnets,0.25,,,+2%
44298,Backup Stabiliser,0.5,+1%,,+3%
44299,Backup Capacitors,0.25,+1%,,+2%
44300,Copper Recycler,0.25,,+3%,
44301,Reinforced Injectors,0.0,+1%,,
44302,Additional Mass Chamber,0.5,+2%,,+2%
44303,Additional Generator Unit,0.0,+1%,,
44304,Reinforced Core,0.25,+2%,,
44305,Copper Capacitors,0.25,,+3%,
44306,Well-Made Capacitors,0.125,,+2%,
44307,Backup Generator Unit,0.656,,+4%,+2%
44308,Well-Made Stabiliser,0.5,,+3%,+2%
44309,Backup Generator Unit,0.344,,+2%,+2%
44310,Additional Plating,0.0,+1%,,
44311,Reinforced Stabiliser,0.25,+1%,,+2%
44312,Reinforced Plating,0.375,,+4%,
44313,Copper Recycler,0.0,+1%,,
44314,Backup Mass Chamber,0.25,,,+2%
44315,Reinforced Injectors,0.375,,+4%,
44316,Well-Made Recycler,0.344,,+2%,+2%
44317,Reinforced Injectors,0.25,,,+2%
44318,Additional Plating,0.5,+2%,,+2%
44319,Backup Injectors,0.25,,+3%,
44320,Copper Generator Unit,0.25,+2%,,
44321,Additional Plating,0.25,,,+2%
44322,Copper Accelerator,0.25,+2%,,
44323,Copper Core,0.25,,,+2%
44324,Well-Made Stabiliser,0.656,+2%,+4%,
44325,Well-Made Mass Chamber,0.25,+1%,,+2%
44326,Well-Made Core,0.25,+2%,,
44327,Reinforced Generator Unit,0.25,+1%,,+2%
44328,Backup Injectors,0.156,+1%,+2%,
44329,Additional Generator Unit,0.0,+1%,,
44330,Additional Injectors,0.125,,+2%,
44331,Reinforced Plating,0.0,+1%,,
44332,Well-Made Plating,0.0,+1%,,
44333,Backup Accelerator,0.25,+2%,,
44334,Backup Core,0.0,+1%,,
44335,Additional Capacitors,0.344,+2%,+2%,
44336,Copper Accelerator,0.5,+2%,,+2%
44337,Backup Magnets,0.25,+2%,,
44338,Copper Capacitors,0.156,+1%,+2%,
44339,Additional Recycler,0.25,,,+2%
44340,Additional Capacitors,0.5,+2%,,+2%
44341,Well-Made Accelerator,0.125,,+2%,
44342,Copper Magnets,0.0,+1%,,
44343,Copper Injectors,0.25,+2%,,
44344,Well-Made Recycler,0.0,+1%,,
44345,Additional Generator Unit,0.25,,,+2%
44346,Reinforced Capacitors,0.5,,,+3%
44347,Copper Stabiliser,0.75,+2%,,+3%
44348,Copper Capacitors,0.125,,+2%,
44349,Backup Capacitors,0.25,,,+2%
44350,Additional Injectors,0.25,,,+2%
44351,Well-Made Core,0.0,+1%,,
44352,Reinforced Capacitors,0.5,+2%,,+2%
44353,Reinforced Generator Unit,0.125,,+2%,
44354,Well-Made Injectors,0.75,+2%,,+3%
44355,Reinforced Capacitors,0.125,,+2%,
44356,Backup Magnets,0.0,+1%,,
44357,Backup Plating,0.375,,+4%,
44358,Additional Accelerator,0.5,+2%,+3%,
44359,Additional Generator Unit,0.469,+1%,+4%,
44360,Well-Made Magnets,0.0,+1%,,
44361,Reinforced Injectors,0.25,+2%,,
44362,Backup Plating,0.375,,+4%,
44363,Reinforced Plating,0.125,,+2%,
44364,Reinforced Recycler,0.375,,+4%,
44365,Backup Magnets,0.5,+2%,,+2%
44366,Backup Plating,0.125,,+2%,
44367,Backup Magnets,0.5,+3%,,
44368,Reinforced Capacitors,0.312,+1%,+3%,
44369,Well-Made Core,0.25,,,+2%
44370,Additional Stabiliser,0.375,,+4%,
44371,Additional Capacitors,0.25,,,+2%
44372,Copper Stabiliser,0.656,,+4%,+2%
44373,Copper Injectors,0.125,,+2%,
44374,Well-Made Capacitors,0.156,+1%,+2%,
44375,Well-Made Recycler,0.25,,,+2%
44376,Copper Magnets,0.0,+1%,,
44377,Backup Recycler,0.0,+1%,,
44378,Copper Generator Unit,0.25,+2%,,
44379,Reinforced Generator Unit,0.0,+1%,,
44380,Backup Stabiliser,0.656,+2%,+4%,
44381,Reinforced Accelerator,0.25,,,+2%
44382,Reinforced Magnets,0.5,,,+3%
44383,Copper Accelerator,0.656,+2%,+4%,
44384,Well-Made Generator Unit,0.312,+1%,+3%,
44385,Backup Accelerator,0.5,+2%,+3%,
44386,Well-Made Accelerator,0.25,+2%,,
44387,Copper Recycler,0.25,+1%,,+2%
44388,Reinforced Mass Chamber,0.0,+1%,,
44389,Well-Made Capacitors,0.0,+1%,,
44390,Additional Magnets,0.25,+1%,,+2%
44391,Reinforced Accelerator,0.0,+1%,,
44392,Copper Recycler,0.5,,,+3%
44393,Reinforced Magnets,0.344,+2%,+2%,
44394,Backup Plating,0.25,+1%,,+2%
44395,Additional Plating,0.5,+2%,,+2%
44396,Additional Generator Unit,0.125,,+2%,
44397,Reinforced Generator Unit,0.25,,+3%,
44398,Copper Stabiliser,0.25,+2%,,
44399,Reinforced Magnets,0.25,,,+2%
44400,Copper Injectors,0.5,,,+3%
44401,Well-Made Plating,0.0,+1%,,
44402,Copper Core,0.0,+1%,,
44403,Backup Capacitors,0.531,,+2%,+3%
44404,Reinforced Recycler,0.25,+1%,,+2%
44405,Reinforced Stabiliser,0.344,,+2%,+2%
44406,Copper Recycler,0.25,,,+2%
44407,Reinforced Capacitors,0.25,+1%,,+2%
44408,Reinforced Stabiliser,0.25,+2%,,
44409,Reinforced Recycler,0.5,,,+3%
44410,Backup Core,0.0,+1%,,
44411,Backup Plating,0.344,+2%,+2%,
44412,Reinforced Recycler,0.5,,,+3%
44413,Additional Generator Unit,0.344,+2%,+2%,
44414,Copper Accelerator,0.25,,,+2%
44415,Backup Accelerator,0.125,,+2%,
44416,Additional Magnets,0.344,+2%,+2%,
44417,Well-Made Capacitors,0.25,+1%,,+2%
44418,Reinforced Mass Chamber,0.688,,+3%,+3%
44419,Well-Made Recycler,0.0,+1%,,
44420,Reinforced Injectors,0.5,+3%,,
44421,Backup Generator Unit,0.531,+3%,+2%,
44422,Additional Core,0.344,,+2%,+2%
44423,Additional Stabiliser,0.25,,,+2%
44424,Reinforced Generator Unit,0.5,,+3%,+2%
44425,Additional Generator Unit,0.344,,+2%,+2%
44426,Backup Injectors,0.5,+2%,+3%,
44427,Backup Plating,0.375,,+4%,
44428,Reinforced Recycler,0.25,,,+2%
44429,Well-Made Magnets,0.5,,,+3%
44430,Well-Made Generator Unit,0.25,+2%,,
44431,Well-Made Mass Chamber,0.25,,,+2%
44432,Well-Made Core,0.25,+2%,,
44433,Reinforced Recycler,0.5,+2%,,+2%
44434,Copper Magnets,0.0,+1%,,
44435,Backup Magnets,0.0,+1%,,
44436,Backup Accelerator,0.125,,+2%,
44437,Copper Accelerator,0.531,,+2%,+3%
44438,Copper Recycler,0.812,,+5%,+2%
44439,Backup Recycler,0.0,+1%,,
44440,Additional Recycler,0.5,+3%,,
44441,Reinforced Magnets,0.5,,+5%,
44442,Additional Accelerator,0.25,,,+2%
44443,Copper Accelerator,0.125,,+2%,
44444,Well-Made Recycler,0.5,+3%,,
44445,Well-Made Injectors,0.344,+2%,+2%,
44446,Copper Generator Unit,0.375,,+4%,
44447,Backup Plating,0.5,+1%,,+3%
44448,Backup Stabiliser,0.5,,+5%,
44449,Copper Generator Unit,0.344,+2%,+2%,
44450,Well-Made Capacitors,0.25,,,+2%
44451,Copper Recycler,0.0,+1%,,
44452,Copper Core,0.5,,+3%,+2%
44453,Copper Capacitors,0.25,+2%,,
44454,Backup Mass Chamber,0.0,+1%,,
44455,Copper Recycler,0.531,,+2%,+3%
44456,Well-Made Core,0.156,+1%,+2%,
44457,Well-Made Core,0.5,+2%,,+2%
44458,Reinforced Mass Chamber,0.5,,,+3%
44459,Additional Recycler,0.5,,,+3%
44460,Additional Stabiliser,0.5,,,+3%
44461,Reinforced Injectors,0.5,,,+3%
44462,Backup Mass Chamber,0.75,+3%,,+2%
44463,Copper Accelerator,0.312,+1%,+3%,
44464,Reinforced Recycler,0.25,+2%,,
44465,Backup Core,0.469,+1%,+4%,
44466,Backup Accelerator,0.5,+1%,,+3%
44467,Well-Made Accelerator,0.125,,+2%,
44468,Well-Made Mass Chamber,0.625,+1%,+5%,
44469,Copper Stabiliser,0.125,,+2%,
44470,Backup Capacitors,0.5,+1%,,+3%
44471,Copper Accelerator,0.25,,+3%,
44472,Well-Made Generator Unit,0.25,+2%,,
44473,Reinforced Capacitors,0.5,,+5%,
44474,Well-Made Core,0.156,+1%,+2%,
44475,Additional Core,0.5,,,+3%
44476,Backup Accelerator,0.25,+1%,,+2%
44477,Backup Core,0.469,+1%,+4%,
44478,Additional Plating,0.5,,,+3%
44479,Reinforced Recycler,0.312,+1%,+3%,
44480,Copper Capacitors,0.25,+2%,,
44481,Copper Stabiliser,0.125,,+2%,
44482,Additional Plating,0.156,+1%,+2%,
44483,Backup Capacitors,0.125,,+2%,
44484,Backup Accelerator,0.375,,+4%,
44485,Backup Accelerator,0.125,,+2%,
44486,Additional Accelerator,0.0,+1%,,
44487,Additional Capacitors,0.375,,+4%,
44488,Backup Generator Unit,0.5,+2%,,+2%
44489,Backup Mass Chamber,0.656,,+4%,+2%
44490,Additional Recycler,0.25,,,+2%
44491,Well-Made Plating,0.25,,,+2%
44492,Copper Capacitors,0.25,,,+2%
44493,Well-Made Stabiliser,0.25,+2%,,
44494,Well-Made Recycler,0.25,,,+2%
44495,Reinforced Capacitors,0.25,+1%,,+2%
44496,Additional Capacitors,0.5,+1%,,+3%
44497,Reinforced Accelerator,0.125,,+2%,
44498,Additional Generator Unit,0.5,+1%,,+3%
44499,Backup Core,0.0,+1%,,
44500,Copper Magnets,0.25,,,+2%
44501,Reinforced Recycler,0.5,+2%,+3%,
44502,Copper Injectors,0.125,,+2%,
