Seed,Name,Perfection,Vehicle_LaserDamage,Vehicle_LaserHeatTime
46665,Enhanced Output Coupler,1.0,+12%,
46666,Retuned Lens Optics,0.167,+7%,
46667,Efficient Photon Mirror,0.333,+8%,
46668,Boosted Photon Mirror,0.25,,+2%
46669,Efficient Emission Chamber,0.5,+9%,
46670,Additional Lens Optics,0.167,+7%,
46671,Retuned Lens Optics,0.667,+10%,
46672,Efficient Photon Mirror,0.333,+8%,
46673,Additional Light Filter,0.333,+8%,
46674,Additional Reflector Glass,0.25,,+2%
46675,Retuned Cooling System,0.75,,+4%
46676,Retuned Diode Battery,0.333,+8%,
46677,Boosted Cooling System,0.25,,+2%
46678,Retuned Reflector Glass,0.333,+8%,
46679,Efficient Light Filter,0.167,+7%,
46680,Retuned Beam Capacitor,0.0,+6%,
46681,Efficient Emission Chamber,0.75,,+4%
46682,Efficient Beam Capacitor,0.25,,+2%
46683,Boosted Cooling System,1.0,,+5%
46684,Enhanced Output Coupler,0.25,,+2%
46685,Enhanced Photon Mirror,0.5,+9%,
46686,Retuned Beam Capacitor,0.25,,+2%
46687,Boosted Beam Amplifier,0.0,+6%,
46688,Efficient Cooling System,0.25,,+2%
46689,Enhanced Lens Optics,0.0,+6%,
46690,Retuned Photon Mirror,1.0,,+5%
46691,Retuned Diode Battery,0.333,+8%,
46692,Retuned Light Filter,0.25,,+2%
46693,Enhanced Beam Capacitor,1.0,,+5%
46694,Efficient Beam Amplifier,0.25,,+2%
46695,Enhanced Beam Amplifier,0.25,,+2%
46696,Efficient Beam Amplifier,0.25,,+2%
46697,Enhanced Light Filter,1.0,,+5%
46698,Retuned Lens Optics,0.25,,+2%
46699,Boosted Beam Capacitor,1.0,+12%,
46700,Efficient Diode Battery,0.75,,+4%
46701,Efficient Beam Capacitor,0.333,+8%,
46702,Boosted Cooling System,0.75,,+4%
46703,Retuned Reflector Glass,1.0,,+5%
46704,Boosted Diode Battery,0.0,+6%,
46705,Enhanced Photon Mirror,0.25,,+2%
46706,Efficient Photon Mirror,0.25,,+2%
46707,Retuned Diode Battery,0.0,+6%,
46708,Additional Reflector Glass,0.25,,+2%
46709,Additional Output Coupler,1.0,+12%,
46710,Additional Diode Battery,0.0,+6%,
46711,Retuned Beam Amplifier,1.0,,+5%
46712,Additional Emission Chamber,0.75,,+4%
46713,Additional Lens Optics,0.0,+6%,
46714,Efficient Cooling System,1.0,,+5%
46715,Efficient Emission Chamber,0.5,,+3%
46716,Enhanced Reflector Glass,1.0,,+5%
46717,Additional Beam Amplifier,0.5,,+3%
46718,Enhanced Output Coupler,0.0,+6%,
46719,Retuned Beam Amplifier,0.5,,+3%
46720,Retuned Beam Capacitor,0.25,,+2%
46721,Additional Cooling System,0.0,+6%,
46722,Retuned Beam Amplifier,0.0,+6%,
46723,Boosted Diode Battery,0.0,+6%,
46724,Additional Output Coupler,0.0,+6%,
46725,Boosted Beam Amplifier,0.5,,+3%
46726,Efficient Beam Amplifier,0.333,+8%,
46727,Additional Emission Chamber,0.833,+11%,
46728,Efficient Beam Capacitor,0.167,+7%,
46729,Boosted Photon Mirror,0.5,,+3%
46730,Boosted Photon Mirror,0.0,+6%,
46731,Enhanced Beam Amplifier,0.25,,+2%
46732,Enhanced Beam Amplifier,0.0,+6%,
46733,Efficient Reflector Glass,0.0,+6%,
46734,Enhanced Output Coupler,0.333,+8%,
46735,Efficient Lens Optics,0.75,,+4%
46736,Retuned Output Coupler,0.5,,+3%
46737,Enhanced Reflector Glass,0.0,+6%,
46738,Enhanced Light Filter,0.75,,+4%
46739,Efficient Photon Mirror,0.5,,+3%
46740,Boosted Emission Chamber,0.25,,+2%
46741,Boosted Diode Battery,0.5,,+3%
46742,Additional Photon Mirror,0.25,,+2%
46743,Additional Light Filter,0.5,,+3%
46744,Retuned Lens Optics,0.167,+7%,
46745,Enhanced Beam Capacitor,0.25,,+2%
46746,Additional Output Coupler,0.5,,+3%
46747,Retuned Emission Chamber,0.5,,+3%
46748,Additional Emission Chamber,0.167,+7%,
46749,Retuned Cooling System,0.0,+6%,
46750,Efficient Light Filter,1.0,+12%,
46751,Boosted Emission Chamber,0.0,+6%,
46752,Additional Lens Optics,0.0,+6%,
46753,Efficient Beam Amplifier,0.167,+7%,
46754,Additional Light Filter,0.167,+7%,
46755,Enhanced Emission Chamber,0.333,+8%,
46756,Boosted Diode Battery,0.75,,+4%
46757,Efficient Light Filter,0.833,+11%,
46758,Enhanced Light Filter,0.167,+7%,
46759,Boosted Beam Capacitor,0.75,,+4%
46760,Efficient Beam Capacitor,1.0,,+5%
46761,Enhanced Light Filter,0.167,+7%,
46762,Efficient Reflector Glass,1.0,,+5%
46763,Retuned Light Filter,0.25,,+2%
46764,Boosted Cooling System,0.25,,+2%
46765,Efficient Lens Optics,0.0,+6%,
46766,Efficient Output Coupler,0.667,+10%,
46767,Retuned Beam Amplifier,0.25,,+2%
46768,Efficient Output Coupler,0.75,,+4%
46769,Boosted Output Coupler,0.0,+6%,
46770,Additional Emission Chamber,0.333,+8%,
46771,Efficient Beam Capacitor,0.5,,+3%
46772,Additional Beam Capacitor,0.167,+7%,
46773,Additional Emission Chamber,0.0,+6%,
46774,Additional Photon Mirror,0.5,,+3%
46775,Retuned Reflector Glass,0.75,,+4%
46776,Retuned Lens Optics,1.0,,+5%
46777,Efficient Beam Amplifier,0.333,+8%,
46778,Efficient Lens Optics,0.833,+11%,
46779,Efficient Light Filter,0.0,+6%,
46780,Enhanced Lens Optics,0.0,+6%,
46781,Boosted Diode Battery,1.0,,+5%
46782,Efficient Emission Chamber,0.25,,+2%
46783,Boosted Emission Chamber,0.75,,+4%
46784,Efficient Beam Amplifier,0.167,+7%,
46785,Retuned Beam Amplifier,1.0,,+5%
46786,Additional Reflector Glass,0.5,,+3%
46787,Efficient Photon Mirror,0.25,,+2%
46788,Efficient Photon Mirror,0.5,,+3%
46789,Efficient Light Filter,0.167,+7%,
46790,Additional Lens Optics,0.25,,+2%
46791,Efficient Emission Chamber,0.667,+10%,
46792,Efficient Reflector Glass,0.5,,+3%
46793,Enhanced Output Coupler,0.25,,+2%
46794,Boosted Output Coupler,0.5,,+3%
46795,Efficient Reflector Glass,1.0,,+5%
46796,Retuned Beam Capacitor,0.0,+6%,
46797,Additional Output Coupler,1.0,,+5%
46798,Boosted Cooling System,0.333,+8%,
46799,Efficient Cooling System,0.0,+6%,
46800,Additional Light Filter,0.75,,+4%
46801,Efficient Beam Capacitor,0.5,,+3%
46802,Retuned Beam Amplifier,0.667,+10%,
46803,Additional Light Filter,0.667,+10%,
46804,Additional Diode Battery,1.0,,+5%
46805,Retuned Beam Capacitor,0.25,,+2%
46806,Boosted Reflector Glass,0.25,,+2%
46807,Enhanced Lens Optics,1.0,,+5%
46808,Boosted Beam Amplifier,0.75,,+4%
46809,Retuned Cooling System,0.333,+8%,
46810,Retuned Reflector Glass,0.333,+8%,
46811,Additional Output Coupler,0.333,+8%,
46812,Retuned Photon Mirror,0.167,+7%,
46813,Efficient Light Filter,0.667,+10%,
46814,Retuned Diode Battery,0.25,,+2%
46815,Retuned Beam Capacitor,0.0,+6%,
46816,Retuned Reflector Glass,1.0,+12%,
46817,Boosted Emission Chamber,0.0,+6%,
46818,Efficient Beam Amplifier,0.0,+6%,
46819,Efficient Diode Battery,0.5,+9%,
46820,Enhanced Reflector Glass,0.25,,+2%
46821,Boosted Beam Amplifier,0.167,+7%,
46822,Efficient Beam Amplifier,0.25,,+2%
46823,Enhanced Reflector Glass,0.0,+6%,
46824,Efficient Beam Capacitor,0.75,,+4%
46825,Boosted Emission Chamber,0.5,+9%,
46826,Efficient Emission Chamber,0.167,+7%,
46827,Boosted Photon Mirror,0.25,,+2%
46828,Efficient Beam Capacitor,0.25,,+2%
46829,Enhanced Beam Capacitor,0.0,+6%,
46830,Retuned Cooling System,0.5,,+3%
46831,Enhanced Beam Capacitor,0.25,,+2%
46832,Efficient Cooling System,0.25,,+2%
46833,Retuned Reflector Glass,0.333,+8%,
46834,Additional Cooling System,0.5,+9%,
46835,Boosted Beam Amplifier,0.25,,+2%
46836,Retuned Photon Mirror,0.5,+9%,
46837,Enhanced Reflector Glass,0.5,,+3%
46838,Retuned Output Coupler,0.5,,+3%
46839,Additional Emission Chamber,0.25,,+2%
46840,Retuned Reflector Glass,0.5,,+3%
46841,Efficient Output Coupler,0.833,+11%,
46842,Additional Diode Battery,0.25,,+2%
46843,Boosted Light Filter,1.0,,+5%
46844,Additional Beam Amplifier,0.25,,+2%
46845,Additional Beam Amplifier,0.25,,+2%
46846,Enhanced Diode Battery,0.25,,+2%
46847,Retuned Reflector Glass,0.167,+7%,
46848,Enhanced Light Filter,0.25,,+2%
46849,Enhanced Photon Mirror,0.833,+11%,
46850,Retuned Lens Optics,0.5,,+3%
46851,Boosted Photon Mirror,0.0,+6%,
46852,Additional Lens Optics,0.333,+8%,
46853,Retuned Photon Mirror,0.167,+7%,
46854,Efficient Photon Mirror,0.25,,+2%
46855,Additional Photon Mirror,0.333,+8%,
46856,Efficient Beam Capacitor,1.0,,+5%
46857,Additional Beam Amplifier,0.5,,+3%
46858,Efficient Output Coupler,0.0,+6%,
46859,Boosted Lens Optics,1.0,,+5%
46860,Efficient Cooling System,0.25,,+2%
46861,Additional Lens Optics,0.5,,+3%
46862,Boosted Diode Battery,0.0,+6%,
46863,Boosted Diode Battery,0.5,+9%,
46864,Efficient Diode Battery,0.25,,+2%
46865,Efficient Lens Optics,0.75,,+4%
46866,Efficient Emission Chamber,0.0,+6%,
46867,Enhanced Lens Optics,0.333,+8%,
46868,Enhanced Reflector Glass,0.5,,+3%
46869,Enhanced Emission Chamber,0.667,+10%,
46870,Additional Beam Amplifier,0.333,+8%,
46871,Efficient Light Filter,0.25,,+2%
46872,Efficient Diode Battery,0.75,,+4%
46873,Boosted Reflector Glass,0.25,,+2%
46874,Retuned Diode Battery,0.5,+9%,
46875,Additional Diode Battery,0.0,+6%,
46876,Retuned Cooling System,0.5,,+3%
46877,Efficient Output Coupler,0.25,,+2%
46878,Retuned Beam Capacitor,0.5,,+3%
46879,Efficient Light Filter,0.167,+7%,
46880,Efficient Beam Amplifier,0.833,+11%,
46881,Boosted Cooling System,0.5,,+3%
46882,Additional Light Filter,0.25,,+2%
46883,Enhanced Diode Battery,0.25,,+2%
46884,Retuned Photon Mirror,1.0,+12%,
46885,Retuned Output Coupler,0.25,,+2%
46886,Efficient Diode Battery,1.0,,+5%
46887,Boosted Output Coupler,0.25,,+2%
46888,Additional Reflector Glass,0.25,,+2%
46889,Boosted Beam Capacitor,1.0,,+5%
46890,Efficient Emission Chamber,0.5,+9%,
46891,Enhanced Photon Mirror,0.25,,+2%
46892,Enhanced Emission Chamber,0.0,+6%,
46893,Efficient Light Filter,0.5,+9%,
46894,Efficient Emission Chamber,0.833,+11%,
46895,Retuned Diode Battery,0.5,+9%,
46896,Retuned Light Filter,0.25,,+2%
46897,Boosted Photon Mirror,0.333,+8%,
46898,Efficient Beam Capacitor,0.0,+6%,
46899,Retuned Reflector Glass,0.5,,+3%
46900,Boosted Lens Optics,0.25,,+2%
46901,Efficient Reflector Glass,0.25,,+2%
46902,Retuned Beam Amplifier,0.0,+6%,
46903,Efficient Light Filter,0.5,,+3%
46904,Enhanced Cooling System,0.0,+6%,
46905,Boosted Output Coupler,0.5,,+3%
46906,Retuned Light Filter,1.0,,+5%
46907,Additional Cooling System,0.5,,+3%
46908,Enhanced Emission Chamber,1.0,,+5%
46909,Additional Reflector Glass,0.167,+7%,
46910,Retuned Lens Optics,0.25,,+2%
46911,Efficient Photon Mirror,0.0,+6%,
46912,Additional Diode Battery,0.667,+10%,
46913,Additional Cooling System,0.25,,+2%
46914,Enhanced Light Filter,0.167,+7%,
46915,Retuned Light Filter,0.5,+9%,
46916,Retuned Beam Capacitor,0.25,,+2%
46917,Additional Emission Chamber,0.5,+9%,
46918,Retuned Output Coupler,0.0,+6%,
46919,Boosted Beam Amplifier,0.167,+7%,
46920,Boosted Output Coupler,0.5,+9%,
46921,Efficient Beam Capacitor,0.25,,+2%
46922,Efficient Emission Chamber,0.75,,+4%
46923,Retuned Lens Optics,1.0,,+5%
46924,Boosted Emission Chamber,0.167,+7%,
46925,Boosted Photon Mirror,0.0,+6%,
46926,Boosted Beam Amplifier,0.5,,+3%
46927,Efficient Lens Optics,1.0,,+5%
46928,Enhanced Output Coupler,0.5,,+3%
46929,Retuned Photon Mirror,0.75,,+4%
46930,Enhanced Photon Mirror,0.0,+6%,
46931,Boosted Reflector Glass,0.25,,+2%
46932,Boosted Emission Chamber,0.5,+9%,
46933,Retuned Cooling System,0.25,,+2%
46934,Enhanced Beam Amplifier,0.0,+6%,
46935,Boosted Diode Battery,0.333,+8%,
46936,Boosted Lens Optics,0.0,+6%,
46937,Enhanced Cooling System,0.0,+6%,
46938,Retuned Output Coupler,0.75,,+4%
46939,Boosted Reflector Glass,0.0,+6%,
46940,Enhanced Light Filter,0.75,,+4%
46941,Boosted Reflector Glass,0.75,,+4%
46942,Enhanced Photon Mirror,0.0,+6%,
46943,Efficient Output Coupler,0.75,,+4%
46944,Retuned Beam Capacitor,0.667,+10%,
46945,Additional Photon Mirror,0.0,+6%,
46946,Boosted Reflector Glass,0.5,,+3%
46947,Efficient Diode Battery,0.25,,+2%
46948,Retuned Cooling System,0.75,,+4%
46949,Efficient Cooling System,0.667,+10%,
46950,Additional Lens Optics,0.25,,+2%
46951,Additional Cooling System,0.5,+9%,
46952,Enhanced Beam Capacitor,0.0,+6%,
46953,Enhanced Beam Amplifier,0.0,+6%,
46954,Additional Emission Chamber,0.333,+8%,
46955,Boosted Beam Capacitor,0.25,,+2%
46956,Additional Photon Mirror,0.167,+7%,
46957,Efficient Photon Mirror,0.25,,+2%
46958,Efficient Diode Battery,0.0,+6%,
46959,Additional Beam Amplifier,0.0,+6%,
46960,Additional Emission Chamber,0.25,,+2%
46961,Enhanced Beam Capacitor,0.0,+6%,
46962,Retuned Output Coupler,0.25,,+2%
46963,Boosted Beam Capacitor,0.25,,+2%
46964,Retuned Diode Battery,0.25,,+2%
46965,Additional Emission Chamber,0.167,+7%,
46966,Additional Emission Chamber,0.75,,+4%
46967,Enhanced Emission Chamber,0.75,,+4%
46968,Retuned Beam Amplifier,0.75,,+4%
46969,Efficient Beam Amplifier,0.667,+10%,
46970,Additional Beam Capacitor,0.25,,+2%
46971,Retuned Beam Capacitor,0.25,,+2%
46972,Efficient Reflector Glass,0.5,+9%,
46973,Efficient Beam Capacitor,0.0,+6%,
46974,Enhanced Output Coupler,0.667,+10%,
46975,Boosted Reflector Glass,0.0,+6%,
46976,Retuned Reflector Glass,0.5,,+3%
46977,Enhanced Emission Chamber,0.5,,+3%
46978,Retuned Photon Mirror,0.25,,+2%
46979,Retuned Light Filter,0.5,+9%,
46980,Enhanced Emission Chamber,0.25,,+2%
46981,Retuned Cooling System,0.167,+7%,
46982,Additional Reflector Glass,0.25,,+2%
46983,Boosted Beam Amplifier,0.0,+6%,
46984,Efficient Lens Optics,0.5,,+3%
46985,Efficient Emission Chamber,0.25,,+2%
46986,Retuned Emission Chamber,1.0,,+5%
46987,Retuned Diode Battery,0.25,,+2%
46988,Efficient Output Coupler,1.0,,+5%
46989,Additional Beam Capacitor,1.0,,+5%
46990,Additional Output Coupler,0.833,+11%,
46991,Retuned Lens Optics,0.5,+9%,
46992,Efficient Beam Capacitor,0.0,+6%,
46993,Additional Lens Optics,1.0,,+5%
46994,Retuned Beam Amplifier,0.25,,+2%
46995,Enhanced Cooling System,1.0,,+5%
46996,Boosted Reflector Glass,0.25,,+2%
46997,Enhanced Output Coupler,0.25,,+2%
46998,Efficient Output Coupler,0.25,,+2%
46999,Additional Diode Battery,0.833,+11%,
47000,Additional Cooling System,0.0,+6%,
47001,Enhanced Beam Amplifier,0.5,,+3%
47002,Additional Emission Chamber,0.75,,+4%
47003,Boosted Diode Battery,0.5,,+3%
47004,Retuned Lens Optics,0.5,,+3%
47005,Enhanced Reflector Glass,0.167,+7%,
47006,Efficient Cooling System,0.25,,+2%
47007,Retuned Diode Battery,0.25,,+2%
47008,Boosted Beam Capacitor,0.25,,+2%
47009,Retuned Lens Optics,0.25,,+2%
47010,Boosted Beam Amplifier,0.75,,+4%
47011,Retuned Lens Optics,0.667,+10%,
47012,Retuned Beam Amplifier,0.5,+9%,
47013,Enhanced Reflector Glass,0.167,+7%,
47014,Enhanced Reflector Glass,1.0,+12%,
47015,Retuned Photon Mirror,0.75,,+4%
47016,Enhanced Diode Battery,0.75,,+4%
47017,Enhanced Output Coupler,0.167,+7%,
47018,Efficient Photon Mirror,1.0,,+5%
47019,Retuned Photon Mirror,0.5,+9%,
47020,Additional Emission Chamber,0.0,+6%,
47021,Enhanced Cooling System,0.25,,+2%
47022,Retuned Photon Mirror,0.0,+6%,
47023,Efficient Output Coupler,0.25,,+2%
47024,Efficient Cooling System,0.25,,+2%
47025,Efficient Beam Amplifier,0.25,,+2%
47026,Boosted Beam Capacitor,0.0,+6%,
47027,Retuned Lens Optics,0.0,+6%,
47028,Efficient Output Coupler,0.25,,+2%
47029,Enhanced Beam Amplifier,0.5,,+3%
47030,Additional Cooling System,0.0,+6%,
47031,Additional Output Coupler,1.0,,+5%
47032,Enhanced Reflector Glass,0.5,,+3%
47033,Enhanced Lens Optics,0.25,,+2%
47034,Enhanced Emission Chamber,0.667,+10%,
47035,Additional Output Coupler,0.25,,+2%
47036,Boosted Photon Mirror,0.5,,+3%
47037,Efficient Cooling System,0.25,,+2%
47038,Enhanced Cooling System,0.25,,+2%
47039,Boosted Beam Capacitor,0.167,+7%,
47040,Efficient Beam Amplifier,0.25,,+2%
47041,Additional Cooling System,0.25,,+2%
47042,Additional Output Coupler,0.25,,+2%
47043,Enhanced Cooling System,0.0,+6%,
47044,Additional Diode Battery,0.167,+7%,
47045,Boosted Beam Capacitor,0.25,,+2%
47046,Retuned Diode Battery,0.5,,+3%
47047,Boosted Cooling System,1.0,,+5%
47048,Additional Beam Amplifier,0.0,+6%,
47049,Enhanced Beam Amplifier,0.0,+6%,
47050,Additional Beam Amplifier,0.25,,+2%
47051,Enhanced Beam Capacitor,0.75,,+4%
47052,Retuned Light Filter,0.75,,+4%
47053,Additional Cooling System,0.167,+7%,
47054,Enhanced Beam Capacitor,1.0,,+5%
47055,Boosted Beam Capacitor,0.833,+11%,
47056,Boosted Output Coupler,0.75,,+4%
47057,Additional Cooling System,0.0,+6%,
47058,Enhanced Output Coupler,0.75,,+4%
47059,Boosted Cooling System,0.25,,+2%
47060,Additional Light Filter,0.667,+10%,
47061,Boosted Beam Amplifier,0.75,,+4%
47062,Enhanced Photon Mirror,0.5,,+3%
47063,Enhanced Photon Mirror,0.25,,+2%
47064,Additional Output Coupler,0.5,,+3%
47065,Efficient Light Filter,0.25,,+2%
47066,Retuned Emission Chamber,0.167,+7%,
47067,Enhanced Light Filter,0.167,+7%,
47068,Enhanced Emission Chamber,0.167,+7%,
47069,Efficient Diode Battery,0.25,,+2%
47070,Additional Cooling System,0.25,,+2%
47071,Retuned Beam Capacitor,0.75,,+4%
47072,Retuned Lens Optics,0.5,+9%,
47073,Efficient Light Filter,0.833,+11%,
47074,Enhanced Beam Amplifier,0.5,,+3%
47075,Additional Reflector Glass,0.25,,+2%
47076,Efficient Photon Mirror,0.0,+6%,
47077,Boosted Beam Amplifier,0.167,+7%,
47078,Retuned Diode Battery,0.25,,+2%
47079,Additional Beam Amplifier,0.75,,+4%
47080,Additional Photon Mirror,0.75,,+4%
47081,Boosted Beam Amplifier,0.0,+6%,
47082,Boosted Photon Mirror,0.0,+6%,
47083,Boosted Reflector Glass,0.0,+6%,
47084,Efficient Diode Battery,0.0,+6%,
47085,Boosted Reflector Glass,0.25,,+2%
47086,Additional Emission Chamber,0.5,,+3%
47087,Efficient Photon Mirror,0.25,,+2%
47088,Retuned Cooling System,0.25,,+2%
47089,Retuned Diode Battery,0.25,,+2%
47090,Boosted Beam Amplifier,0.25,,+2%
47091,Enhanced Lens Optics,0.25,,+2%
47092,Retuned Emission Chamber,0.0,+6%,
47093,Retuned Beam Amplifier,0.25,,+2%
47094,Boosted Beam Amplifier,0.0,+6%,
47095,Boosted Diode Battery,0.5,+9%,
47096,Additional Emission Chamber,1.0,,+5%
47097,Efficient Lens Optics,0.5,,+3%
47098,Boosted Reflector Glass,0.0,+6%,
47099,Efficient Cooling System,0.167,+7%,
47100,Boosted Beam Capacitor,0.25,,+2%
47101,Retuned Reflector Glass,0.25,,+2%
47102,Retuned Photon Mirror,0.0,+6%,
47103,Enhanced Beam Capacitor,0.25,,+2%
47104,Boosted Lens Optics,0.5,+9%,
47105,Enhanced Beam Capacitor,0.167,+7%,
47106,Additional Lens Optics,0.0,+6%,
47107,Boosted Light Filter,0.5,+9%,
47108,Boosted Light Filter,0.25,,+2%
47109,Enhanced Cooling System,0.0,+6%,
47110,Enhanced Beam Capacitor,0.5,,+3%
47111,Enhanced Diode Battery,0.667,+10%,
47112,Enhanced Photon Mirror,0.25,,+2%
47113,Efficient Beam Capacitor,0.167,+7%,
47114,Additional Output Coupler,0.333,+8%,
47115,Enhanced Output Coupler,0.25,,+2%
47116,Additional Emission Chamber,0.167,+7%,
47117,Retuned Beam Amplifier,0.0,+6%,
47118,Additional Lens Optics,0.5,+9%,
47119,Boosted Lens Optics,0.167,+7%,
47120,Enhanced Cooling System,0.75,,+4%
47121,Enhanced Beam Amplifier,0.0,+6%,
47122,Boosted Diode Battery,0.5,+9%,
47123,Efficient Beam Amplifier,0.333,+8%,
47124,Enhanced Emission Chamber,1.0,,+5%
47125,Efficient Beam Amplifier,0.5,+9%,
47126,Boosted Reflector Glass,1.0,,+5%
47127,Retuned Photon Mirror,0.0,+6%,
47128,Boosted Output Coupler,0.25,,+2%
47129,Efficient Reflector Glass,0.5,+9%,
47130,Efficient Emission Chamber,1.0,,+5%
47131,Enhanced Diode Battery,0.25,,+2%
47132,Enhanced Lens Optics,0.5,+9%,
47133,Retuned Emission Chamber,0.667,+10%,
47134,Retuned Cooling System,0.0,+6%,
47135,Efficient Cooling System,0.0,+6%,
47136,Retuned Photon Mirror,0.167,+7%,
47137,Boosted Cooling System,0.0,+6%,
47138,Boosted Cooling System,0.5,,+3%
47139,Additional Photon Mirror,0.667,+10%,
47140,Efficient Light Filter,1.0,,+5%
47141,Retuned Light Filter,0.0,+6%,
47142,Retuned Lens Optics,0.667,+10%,
47143,Efficient Reflector Glass,0.5,+9%,
47144,Retuned Reflector Glass,0.167,+7%,
47145,Boosted Beam Amplifier,0.0,+6%,
47146,Additional Diode Battery,0.0,+6%,
47147,Additional Light Filter,0.333,+8%,
47148,Retuned Lens Optics,0.25,,+2%
47149,Efficient Beam Amplifier,1.0,+12%,
47150,Enhanced Beam Amplifier,0.0,+6%,
47151,Retuned Lens Optics,0.167,+7%,
47152,Efficient Output Coupler,0.167,+7%,
47153,Retuned Lens Optics,0.5,,+3%
47154,Efficient Reflector Glass,0.5,+9%,
47155,Additional Beam Capacitor,0.167,+7%,
47156,Enhanced Output Coupler,1.0,,+5%
47157,Boosted Output Coupler,0.167,+7%,
47158,Efficient Beam Capacitor,0.333,+8%,
47159,Efficient Lens Optics,0.167,+7%,
47160,Efficient Light Filter,0.333,+8%,
47161,Additional Light Filter,0.25,,+2%
47162,Additional Photon Mirror,0.0,+6%,
47163,Efficient Emission Chamber,1.0,,+5%
47164,Enhanced Cooling System,0.0,+6%,
47165,Boosted Photon Mirror,0.0,+6%,
47166,Additional Light Filter,0.25,,+2%
47167,Boosted Diode Battery,0.0,+6%,
47168,Efficient Beam Capacitor,0.667,+10%,
47169,Additional Cooling System,0.25,,+2%
47170,Enhanced Photon Mirror,0.167,+7%,
47171,Efficient Diode Battery,0.333,+8%,
47172,Retuned Photon Mirror,0.75,,+4%
47173,Additional Beam Amplifier,0.75,,+4%
47174,Additional Beam Amplifier,1.0,,+5%
47175,Retuned Output Coupler,0.25,,+2%
47176,Additional Output Coupler,0.5,,+3%
47177,Retuned Cooling System,0.25,,+2%
47178,Boosted Photon Mirror,0.167,+7%,
47179,Additional Beam Capacitor,0.5,,+3%
