Seed	Name	Perfection	Ship_Hyperdrive_JumpDistance
41276	Moistened Hive Stem	0.44	72 ly
41277	Fragile Emotal Core	0.08	54 ly
41278	Fragile Lobe Actuator	0.44	72 ly
41279	Threaded Bio-Reality Generator	0.14	57 ly
41280	Moistened Lobe Actuator	0.66	83 ly
41281	Clammy Cluster Stem	0.0	50 ly
41282	Clammy Stellar Processor	0.92	96 ly
41283	Threaded Emotal Core	0.0	50 ly
41284	Moistened Stellar Processor	0.26	63 ly
41285	Fragile Lobe Actuator	0.46	73 ly
41286	Clammy Stellar Processor	0.16	58 ly
41287	Moistened Lobe Actuator	0.2	60 ly
41288	Moistened Sensory Veil	0.72	86 ly
41289	Fragile Neural Matrix	0.24	62 ly
41290	Fragile Emotal Core	0.78	89 ly
41291	Fragile Memory Calculus	0.82	91 ly
41292	Threaded Hive Stem	0.46	73 ly
41293	Fragile Stellar Processor	0.8	90 ly
41294	Moistened Lobe Actuator	0.58	79 ly
41295	Clammy Lobes	0.02	51 ly
41296	Fragile Neural Matrix	0.66	83 ly
41297	Moistened Stellar Processor	0.02	51 ly
41298	Moistened Lobe Actuator	0.58	79 ly
41299	Clammy Stellar Processor	0.94	97 ly
41300	Gooey Hive Stem	0.86	93 ly
41301	Gooey Stellar Processor	0.46	73 ly
41302	Moistened Sensory Veil	0.0	50 ly
41303	Fragile Bio-Reality Generator	0.88	94 ly
41304	Gooey Hive Stem	0.4	70 ly
41305	Clammy Neural Matrix	0.26	63 ly
41306	Threaded Lobes	0.12	56 ly
41307	Fragile Lobe Actuator	0.48	74 ly
41308	Gooey Memory Calculus	0.12	56 ly
41309	Moistened Emotal Core	0.86	93 ly
41310	Clammy Cluster Stem	0.22	61 ly
41311	Moistened Stellar Processor	0.0	50 ly
41312	Moistened Neural Matrix	0.0	50 ly
41313	Fragile Sensory Veil	0.4	70 ly
41314	Fragile Bio-Reality Generator	0.2	60 ly
41315	Moistened Cluster Stem	0.38	69 ly
41316	Clammy Emotal Core	0.02	51 ly
41317	Fragile Emotal Core	0.24	62 ly
41318	Fragile Emotal Core	0.24	62 ly
41319	Moistened Lobe Actuator	0.12	56 ly
41320	Gooey Stellar Processor	0.16	58 ly
41321	Gooey Memory Calculus	0.06	53 ly
41322	Gooey Memory Calculus	0.32	66 ly
41323	Fragile Lobes	0.08	54 ly
41324	Fragile Neural Matrix	0.3	65 ly
41325	Fragile Memory Calculus	0.02	51 ly
41326	Threaded Hive Stem	0.06	53 ly
41327	Clammy Memory Calculus	0.0	50 ly
41328	Fragile Sensory Veil	0.44	72 ly
41329	Gooey Lobes	0.24	62 ly
41330	Fragile Stellar Processor	0.1	55 ly
41331	Moistened Neural Matrix	0.0	50 ly
41332	Fragile Bio-Reality Generator	0.0	50 ly
41333	Moistened Stellar Processor	0.14	57 ly
41334	Clammy Stellar Processor	0.06	53 ly
41335	Threaded Hive Stem	0.02	51 ly
41336	Gooey Stellar Processor	0.5	75 ly
41337	Clammy Cluster Stem	0.34	67 ly
41338	Threaded Memory Calculus	0.56	78 ly
41339	Threaded Lobe Actuator	0.24	62 ly
41340	Gooey Sensory Veil	0.7	85 ly
41341	Clammy Lobe Actuator	0.0	50 ly
41342	Gooey Lobes	0.52	76 ly
41343	Gooey Lobes	0.0	50 ly
41344	Clammy Cluster Stem	0.78	89 ly
41345	Gooey Cluster Stem	0.48	74 ly
41346	Clammy Sensory Veil	0.02	51 ly
41347	Threaded Bio-Reality Generator	0.16	58 ly
41348	Clammy Bio-Reality Generator	0.9	95 ly
41349	Fragile Neural Matrix	1.0	100 ly
41350	Gooey Hive Stem	0.64	82 ly
41351	Clammy Neural Matrix	0.68	84 ly
41352	Threaded Bio-Reality Generator	0.36	68 ly
41353	Gooey Cluster Stem	0.36	68 ly
41354	Gooey Hive Stem	0.0	50 ly
41355	Threaded Lobes	0.44	72 ly
41356	Fragile Sensory Veil	0.8	90 ly
41357	Clammy Lobe Actuator	0.04	52 ly
41358	Gooey Sensory Veil	0.1	55 ly
41359	Gooey Stellar Processor	0.02	51 ly
41360	Clammy Lobes	0.42	71 ly
41361	Clammy Neural Matrix	0.28	64 ly
41362	Threaded Emotal Core	0.58	79 ly
41363	Gooey Memory Calculus	0.64	82 ly
41364	Moistened Memory Calculus	0.0	50 ly
41365	Fragile Lobes	0.5	75 ly
41366	Clammy Emotal Core	0.22	61 ly
41367	Gooey Lobe Actuator	0.16	58 ly
41368	Gooey Memory Calculus	0.16	58 ly
41369	Fragile Emotal Core	0.0	50 ly
41370	Fragile Neural Matrix	0.3	65 ly
41371	Moistened Stellar Processor	0.38	69 ly
41372	Clammy Lobe Actuator	0.98	99 ly
41373	Fragile Hive Stem	0.36	68 ly
41374	Gooey Bio-Reality Generator	0.54	77 ly
41375	Threaded Emotal Core	0.18	59 ly
41376	Fragile Emotal Core	0.2	60 ly
41377	Threaded Lobes	0.6	80 ly
41378	Moistened Lobe Actuator	0.32	66 ly
41379	Threaded Lobes	0.1	55 ly
41380	Moistened Neural Matrix	0.36	68 ly
41381	Fragile Hive Stem	0.32	66 ly
41382	Gooey Bio-Reality Generator	0.68	84 ly
41383	Fragile Lobe Actuator	0.04	52 ly
41384	Moistened Lobes	0.38	69 ly
41385	Gooey Emotal Core	0.88	94 ly
41386	Gooey Memory Calculus	0.36	68 ly
41387	Fragile Lobes	0.24	62 ly
41388	Threaded Lobe Actuator	0.12	56 ly
41389	Clammy Lobe Actuator	0.46	73 ly
41390	Threaded Lobe Actuator	0.34	67 ly
41391	Clammy Bio-Reality Generator	0.76	88 ly
41392	Fragile Sensory Veil	0.88	94 ly
41393	Clammy Neural Matrix	0.28	64 ly
41394	Threaded Bio-Reality Generator	0.26	63 ly
41395	Fragile Memory Calculus	0.02	51 ly
41396	Fragile Stellar Processor	0.46	73 ly
41397	Clammy Sensory Veil	0.02	51 ly
41398	Clammy Bio-Reality Generator	0.04	52 ly
41399	Fragile Lobe Actuator	0.1	55 ly
41400	Clammy Neural Matrix	0.2	60 ly
41401	Threaded Sensory Veil	0.24	62 ly
41402	Moistened Hive Stem	0.44	72 ly
41403	Moistened Stellar Processor	0.16	58 ly
41404	Gooey Lobe Actuator	0.32	66 ly
41405	Gooey Sensory Veil	0.14	57 ly
41406	Clammy Lobes	0.28	64 ly
41407	Threaded Bio-Reality Generator	0.04	52 ly
41408	Fragile Hive Stem	0.54	77 ly
41409	Fragile Lobe Actuator	0.34	67 ly
41410	Clammy Memory Calculus	0.0	50 ly
41411	Moistened Sensory Veil	0.74	87 ly
41412	Moistened Lobe Actuator	0.1	55 ly
41413	Fragile Neural Matrix	0.02	51 ly
41414	Clammy Bio-Reality Generator	0.0	50 ly
41415	Fragile Lobes	0.0	50 ly
41416	Clammy Memory Calculus	0.6	80 ly
41417	Moistened Bio-Reality Generator	0.16	58 ly
41418	Gooey Memory Calculus	0.96	98 ly
41419	Fragile Bio-Reality Generator	0.04	52 ly
41420	Fragile Sensory Veil	0.94	97 ly
41421	Clammy Sensory Veil	0.38	69 ly
41422	Clammy Sensory Veil	0.06	53 ly
41423	Threaded Stellar Processor	0.6	80 ly
41424	Gooey Neural Matrix	0.38	69 ly
41425	Threaded Stellar Processor	0.86	93 ly
41426	Threaded Neural Matrix	0.64	82 ly
41427	Clammy Stellar Processor	0.34	67 ly
41428	Threaded Lobe Actuator	0.46	73 ly
41429	Clammy Lobes	0.06	53 ly
41430	Gooey Neural Matrix	0.66	83 ly
41431	Clammy Emotal Core	0.8	90 ly
41432	Clammy Cluster Stem	0.06	53 ly
41433	Gooey Lobe Actuator	0.9	95 ly
41434	Fragile Cluster Stem	0.26	63 ly
41435	Moistened Bio-Reality Generator	0.94	97 ly
41436	Fragile Neural Matrix	0.54	77 ly
41437	Gooey Stellar Processor	0.0	50 ly
41438	Moistened Memory Calculus	0.82	91 ly
41439	Clammy Sensory Veil	0.02	51 ly
41440	Gooey Lobe Actuator	0.04	52 ly
41441	Fragile Memory Calculus	0.7	85 ly
41442	Clammy Stellar Processor	0.12	56 ly
41443	Gooey Sensory Veil	0.02	51 ly
41444	Moistened Emotal Core	0.02	51 ly
41445	Fragile Stellar Processor	0.06	53 ly
41446	Threaded Cluster Stem	0.14	57 ly
41447	Gooey Neural Matrix	0.16	58 ly
41448	Threaded Emotal Core	0.7	85 ly
41449	Moistened Lobe Actuator	0.08	54 ly
41450	Moistened Cluster Stem	0.04	52 ly
41451	Fragile Sensory Veil	0.08	54 ly
41452	Threaded Cluster Stem	0.48	74 ly
41453	Gooey Emotal Core	0.56	78 ly
41454	Moistened Emotal Core	0.36	68 ly
41455	Fragile Lobes	0.0	50 ly
41456	Moistened Emotal Core	0.48	74 ly
41457	Gooey Hive Stem	0.22	61 ly
41458	Fragile Sensory Veil	0.86	93 ly
41459	Clammy Sensory Veil	0.0	50 ly
41460	Clammy Neural Matrix	0.06	53 ly
41461	Clammy Sensory Veil	0.98	99 ly
41462	Moistened Stellar Processor	0.0	50 ly
41463	Threaded Stellar Processor	0.58	79 ly
41464	Fragile Bio-Reality Generator	0.92	96 ly
41465	Moistened Neural Matrix	0.02	51 ly
41466	Fragile Hive Stem	0.96	98 ly
41467	Threaded Neural Matrix	0.08	54 ly
41468	Clammy Memory Calculus	0.3	65 ly
41469	Moistened Neural Matrix	0.6	80 ly
41470	Moistened Sensory Veil	0.14	57 ly
41471	Clammy Neural Matrix	0.0	50 ly
41472	Threaded Bio-Reality Generator	0.12	56 ly
41473	Clammy Lobes	0.76	88 ly
41474	Threaded Cluster Stem	0.04	52 ly
41475	Threaded Cluster Stem	0.3	65 ly
41476	Fragile Lobes	0.12	56 ly
41477	Threaded Cluster Stem	0.1	55 ly
41478	Threaded Bio-Reality Generator	0.02	51 ly
41479	Clammy Memory Calculus	0.4	70 ly
41480	Moistened Emotal Core	0.14	57 ly
41481	Moistened Hive Stem	0.86	93 ly
41482	Moistened Lobes	0.88	94 ly
41483	Fragile Bio-Reality Generator	0.94	97 ly
41484	Gooey Lobes	0.06	53 ly
41485	Clammy Stellar Processor	0.08	54 ly
41486	Fragile Sensory Veil	0.02	51 ly
41487	Fragile Bio-Reality Generator	0.54	77 ly
41488	Clammy Stellar Processor	0.28	64 ly
41489	Clammy Sensory Veil	0.02	51 ly
41490	Fragile Hive Stem	0.0	50 ly
41491	Fragile Neural Matrix	0.44	72 ly
41492	Gooey Hive Stem	0.62	81 ly
41493	Clammy Lobes	0.48	74 ly
41494	Clammy Neural Matrix	0.24	62 ly
41495	Threaded Lobe Actuator	0.02	51 ly
41496	Moistened Bio-Reality Generator	0.0	50 ly
41497	Threaded Stellar Processor	0.74	87 ly
41498	Fragile Emotal Core	0.02	51 ly
41499	Threaded Hive Stem	0.08	54 ly
41500	Threaded Emotal Core	0.54	77 ly
41501	Gooey Hive Stem	0.0	50 ly
41502	Gooey Cluster Stem	0.36	68 ly
41503	Threaded Lobes	0.02	51 ly
41504	Clammy Memory Calculus	0.12	56 ly
41505	Moistened Cluster Stem	0.0	50 ly
41506	Clammy Stellar Processor	0.98	99 ly
41507	Moistened Hive Stem	0.38	69 ly
41508	Threaded Lobes	0.02	51 ly
41509	Gooey Neural Matrix	0.02	51 ly
41510	Clammy Lobe Actuator	0.16	58 ly
41511	Threaded Hive Stem	0.26	63 ly
41512	Clammy Neural Matrix	0.18	59 ly
41513	Gooey Hive Stem	0.06	53 ly
41514	Clammy Bio-Reality Generator	0.48	74 ly
41515	Gooey Cluster Stem	0.46	73 ly
41516	Clammy Neural Matrix	0.52	76 ly
41517	Gooey Bio-Reality Generator	0.32	66 ly
41518	Clammy Memory Calculus	0.4	70 ly
41519	Clammy Hive Stem	0.54	77 ly
41520	Gooey Hive Stem	0.36	68 ly
41521	Gooey Memory Calculus	0.78	89 ly
41522	Gooey Hive Stem	0.94	97 ly
41523	Fragile Lobe Actuator	0.04	52 ly
41524	Clammy Stellar Processor	0.0	50 ly
41525	Clammy Hive Stem	0.32	66 ly
41526	Clammy Stellar Processor	0.06	53 ly
41527	Threaded Hive Stem	0.18	59 ly
41528	Gooey Stellar Processor	0.02	51 ly
41529	Fragile Stellar Processor	0.1	55 ly
41530	Fragile Cluster Stem	0.2	60 ly
41531	Moistened Bio-Reality Generator	0.56	78 ly
41532	Clammy Neural Matrix	0.82	91 ly
41533	Gooey Sensory Veil	0.74	87 ly
41534	Moistened Sensory Veil	0.28	64 ly
41535	Gooey Cluster Stem	0.5	75 ly
41536	Gooey Lobes	0.1	55 ly
41537	Threaded Lobes	0.18	59 ly
41538	Fragile Cluster Stem	0.0	50 ly
41539	Gooey Hive Stem	0.06	53 ly
41540	Gooey Bio-Reality Generator	0.04	52 ly
41541	Clammy Sensory Veil	0.02	51 ly
41542	Threaded Memory Calculus	0.06	53 ly
41543	Moistened Sensory Veil	0.36	68 ly
41544	Gooey Stellar Processor	0.82	91 ly
41545	Moistened Sensory Veil	0.06	53 ly
41546	Gooey Hive Stem	0.08	54 ly
41547	Moistened Memory Calculus	0.84	92 ly
41548	Moistened Emotal Core	0.72	86 ly
41549	Clammy Cluster Stem	0.14	57 ly
41550	Gooey Cluster Stem	0.48	74 ly
41551	Clammy Sensory Veil	0.36	68 ly
41552	Threaded Bio-Reality Generator	0.0	50 ly
41553	Moistened Cluster Stem	0.08	54 ly
41554	Fragile Cluster Stem	0.0	50 ly
41555	Threaded Memory Calculus	0.14	57 ly
41556	Clammy Cluster Stem	0.68	84 ly
41557	Moistened Bio-Reality Generator	0.92	96 ly
41558	Clammy Lobe Actuator	0.06	53 ly
41559	Moistened Hive Stem	0.46	73 ly
41560	Fragile Lobe Actuator	0.04	52 ly
41561	Threaded Lobes	0.04	52 ly
41562	Clammy Lobe Actuator	0.7	85 ly
41563	Fragile Memory Calculus	0.5	75 ly
41564	Gooey Memory Calculus	0.04	52 ly
41565	Fragile Hive Stem	0.66	83 ly
41566	Threaded Cluster Stem	0.78	89 ly
41567	Moistened Neural Matrix	0.32	66 ly
41568	Threaded Hive Stem	0.54	77 ly
41569	Moistened Hive Stem	0.26	63 ly
41570	Clammy Cluster Stem	0.0	50 ly
41571	Fragile Memory Calculus	0.0	50 ly
41572	Fragile Bio-Reality Generator	0.02	51 ly
41573	Clammy Sensory Veil	0.02	51 ly
41574	Fragile Hive Stem	0.46	73 ly
41575	Threaded Hive Stem	0.0	50 ly
41576	Threaded Bio-Reality Generator	0.34	67 ly
41577	Gooey Sensory Veil	0.84	92 ly
41578	Fragile Hive Stem	0.08	54 ly
41579	Fragile Stellar Processor	0.88	94 ly
41580	Threaded Memory Calculus	0.46	73 ly
41581	Gooey Lobe Actuator	0.62	81 ly
41582	Gooey Stellar Processor	0.56	78 ly
41583	Fragile Bio-Reality Generator	0.7	85 ly
41584	Gooey Lobe Actuator	0.1	55 ly
41585	Clammy Stellar Processor	0.1	55 ly
41586	Threaded Cluster Stem	0.2	60 ly
41587	Gooey Neural Matrix	0.7	85 ly
41588	Gooey Stellar Processor	0.06	53 ly
41589	Threaded Emotal Core	0.94	97 ly
41590	Gooey Sensory Veil	0.04	52 ly
41591	Threaded Cluster Stem	0.8	90 ly
41592	Clammy Lobe Actuator	0.0	50 ly
41593	Moistened Lobes	0.46	73 ly
41594	Threaded Bio-Reality Generator	0.06	53 ly
41595	Gooey Lobe Actuator	0.02	51 ly
41596	Fragile Neural Matrix	0.04	52 ly
41597	Fragile Lobe Actuator	0.02	51 ly
41598	Gooey Cluster Stem	0.44	72 ly
41599	Gooey Lobe Actuator	0.06	53 ly
41600	Moistened Emotal Core	0.64	82 ly
41601	Fragile Emotal Core	0.22	61 ly
41602	Fragile Cluster Stem	0.86	93 ly
41603	Fragile Stellar Processor	0.38	69 ly
41604	Gooey Neural Matrix	0.06	53 ly
41605	Fragile Stellar Processor	0.34	67 ly
41606	Fragile Hive Stem	0.6	80 ly
41607	Clammy Sensory Veil	0.0	50 ly
41608	Gooey Lobes	0.44	72 ly
41609	Fragile Memory Calculus	0.56	78 ly
41610	Gooey Stellar Processor	0.56	78 ly
41611	Threaded Emotal Core	0.18	59 ly
41612	Threaded Neural Matrix	0.0	50 ly
41613	Gooey Emotal Core	0.2	60 ly
41614	Fragile Hive Stem	0.02	51 ly
41615	Fragile Memory Calculus	0.0	50 ly
41616	Gooey Stellar Processor	0.32	66 ly
41617	Clammy Lobe Actuator	0.04	52 ly
41618	Gooey Hive Stem	0.2	60 ly
41619	Gooey Stellar Processor	0.68	84 ly
41620	Fragile Sensory Veil	0.0	50 ly
41621	Gooey Cluster Stem	0.22	61 ly
41622	Gooey Hive Stem	0.18	59 ly
41623	Moistened Cluster Stem	0.16	58 ly
41624	Fragile Cluster Stem	0.66	83 ly
41625	Gooey Sensory Veil	0.02	51 ly
41626	Moistened Stellar Processor	0.0	50 ly
41627	Clammy Cluster Stem	0.86	93 ly
41628	Clammy Sensory Veil	0.98	99 ly
41629	Gooey Sensory Veil	0.68	84 ly
41630	Clammy Emotal Core	0.04	52 ly
41631	Fragile Lobes	0.68	84 ly
41632	Moistened Memory Calculus	0.46	73 ly
41633	Fragile Lobes	0.0	50 ly
41634	Threaded Hive Stem	0.32	66 ly
41635	Moistened Neural Matrix	0.76	88 ly
41636	Clammy Neural Matrix	0.78	89 ly
41637	Threaded Cluster Stem	0.58	79 ly
41638	Moistened Lobes	0.16	58 ly
41639	Moistened Neural Matrix	0.06	53 ly
41640	Gooey Emotal Core	0.06	53 ly
41641	Moistened Cluster Stem	0.58	79 ly
41642	Fragile Lobes	0.24	62 ly
41643	Clammy Lobes	0.32	66 ly
41644	Clammy Cluster Stem	0.54	77 ly
41645	Clammy Lobe Actuator	0.06	53 ly
41646	Fragile Bio-Reality Generator	0.18	59 ly
41647	Fragile Lobe Actuator	0.72	86 ly
41648	Threaded Hive Stem	0.8	90 ly
41649	Moistened Emotal Core	0.04	52 ly
41650	Moistened Neural Matrix	0.08	54 ly
41651	Gooey Memory Calculus	0.98	99 ly
41652	Threaded Lobes	0.58	79 ly
41653	Moistened Stellar Processor	0.32	66 ly
41654	Threaded Stellar Processor	0.0	50 ly
41655	Gooey Memory Calculus	0.44	72 ly
41656	Threaded Cluster Stem	0.16	58 ly
41657	Gooey Lobe Actuator	0.12	56 ly
41658	Gooey Bio-Reality Generator	0.1	55 ly
41659	Gooey Stellar Processor	0.24	62 ly
41660	Moistened Neural Matrix	0.12	56 ly
41661	Gooey Hive Stem	0.0	50 ly
41662	Gooey Stellar Processor	0.18	59 ly
41663	Moistened Emotal Core	0.34	67 ly
41664	Moistened Neural Matrix	0.98	99 ly
41665	Fragile Sensory Veil	0.84	92 ly
41666	Clammy Lobes	0.16	58 ly
41667	Gooey Hive Stem	0.3	65 ly
41668	Moistened Lobe Actuator	0.26	63 ly
41669	Threaded Neural Matrix	0.06	53 ly
41670	Moistened Cluster Stem	0.0	50 ly
41671	Threaded Hive Stem	0.42	71 ly
41672	Clammy Sensory Veil	0.0	50 ly
41673	Moistened Memory Calculus	0.38	69 ly
41674	Clammy Neural Matrix	0.02	51 ly
41675	Moistened Cluster Stem	0.12	56 ly
41676	Threaded Hive Stem	0.0	50 ly
41677	Clammy Sensory Veil	0.42	71 ly
41678	Moistened Hive Stem	0.98	99 ly
41679	Moistened Memory Calculus	0.0	50 ly
41680	Moistened Memory Calculus	0.0	50 ly
41681	Moistened Sensory Veil	0.12	56 ly
41682	Gooey Sensory Veil	0.56	78 ly
41683	Clammy Cluster Stem	0.02	51 ly
41684	Moistened Bio-Reality Generator	0.5	75 ly
41685	Gooey Stellar Processor	0.3	65 ly
41686	Fragile Stellar Processor	0.6	80 ly
41687	Threaded Neural Matrix	0.54	77 ly
41688	Gooey Sensory Veil	0.22	61 ly
41689	Fragile Neural Matrix	0.36	68 ly
41690	Gooey Bio-Reality Generator	0.06	53 ly
41691	Gooey Lobe Actuator	0.04	52 ly
41692	Moistened Neural Matrix	0.84	92 ly
41693	Fragile Stellar Processor	0.86	93 ly
41694	Moistened Memory Calculus	0.0	50 ly
41695	Gooey Lobes	0.4	70 ly
41696	Fragile Emotal Core	0.0	50 ly
41697	Gooey Stellar Processor	0.24	62 ly
41698	Clammy Lobe Actuator	0.0	50 ly
41699	Fragile Cluster Stem	0.08	54 ly
41700	Clammy Lobes	0.0	50 ly
41701	Threaded Neural Matrix	0.04	52 ly
41702	Gooey Hive Stem	0.6	80 ly
41703	Gooey Hive Stem	0.0	50 ly
41704	Clammy Neural Matrix	0.4	70 ly
41705	Gooey Hive Stem	0.28	64 ly
41706	Moistened Emotal Core	0.04	52 ly
41707	Fragile Memory Calculus	0.0	50 ly
41708	Gooey Cluster Stem	1.0	100 ly
41709	Threaded Stellar Processor	0.18	59 ly
41710	Threaded Bio-Reality Generator	0.42	71 ly
41711	Clammy Bio-Reality Generator	0.02	51 ly
41712	Clammy Lobe Actuator	0.48	74 ly
41713	Fragile Bio-Reality Generator	0.18	59 ly
41714	Fragile Lobes	0.44	72 ly
41715	Fragile Memory Calculus	0.02	51 ly
41716	Threaded Lobes	0.1	55 ly
41717	Gooey Stellar Processor	0.32	66 ly
41718	Clammy Emotal Core	0.0	50 ly
41719	Fragile Stellar Processor	0.34	67 ly
41720	Clammy Neural Matrix	0.42	71 ly
41721	Moistened Cluster Stem	0.14	57 ly
41722	Clammy Lobe Actuator	0.62	81 ly
41723	Clammy Hive Stem	0.3	65 ly
41724	Threaded Neural Matrix	0.98	99 ly
41725	Clammy Stellar Processor	0.26	63 ly
41726	Clammy Stellar Processor	0.16	58 ly
41727	Moistened Cluster Stem	0.0	50 ly
41728	Clammy Emotal Core	0.66	83 ly
41729	Fragile Neural Matrix	0.02	51 ly
41730	Threaded Hive Stem	0.02	51 ly
41731	Threaded Lobes	0.22	61 ly
41732	Clammy Lobe Actuator	0.48	74 ly
41733	Clammy Lobes	0.5	75 ly
41734	Moistened Lobes	0.9	95 ly
41735	Moistened Memory Calculus	0.64	82 ly
41736	Gooey Emotal Core	0.66	83 ly
41737	Moistened Neural Matrix	0.98	99 ly
41738	Clammy Stellar Processor	0.16	58 ly
41739	Gooey Lobe Actuator	0.04	52 ly
41740	Gooey Lobes	0.02	51 ly
41741	Fragile Stellar Processor	0.52	76 ly
41742	Threaded Lobes	0.36	68 ly
41743	Moistened Emotal Core	0.0	50 ly
41744	Threaded Neural Matrix	0.18	59 ly
41745	Threaded Sensory Veil	0.08	54 ly
41746	Gooey Neural Matrix	0.0	50 ly
41747	Gooey Cluster Stem	0.72	86 ly
41748	Fragile Stellar Processor	0.76	88 ly
41749	Fragile Lobe Actuator	0.52	76 ly
41750	Moistened Emotal Core	0.1	55 ly
41751	Moistened Lobes	0.98	99 ly
41752	Threaded Stellar Processor	0.0	50 ly
41753	Threaded Cluster Stem	0.38	69 ly
41754	Gooey Sensory Veil	0.52	76 ly
41755	Fragile Emotal Core	0.48	74 ly
41756	Gooey Neural Matrix	0.04	52 ly
41757	Threaded Lobes	0.08	54 ly
41758	Gooey Sensory Veil	0.24	62 ly
41759	Clammy Neural Matrix	0.2	60 ly
41760	Fragile Bio-Reality Generator	0.0	50 ly
41761	Moistened Memory Calculus	0.48	74 ly
41762	Threaded Lobes	0.12	56 ly
41763	Threaded Bio-Reality Generator	0.38	69 ly
41764	Clammy Lobes	0.76	88 ly
41765	Clammy Emotal Core	0.24	62 ly
41766	Clammy Memory Calculus	0.06	53 ly
41767	Fragile Cluster Stem	0.0	50 ly
41768	Gooey Memory Calculus	0.02	51 ly
41769	Threaded Emotal Core	0.3	65 ly
41770	Clammy Emotal Core	0.96	98 ly
41771	Clammy Lobe Actuator	0.76	88 ly
41772	Moistened Sensory Veil	0.7	85 ly
41773	Gooey Stellar Processor	0.5	75 ly
41774	Threaded Hive Stem	0.98	99 ly
41775	Clammy Stellar Processor	0.76	88 ly
41776	Gooey Memory Calculus	0.4	70 ly
41777	Fragile Sensory Veil	0.46	73 ly
41778	Clammy Lobes	0.08	54 ly
41779	Moistened Sensory Veil	0.4	70 ly
41780	Threaded Lobes	0.16	58 ly
41781	Threaded Cluster Stem	0.56	78 ly
41782	Gooey Cluster Stem	0.18	59 ly
41783	Clammy Stellar Processor	0.04	52 ly
41784	Gooey Memory Calculus	0.94	97 ly
41785	Fragile Bio-Reality Generator	0.24	62 ly
41786	Moistened Cluster Stem	0.0	50 ly
41787	Clammy Cluster Stem	0.02	51 ly
41788	Clammy Stellar Processor	0.34	67 ly
41789	Moistened Stellar Processor	0.96	98 ly
41790	Threaded Stellar Processor	0.12	56 ly
41791	Gooey Neural Matrix	0.38	69 ly
41792	Fragile Emotal Core	0.64	82 ly
41793	Gooey Memory Calculus	0.28	64 ly
41794	Gooey Memory Calculus	0.78	89 ly
41795	Threaded Bio-Reality Generator	0.58	79 ly
41796	Clammy Memory Calculus	0.94	97 ly
41797	Moistened Sensory Veil	0.06	53 ly
41798	Threaded Sensory Veil	0.9	95 ly
41799	Gooey Sensory Veil	0.02	51 ly
41800	Fragile Neural Matrix	0.54	77 ly
41801	Clammy Memory Calculus	0.86	93 ly
41802	Threaded Lobes	0.0	50 ly
41803	Moistened Neural Matrix	0.22	61 ly
41804	Gooey Neural Matrix	0.02	51 ly
41805	Clammy Memory Calculus	0.92	96 ly
41806	Clammy Lobe Actuator	0.0	50 ly
41807	Threaded Memory Calculus	0.32	66 ly
41808	Moistened Bio-Reality Generator	0.58	79 ly
41809	Fragile Bio-Reality Generator	0.34	67 ly
41810	Clammy Memory Calculus	0.04	52 ly
41811	Threaded Emotal Core	0.52	76 ly
41812	Threaded Neural Matrix	0.68	84 ly
41813	Gooey Sensory Veil	0.24	62 ly
41814	Threaded Emotal Core	0.34	67 ly
41815	Gooey Lobe Actuator	0.12	56 ly
41816	Fragile Bio-Reality Generator	0.0	50 ly
41817	Clammy Cluster Stem	0.24	62 ly
41818	Threaded Lobe Actuator	0.0	50 ly
41819	Threaded Memory Calculus	0.86	93 ly
41820	Clammy Hive Stem	0.0	50 ly
41821	Clammy Stellar Processor	0.12	56 ly
41822	Fragile Stellar Processor	0.12	56 ly
41823	Threaded Sensory Veil	0.04	52 ly
41824	Fragile Hive Stem	0.88	94 ly
41825	Clammy Lobe Actuator	0.42	71 ly
41826	Clammy Stellar Processor	0.7	85 ly
41827	Threaded Bio-Reality Generator	0.28	64 ly
41828	Clammy Sensory Veil	0.84	92 ly
41829	Threaded Lobes	0.2	60 ly
