Seed,Name,Perfection,Ship_Hyperdrive_JumpDistance,Ship_Hyperdrive_JumpsPerCell
59315,Tremendous Bio-Reality Generator,0.22,161 ly,
59316,Glassy Neural Matrix,1.0,,+100%
59317,Engorged Stellar Processor,0.54,177 ly,
59318,Glassy Lobe Actuator,1.0,,+100%
59319,Glassy Hive Stem,1.0,,+100%
59320,Engorged Hive Stem,1.0,,+100%
59321,Glassy Hive Stem,1.0,,+100%
59322,Glorious Stellar Processor,1.0,,+100%
59323,Beloved Hive Stem,0.84,192 ly,
59324,Tremendous Emotal Core,0.86,193 ly,
59325,Engorged Emotal Core,1.0,,+100%
59326,Beloved Emotal Core,0.0,150 ly,
59327,Tremendous Cluster Stem,1.0,,+100%
59328,Glorious Lobes,0.72,186 ly,
59329,Beloved Stellar Processor,1.0,,+100%
59330,Engorged Lobe Actuator,1.0,,+100%
59331,Glassy Lobes,1.0,,+100%
59332,Beloved Memory Calculus,1.0,,+100%
59333,Tremendous Lobes,1.0,,+100%
59334,Glorious Lobe Actuator,0.5,175 ly,
59335,Glassy Neural Matrix,0.08,154 ly,
59336,Glorious Sensory Veil,1.0,,+100%
59337,Glorious Bio-Reality Generator,1.0,,+100%
59338,Beloved Stellar Processor,0.94,197 ly,
59339,Glassy Memory Calculus,0.38,169 ly,
59340,Beloved Memory Calculus,0.26,163 ly,
59341,Tremendous Sensory Veil,0.54,177 ly,
59342,Glassy Emotal Core,0.04,152 ly,
59343,Tremendous Stellar Processor,0.34,167 ly,
59344,Glorious Memory Calculus,1.0,,+100%
59345,Tremendous Bio-Reality Generator,1.0,,+100%
59346,Glorious Emotal Core,0.64,182 ly,
59347,Beloved Neural Matrix,1.0,,+100%
59348,Glassy Cluster Stem,0.26,163 ly,
59349,Engorged Cluster Stem,0.74,187 ly,
59350,Beloved Hive Stem,1.0,,+100%
59351,Engorged Emotal Core,1.0,,+100%
59352,Glassy Bio-Reality Generator,0.36,168 ly,
59353,Engorged Sensory Veil,1.0,,+100%
59354,Glassy Memory Calculus,1.0,,+100%
59355,Beloved Memory Calculus,1.0,,+100%
59356,Engorged Memory Calculus,0.02,151 ly,
59357,Glassy Memory Calculus,0.2,160 ly,
59358,Engorged Emotal Core,1.0,,+100%
59359,Glorious Cluster Stem,0.48,174 ly,
59360,Engorged Emotal Core,0.08,154 ly,
59361,Glassy Bio-Reality Generator,1.0,,+100%
59362,Glassy Lobe Actuator,0.7,185 ly,
59363,Beloved Stellar Processor,1.0,,+100%
59364,Engorged Cluster Stem,0.02,151 ly,
59365,Glassy Lobe Actuator,1.0,,+100%
59366,Glorious Cluster Stem,1.0,,+100%
59367,Engorged Sensory Veil,1.0,,+100%
59368,Glassy Memory Calculus,0.12,156 ly,
59369,Tremendous Stellar Processor,1.0,,+100%
59370,Beloved Sensory Veil,0.1,155 ly,
59371,Engorged Memory Calculus,1.0,,+100%
59372,Tremendous Bio-Reality Generator,0.06,153 ly,
59373,Glassy Sensory Veil,0.9,195 ly,
59374,Glorious Cluster Stem,0.86,193 ly,
59375,Beloved Emotal Core,1.0,,+100%
59376,Tremendous Neural Matrix,1.0,,+100%
59377,Engorged Lobe Actuator,0.36,168 ly,
59378,Glassy Memory Calculus,0.28,164 ly,
59379,Tremendous Sensory Veil,0.04,152 ly,
59380,Glorious Memory Calculus,0.52,176 ly,
59381,Beloved Memory Calculus,0.36,168 ly,
59382,Engorged Neural Matrix,1.0,,+100%
59383,Glorious Sensory Veil,0.92,196 ly,
59384,Glorious Lobes,1.0,,+100%
59385,Glassy Lobes,0.0,150 ly,
59386,Glassy Lobe Actuator,0.56,178 ly,
59387,Beloved Lobe Actuator,1.0,,+100%
59388,Beloved Emotal Core,1.0,,+100%
59389,Engorged Stellar Processor,1.0,,+100%
59390,Glassy Lobe Actuator,1.0,,+100%
59391,Tremendous Neural Matrix,1.0,,+100%
59392,Engorged Stellar Processor,1.0,,+100%
59393,Tremendous Sensory Veil,0.0,150 ly,
59394,Beloved Neural Matrix,1.0,,+100%
59395,Beloved Memory Calculus,1.0,,+100%
59396,Glorious Cluster Stem,0.14,157 ly,
59397,Glorious Memory Calculus,1.0,,+100%
59398,Glassy Hive Stem,1.0,,+100%
59399,Glassy Cluster Stem,1.0,,+100%
59400,Engorged Memory Calculus,0.78,189 ly,
59401,Glassy Bio-Reality Generator,0.58,179 ly,
59402,Engorged Lobe Actuator,1.0,,+100%
59403,Beloved Memory Calculus,1.0,,+100%
59404,Tremendous Neural Matrix,0.16,158 ly,
59405,Glassy Neural Matrix,1.0,,+100%
59406,Tremendous Emotal Core,1.0,,+100%
59407,Glassy Neural Matrix,1.0,,+100%
59408,Glorious Lobe Actuator,1.0,,+100%
59409,Engorged Stellar Processor,1.0,,+100%
59410,Tremendous Lobes,1.0,,+100%
59411,Beloved Emotal Core,0.1,155 ly,
59412,Beloved Stellar Processor,1.0,,+100%
59413,Glorious Lobe Actuator,1.0,,+100%
59414,Engorged Memory Calculus,1.0,,+100%
59415,Beloved Neural Matrix,1.0,,+100%
59416,Engorged Stellar Processor,1.0,,+100%
59417,Glorious Stellar Processor,0.0,150 ly,
59418,Beloved Lobe Actuator,1.0,,+100%
59419,Glassy Cluster Stem,1.0,,+100%
59420,Glorious Emotal Core,1.0,,+100%
59421,Beloved Hive Stem,0.06,153 ly,
59422,Glassy Sensory Veil,1.0,,+100%
59423,Engorged Lobe Actuator,0.52,176 ly,
59424,Engorged Lobe Actuator,1.0,,+100%
59425,Glassy Stellar Processor,1.0,,+100%
59426,Engorged Lobe Actuator,1.0,,+100%
59427,Tremendous Emotal Core,1.0,,+100%
59428,Glorious Cluster Stem,0.54,177 ly,
59429,Engorged Bio-Reality Generator,1.0,,+100%
59430,Beloved Cluster Stem,0.32,166 ly,
59431,Beloved Memory Calculus,1.0,,+100%
59432,Tremendous Lobe Actuator,1.0,,+100%
59433,Glorious Hive Stem,0.64,182 ly,
59434,Glassy Emotal Core,0.02,151 ly,
59435,Glassy Lobe Actuator,1.0,,+100%
59436,Glassy Emotal Core,1.0,,+100%
59437,Glorious Cluster Stem,1.0,,+100%
59438,Engorged Cluster Stem,0.18,159 ly,
59439,Tremendous Neural Matrix,1.0,,+100%
59440,Glassy Bio-Reality Generator,0.14,157 ly,
59441,Beloved Bio-Reality Generator,1.0,,+100%
59442,Glassy Sensory Veil,0.0,150 ly,
59443,Tremendous Lobes,0.16,158 ly,
59444,Tremendous Neural Matrix,1.0,,+100%
59445,Engorged Bio-Reality Generator,1.0,,+100%
59446,Glassy Lobes,1.0,,+100%
59447,Beloved Stellar Processor,0.14,157 ly,
59448,Beloved Neural Matrix,0.5,175 ly,
59449,Beloved Hive Stem,0.8,190 ly,
59450,Tremendous Bio-Reality Generator,0.9,195 ly,
59451,Glassy Neural Matrix,1.0,,+100%
59452,Engorged Neural Matrix,1.0,,+100%
59453,Beloved Neural Matrix,0.18,159 ly,
59454,Glassy Cluster Stem,0.98,199 ly,
59455,Glassy Neural Matrix,0.48,174 ly,
59456,Glassy Lobes,1.0,,+100%
59457,Glorious Lobes,0.02,151 ly,
59458,Glassy Bio-Reality Generator,0.04,152 ly,
59459,Beloved Emotal Core,0.0,150 ly,
59460,Beloved Lobe Actuator,1.0,,+100%
59461,Beloved Sensory Veil,0.5,175 ly,
59462,Tremendous Neural Matrix,1.0,,+100%
59463,Glorious Stellar Processor,1.0,,+100%
59464,Tremendous Emotal Core,0.44,172 ly,
59465,Engorged Stellar Processor,1.0,,+100%
59466,Beloved Stellar Processor,1.0,,+100%
59467,Beloved Cluster Stem,1.0,,+100%
59468,Tremendous Cluster Stem,1.0,,+100%
59469,Tremendous Lobes,1.0,,+100%
59470,Glassy Hive Stem,0.0,150 ly,
59471,Glassy Sensory Veil,1.0,,+100%
59472,Glorious Stellar Processor,1.0,,+100%
59473,Engorged Neural Matrix,1.0,,+100%
59474,Glassy Lobes,0.02,151 ly,
59475,Beloved Sensory Veil,1.0,,+100%
59476,Tremendous Lobes,1.0,,+100%
59477,Tremendous Emotal Core,1.0,,+100%
59478,Glorious Emotal Core,0.06,153 ly,
59479,Glorious Lobe Actuator,0.1,155 ly,
59480,Beloved Lobes,1.0,,+100%
59481,Glorious Stellar Processor,1.0,,+100%
59482,Tremendous Memory Calculus,0.06,153 ly,
59483,Glorious Stellar Processor,1.0,,+100%
59484,Glorious Sensory Veil,0.0,150 ly,
59485,Engorged Bio-Reality Generator,1.0,,+100%
59486,Beloved Cluster Stem,1.0,,+100%
59487,Glorious Stellar Processor,1.0,,+100%
59488,Glassy Neural Matrix,1.0,,+100%
59489,Beloved Neural Matrix,0.02,151 ly,
59490,Glassy Cluster Stem,0.2,160 ly,
59491,Glorious Emotal Core,1.0,,+100%
59492,Beloved Stellar Processor,0.72,186 ly,
59493,Tremendous Stellar Processor,0.52,176 ly,
59494,Glassy Hive Stem,0.9,195 ly,
59495,Engorged Bio-Reality Generator,0.96,198 ly,
59496,Engorged Bio-Reality Generator,1.0,,+100%
59497,Glassy Bio-Reality Generator,0.04,152 ly,
59498,Engorged Lobe Actuator,1.0,,+100%
59499,Tremendous Lobes,1.0,,+100%
59500,Tremendous Hive Stem,0.54,177 ly,
59501,Engorged Sensory Veil,0.02,151 ly,
59502,Glorious Bio-Reality Generator,0.0,150 ly,
59503,Engorged Cluster Stem,1.0,,+100%
59504,Glorious Lobes,1.0,,+100%
59505,Beloved Sensory Veil,1.0,,+100%
59506,Beloved Sensory Veil,1.0,,+100%
59507,Beloved Emotal Core,1.0,,+100%
59508,Glorious Stellar Processor,0.36,168 ly,
59509,Glassy Bio-Reality Generator,0.84,192 ly,
59510,Engorged Stellar Processor,0.06,153 ly,
59511,Glassy Neural Matrix,1.0,,+100%
59512,Engorged Memory Calculus,1.0,,+100%
59513,Beloved Emotal Core,1.0,,+100%
59514,Tremendous Neural Matrix,1.0,,+100%
59515,Glassy Cluster Stem,0.0,150 ly,
59516,Glorious Cluster Stem,0.2,160 ly,
59517,Glassy Cluster Stem,1.0,,+100%
59518,Tremendous Neural Matrix,1.0,,+100%
59519,Glorious Hive Stem,1.0,,+100%
59520,Engorged Emotal Core,1.0,,+100%
59521,Beloved Neural Matrix,0.42,171 ly,
59522,Glassy Bio-Reality Generator,1.0,,+100%
59523,Glassy Bio-Reality Generator,1.0,,+100%
59524,Engorged Lobes,0.02,151 ly,
59525,Beloved Lobe Actuator,1.0,,+100%
59526,Beloved Stellar Processor,1.0,,+100%
59527,Tremendous Memory Calculus,0.1,155 ly,
59528,Glorious Neural Matrix,1.0,,+100%
59529,Glorious Sensory Veil,0.44,172 ly,
59530,Engorged Emotal Core,0.1,155 ly,
59531,Glassy Hive Stem,0.48,174 ly,
59532,Engorged Stellar Processor,0.0,150 ly,
59533,Beloved Sensory Veil,1.0,,+100%
59534,Engorged Lobe Actuator,1.0,,+100%
59535,Glassy Stellar Processor,1.0,,+100%
59536,Glorious Sensory Veil,1.0,,+100%
59537,Beloved Hive Stem,1.0,,+100%
59538,Tremendous Neural Matrix,1.0,,+100%
59539,Glorious Lobes,0.9,195 ly,
59540,Tremendous Cluster Stem,0.94,197 ly,
59541,Beloved Memory Calculus,0.42,171 ly,
59542,Tremendous Stellar Processor,1.0,,+100%
59543,Engorged Bio-Reality Generator,1.0,,+100%
59544,Tremendous Stellar Processor,0.0,150 ly,
59545,Glorious Bio-Reality Generator,1.0,,+100%
59546,Glassy Hive Stem,1.0,,+100%
59547,Engorged Neural Matrix,0.22,161 ly,
59548,Glorious Emotal Core,1.0,,+100%
59549,Glorious Stellar Processor,1.0,,+100%
59550,Glorious Cluster Stem,1.0,,+100%
59551,Glorious Cluster Stem,1.0,,+100%
59552,Beloved Lobes,0.0,150 ly,
59553,Tremendous Lobe Actuator,1.0,,+100%
59554,Glorious Hive Stem,1.0,,+100%
59555,Tremendous Lobes,1.0,,+100%
59556,Beloved Memory Calculus,1.0,,+100%
59557,Glassy Cluster Stem,0.28,164 ly,
59558,Glorious Neural Matrix,0.72,186 ly,
59559,Beloved Sensory Veil,0.08,154 ly,
59560,Engorged Lobe Actuator,1.0,,+100%
59561,Glassy Emotal Core,1.0,,+100%
59562,Tremendous Lobes,0.06,153 ly,
59563,Glorious Neural Matrix,1.0,,+100%
59564,Beloved Lobes,0.26,163 ly,
59565,Engorged Sensory Veil,0.06,153 ly,
59566,Engorged Hive Stem,1.0,,+100%
59567,Glassy Memory Calculus,0.26,163 ly,
59568,Tremendous Lobes,0.0,150 ly,
59569,Engorged Cluster Stem,1.0,,+100%
59570,Glassy Cluster Stem,0.12,156 ly,
59571,Engorged Lobes,0.7,185 ly,
59572,Beloved Stellar Processor,1.0,,+100%
59573,Glassy Cluster Stem,0.1,155 ly,
59574,Engorged Bio-Reality Generator,0.88,194 ly,
59575,Beloved Stellar Processor,0.06,153 ly,
59576,Tremendous Emotal Core,0.54,177 ly,
59577,Glorious Stellar Processor,0.16,158 ly,
59578,Glassy Bio-Reality Generator,1.0,,+100%
59579,Glorious Hive Stem,1.0,,+100%
59580,Glassy Hive Stem,0.34,167 ly,
59581,Tremendous Stellar Processor,0.7,185 ly,
59582,Beloved Stellar Processor,1.0,,+100%
59583,Glorious Memory Calculus,1.0,,+100%
59584,Tremendous Cluster Stem,0.02,151 ly,
59585,Engorged Lobe Actuator,0.82,191 ly,
59586,Glassy Lobes,0.78,189 ly,
59587,Engorged Stellar Processor,1.0,,+100%
59588,Tremendous Emotal Core,1.0,,+100%
59589,Tremendous Memory Calculus,0.4,170 ly,
59590,Engorged Stellar Processor,1.0,,+100%
59591,Glorious Memory Calculus,1.0,,+100%
59592,Beloved Sensory Veil,1.0,,+100%
59593,Glassy Memory Calculus,1.0,,+100%
59594,Engorged Sensory Veil,0.0,150 ly,
59595,Engorged Sensory Veil,1.0,,+100%
59596,Engorged Lobe Actuator,1.0,,+100%
59597,Beloved Emotal Core,0.0,150 ly,
59598,Glorious Neural Matrix,1.0,,+100%
59599,Beloved Memory Calculus,0.92,196 ly,
59600,Tremendous Sensory Veil,0.02,151 ly,
59601,Engorged Lobes,1.0,,+100%
59602,Glorious Bio-Reality Generator,0.0,150 ly,
59603,Engorged Memory Calculus,0.06,153 ly,
59604,Glassy Bio-Reality Generator,1.0,,+100%
59605,Engorged Lobe Actuator,0.74,187 ly,
59606,Glorious Lobes,0.52,176 ly,
59607,Glorious Hive Stem,0.28,164 ly,
59608,Glassy Lobe Actuator,1.0,,+100%
59609,Tremendous Memory Calculus,0.02,151 ly,
59610,Engorged Memory Calculus,0.34,167 ly,
59611,Beloved Sensory Veil,1.0,,+100%
59612,Glassy Neural Matrix,1.0,,+100%
59613,Glorious Memory Calculus,1.0,,+100%
59614,Tremendous Cluster Stem,1.0,,+100%
59615,Glassy Stellar Processor,1.0,,+100%
59616,Beloved Lobe Actuator,1.0,,+100%
59617,Glorious Bio-Reality Generator,1.0,,+100%
59618,Glorious Bio-Reality Generator,0.82,191 ly,
59619,Tremendous Neural Matrix,1.0,,+100%
59620,Beloved Neural Matrix,0.04,152 ly,
59621,Glassy Emotal Core,0.76,188 ly,
59622,Glorious Sensory Veil,0.0,150 ly,
59623,Tremendous Memory Calculus,0.0,150 ly,
59624,Glassy Emotal Core,0.42,171 ly,
59625,Glorious Bio-Reality Generator,0.34,167 ly,
59626,Glassy Hive Stem,0.7,185 ly,
59627,Tremendous Stellar Processor,0.06,153 ly,
59628,Glorious Lobe Actuator,0.0,150 ly,
59629,Glorious Hive Stem,0.08,154 ly,
59630,Tremendous Stellar Processor,0.26,163 ly,
59631,Engorged Memory Calculus,0.06,153 ly,
59632,Tremendous Cluster Stem,1.0,,+100%
59633,Beloved Memory Calculus,1.0,,+100%
59634,Beloved Cluster Stem,0.68,184 ly,
59635,Tremendous Hive Stem,1.0,,+100%
59636,Engorged Hive Stem,0.0,150 ly,
59637,Glorious Lobe Actuator,0.0,150 ly,
59638,Beloved Bio-Reality Generator,1.0,,+100%
59639,Glorious Neural Matrix,1.0,,+100%
59640,Beloved Stellar Processor,0.0,150 ly,
59641,Beloved Stellar Processor,0.68,184 ly,
59642,Engorged Bio-Reality Generator,1.0,,+100%
59643,Beloved Cluster Stem,0.26,163 ly,
59644,Engorged Memory Calculus,1.0,,+100%
59645,Tremendous Memory Calculus,1.0,,+100%
59646,Beloved Stellar Processor,1.0,,+100%
59647,Engorged Lobe Actuator,1.0,,+100%
59648,Glassy Sensory Veil,0.2,160 ly,
59649,Engorged Bio-Reality Generator,1.0,,+100%
59650,Glassy Stellar Processor,1.0,,+100%
59651,Glorious Lobe Actuator,0.62,181 ly,
59652,Glassy Stellar Processor,1.0,,+100%
59653,Beloved Hive Stem,0.02,151 ly,
59654,Engorged Cluster Stem,1.0,,+100%
59655,Engorged Lobes,1.0,,+100%
59656,Glorious Neural Matrix,0.06,153 ly,
59657,Glorious Hive Stem,0.28,164 ly,
59658,Beloved Stellar Processor,0.08,154 ly,
59659,Glassy Neural Matrix,1.0,,+100%
59660,Engorged Emotal Core,0.06,153 ly,
59661,Engorged Stellar Processor,1.0,,+100%
59662,Glassy Emotal Core,1.0,,+100%
59663,Engorged Lobes,1.0,,+100%
59664,Glassy Cluster Stem,0.16,158 ly,
59665,Glorious Stellar Processor,0.0,150 ly,
59666,Glorious Neural Matrix,1.0,,+100%
59667,Tremendous Lobe Actuator,1.0,,+100%
59668,Glorious Bio-Reality Generator,1.0,,+100%
59669,Glorious Lobe Actuator,1.0,,+100%
59670,Engorged Neural Matrix,0.1,155 ly,
59671,Engorged Neural Matrix,0.0,150 ly,
59672,Engorged Hive Stem,0.0,150 ly,
59673,Engorged Sensory Veil,0.98,199 ly,
59674,Beloved Sensory Veil,1.0,,+100%
59675,Glorious Emotal Core,0.84,192 ly,
59676,Engorged Lobes,1.0,,+100%
59677,Glassy Cluster Stem,0.78,189 ly,
59678,Glassy Lobes,1.0,,+100%
59679,Engorged Hive Stem,0.14,157 ly,
59680,Glorious Hive Stem,1.0,,+100%
59681,Glorious Lobe Actuator,0.02,151 ly,
59682,Glorious Cluster Stem,0.18,159 ly,
59683,Glassy Lobes,0.06,153 ly,
59684,Glassy Memory Calculus,1.0,,+100%
59685,Engorged Memory Calculus,1.0,,+100%
59686,Tremendous Neural Matrix,1.0,,+100%
59687,Engorged Emotal Core,0.34,167 ly,
59688,Beloved Hive Stem,1.0,,+100%
59689,Engorged Memory Calculus,1.0,,+100%
59690,Beloved Neural Matrix,1.0,,+100%
59691,Beloved Stellar Processor,1.0,,+100%
59692,Glorious Lobe Actuator,1.0,,+100%
59693,Tremendous Emotal Core,0.02,151 ly,
59694,Glorious Emotal Core,0.02,151 ly,
59695,Beloved Sensory Veil,0.0,150 ly,
59696,Engorged Lobe Actuator,0.04,152 ly,
59697,Glassy Memory Calculus,0.3,165 ly,
59698,Tremendous Bio-Reality Generator,0.14,157 ly,
59699,Beloved Sensory Veil,0.66,183 ly,
59700,Beloved Neural Matrix,1.0,,+100%
59701,Glassy Bio-Reality Generator,1.0,,+100%
59702,Beloved Lobes,0.32,166 ly,
59703,Beloved Neural Matrix,1.0,,+100%
59704,Glassy Lobe Actuator,0.06,153 ly,
59705,Beloved Bio-Reality Generator,1.0,,+100%
59706,Tremendous Neural Matrix,0.38,169 ly,
59707,Beloved Hive Stem,0.02,151 ly,
59708,Glassy Neural Matrix,1.0,,+100%
59709,Beloved Memory Calculus,1.0,,+100%
59710,Glassy Sensory Veil,0.42,171 ly,
59711,Engorged Memory Calculus,1.0,,+100%
59712,Glassy Hive Stem,0.14,157 ly,
59713,Beloved Neural Matrix,0.08,154 ly,
59714,Glassy Memory Calculus,0.04,152 ly,
59715,Glassy Emotal Core,1.0,,+100%
59716,Tremendous Bio-Reality Generator,0.22,161 ly,
59717,Glassy Sensory Veil,1.0,,+100%
59718,Beloved Memory Calculus,1.0,,+100%
59719,Glorious Hive Stem,0.94,197 ly,
59720,Glorious Memory Calculus,0.08,154 ly,
59721,Tremendous Neural Matrix,1.0,,+100%
59722,Tremendous Bio-Reality Generator,0.38,169 ly,
59723,Glassy Lobes,1.0,,+100%
59724,Tremendous Cluster Stem,1.0,,+100%
59725,Beloved Lobe Actuator,0.02,151 ly,
59726,Beloved Memory Calculus,1.0,,+100%
59727,Engorged Cluster Stem,0.0,150 ly,
59728,Glorious Sensory Veil,1.0,,+100%
59729,Glassy Bio-Reality Generator,1.0,,+100%
59730,Engorged Bio-Reality Generator,0.36,168 ly,
59731,Engorged Bio-Reality Generator,0.0,150 ly,
59732,Glorious Stellar Processor,1.0,,+100%
59733,Engorged Lobe Actuator,0.58,179 ly,
59734,Tremendous Neural Matrix,0.5,175 ly,
59735,Beloved Cluster Stem,0.16,158 ly,
59736,Engorged Memory Calculus,1.0,,+100%
59737,Glorious Bio-Reality Generator,0.04,152 ly,
59738,Beloved Sensory Veil,1.0,,+100%
59739,Tremendous Bio-Reality Generator,0.22,161 ly,
59740,Beloved Neural Matrix,1.0,,+100%
59741,Beloved Bio-Reality Generator,1.0,,+100%
59742,Tremendous Hive Stem,1.0,,+100%
59743,Tremendous Lobe Actuator,1.0,,+100%
59744,Engorged Stellar Processor,1.0,,+100%
59745,Tremendous Stellar Processor,1.0,,+100%
59746,Tremendous Bio-Reality Generator,0.0,150 ly,
59747,Beloved Cluster Stem,0.02,151 ly,
59748,Engorged Neural Matrix,0.36,168 ly,
59749,Tremendous Hive Stem,0.0,150 ly,
59750,Glorious Bio-Reality Generator,0.1,155 ly,
59751,Engorged Lobes,1.0,,+100%
59752,Engorged Lobe Actuator,1.0,,+100%
59753,Glorious Stellar Processor,1.0,,+100%
59754,Engorged Emotal Core,0.62,181 ly,
59755,Glorious Memory Calculus,0.26,163 ly,
59756,Engorged Cluster Stem,1.0,,+100%
59757,Beloved Lobe Actuator,1.0,,+100%
59758,Glassy Hive Stem,1.0,,+100%
59759,Tremendous Lobe Actuator,1.0,,+100%
59760,Glassy Lobe Actuator,0.22,161 ly,
59761,Glorious Emotal Core,1.0,,+100%
59762,Beloved Lobe Actuator,0.0,150 ly,
59763,Engorged Memory Calculus,0.34,167 ly,
59764,Glassy Neural Matrix,1.0,,+100%
59765,Glassy Lobe Actuator,1.0,,+100%
59766,Beloved Neural Matrix,0.06,153 ly,
59767,Glassy Stellar Processor,1.0,,+100%
59768,Glassy Neural Matrix,1.0,,+100%
59769,Beloved Memory Calculus,1.0,,+100%
59770,Engorged Cluster Stem,0.02,151 ly,
59771,Engorged Cluster Stem,0.3,165 ly,
59772,Tremendous Cluster Stem,1.0,,+100%
59773,Beloved Bio-Reality Generator,1.0,,+100%
59774,Glorious Emotal Core,1.0,,+100%
59775,Tremendous Cluster Stem,0.18,159 ly,
59776,Glorious Lobes,0.72,186 ly,
59777,Glorious Bio-Reality Generator,0.6,180 ly,
59778,Glassy Memory Calculus,1.0,,+100%
59779,Glassy Neural Matrix,0.02,151 ly,
59780,Engorged Hive Stem,1.0,,+100%
59781,Engorged Lobe Actuator,1.0,,+100%
59782,Glorious Hive Stem,0.42,171 ly,
59783,Engorged Lobes,0.34,167 ly,
59784,Beloved Memory Calculus,1.0,,+100%
59785,Tremendous Stellar Processor,1.0,,+100%
59786,Engorged Cluster Stem,0.44,172 ly,
59787,Beloved Emotal Core,0.26,163 ly,
59788,Engorged Neural Matrix,0.44,172 ly,
59789,Beloved Neural Matrix,1.0,,+100%
59790,Beloved Hive Stem,1.0,,+100%
59791,Engorged Stellar Processor,0.42,171 ly,
59792,Glassy Neural Matrix,0.02,151 ly,
59793,Glassy Stellar Processor,1.0,,+100%
59794,Glorious Lobes,0.96,198 ly,
59795,Glorious Bio-Reality Generator,0.0,150 ly,
59796,Beloved Hive Stem,1.0,,+100%
59797,Tremendous Cluster Stem,1.0,,+100%
59798,Glassy Cluster Stem,0.14,157 ly,
59799,Tremendous Stellar Processor,1.0,,+100%
59800,Beloved Hive Stem,0.72,186 ly,
59801,Glorious Sensory Veil,0.88,194 ly,
59802,Beloved Memory Calculus,0.74,187 ly,
59803,Glorious Memory Calculus,0.14,157 ly,
59804,Glassy Stellar Processor,1.0,,+100%
59805,Beloved Cluster Stem,0.48,174 ly,
59806,Beloved Emotal Core,1.0,,+100%
59807,Engorged Sensory Veil,1.0,,+100%
59808,Tremendous Cluster Stem,1.0,,+100%
59809,Glassy Lobes,1.0,,+100%
59810,Tremendous Lobe Actuator,0.86,193 ly,
59811,Tremendous Lobes,0.14,157 ly,
59812,Glorious Sensory Veil,0.64,182 ly,
59813,Glassy Emotal Core,1.0,,+100%
59814,Tremendous Hive Stem,1.0,,+100%
59815,Engorged Lobe Actuator,1.0,,+100%
59816,Tremendous Cluster Stem,0.74,187 ly,
59817,Engorged Memory Calculus,1.0,,+100%
59818,Beloved Hive Stem,1.0,,+100%
59819,Engorged Hive Stem,0.26,163 ly,
59820,Glassy Lobes,1.0,,+100%
59821,Glorious Memory Calculus,1.0,,+100%
59822,Beloved Sensory Veil,0.26,163 ly,
59823,Engorged Cluster Stem,1.0,,+100%
59824,Tremendous Cluster Stem,1.0,,+100%
59825,Glorious Stellar Processor,1.0,,+100%
59826,Tremendous Emotal Core,1.0,,+100%
59827,Glassy Hive Stem,1.0,,+100%
59828,Glorious Sensory Veil,1.0,,+100%
59829,Tremendous Cluster Stem,0.22,161 ly,
59830,Tremendous Cluster Stem,0.26,163 ly,
59831,Glorious Lobes,0.36,168 ly,
